Keyterm,Info
"A6PC 
 Revision 3 
 EMAIR 
 (Murrayair) MA-1 
 MA-1B 
 April 15, 1977",
Type Certificate Holder,"The EMROTH Company dba EMAIR 
 Building 38 
 Harlingen Industrial Airpark 
 Harlingen, Texas 78550"
"I - Model MA-1 (Restricted Category), Approved April 14, 1970",
Engine,"Pratt and Whitney Wasp R1340 AN-1 (Modified)* 
 (S3H1 commercial designation) 
 *Engine has been modified by installation of modified Bendix Model NAY 9E1 
 carburetor."
Fuel,80/87 minimum grade aviation fuel
Engine limits,"HP 
 RPM 
 MP In. Hg. 
 ALT. 
 Takeoff 
 600 
 2250 
 36.0 
 S.L. 
 Maximum Continuous 
 550 
 2200 
 34.0 
 S.L. 
 Maximum Continuous 
 550 
 2200 
 32.5 
 5000"
Propeller and propeller limits,"Hamilton Standard, constant speed 
 Hub 
 12D40 
 Blades 
 6101-12 
 Diameter 
 109 in. Max. 
 107 in. Min. 
 Pitch Settings (at 42 in. sta.) Low 11.5° High 27.0° 
 Constant speed governor - Hamilton Standard IMI2-A, -G, or IPIZ-A"
Airspeed limits,"Vne - Never exceed 
 148 MPH CAS 
 Vm - Maneuvering 
 117 MPH CAS 
 Vc - Cruise 
 117 MPH CAS"
CG range,"Weight 
 Forward 
 Aft 
 4735 
 79.0 
 83.5 
 6250 
 82.1 
 83.5 
 Straight line variation between points given."
Datum,81 inches forward of lower forward fuselage-to-hopper attach bolt (fuselage sta. 81).
Maximum Weight,"Takeoff 
 6250 lb. 
 Landing 
 6250 lb."
Page No,"1 
 2 
 3 
 4 
 5 
 6"
Rev No,"3 
 3 
 3 
 3 
 3 
 3"
Leveling means,Upper fuselage longeron tube in cockpit area
Number of seats,1 (+157)
Hopper Capacity,3000 lbs. Structural (See weight and balance data)
Fuel capacity,"108 gallons (+75) 
 (100 gallons usable fuel)"
Oil capacity,8 gallons (+60)
Control surface movements,"Elevator 
 Up 28 degrees 
 Down 22 degrees 
 Elevator tab 
 Up 15 degrees 
 Down 15 degrees 
 Rudder 
 Left 30 degrees 
 Right 30 degrees 
 Aileron 
 Upper 
 Up 20 degrees 
 Down 23 degrees 
 Lower 
 Up 22 degrees 
 Down 18 degrees 
 (See Rigging drawing TC 10002 for measurement details and tolerances.)"
Serial Numbers eligible,"001 and subsequent. These aircraft may also be certificated as Models MA-1B by 
 complying with the modifications of FAA approved drawing list 10500B. See also 
 production basis."
Certification Basis,"FAR 21.25(a)(1) and the airworthiness requirements contained in Appendix B of CAM 8. 
 (Date of application: November 14, 1968)."
"II - Model MA-1B (Restricted Category), Approved May 14, 1976",
Engine,"Wright 702C9GC Series 
 Wright 704C9GC Series"
Fuel,100/130 minimum grade aviation fuel
Engine limits,"HP 
 RPM 
 MP In. Hg. 
 702C9GC Series Engine 
 Takeoff 
 900 
 2300 
 36.7 
 Maximum Continuous 
 660 
 2100 
 30.1 
 704C9GC Series Engine 
 Takeoff 
 900 
 2300 
 36.1 
 Maximum Continuous 
 660 
 2100 
 29.5"
Propeller and propeller limits,"Hamilton Standard, constant speed 
 Hub 
 33D50 or 43D50 
 Blades 
 6547-20 
 Diameter 
 118 7/8 in. Max. 
 117 5/8 in. Min. 
 Pitch Settings (at 42 in. sta.) Low 22.5° High 39.5° 
 Constant speed governor - Hamilton Standard 4G8, 4G10, 4K11, and A1"
Airspeed limits,"Vne - Never exceed 
 148 MPH CAS 
 Vm - Maneuvering 
 117 MPH CAS 
 Vc - Cruise 
 117 MPH CAS"
CG range,"Weight 
 Forward 
 Aft 
 5040 
 79.0 
 84.0 
 6250 
 81.5 
 84.0 
 Straight line variation between points given."
Datum,81 inches forward of lower forward fuselage-to-hopper attach bolt (fuselage sta. 81).
Maximum Weight,"Takeoff 6250 lb. 
 Landing 6250 lb."
Leveling means,Upper fuselage longeron tube in cockpit area
Number of seats,1 (+157)
Hopper Capacity,3000 lbs. Structural (See weight and balance data)
Fuel capacity,"108 gallons (+75) 
 (100 gallons usable fuel)"
Oil capacity,20 gallons (+208)
Control surface movements,"Elevator 
 Up 28 degrees 
 Down 22 degrees 
 Elevator tab 
 Up 17 degrees 
 Down 17 degrees 
 Rudder 
 Left 26 degrees 
 Right 26 degrees 
 Rudder Tab 
 Left 8 degrees 
 Right 8 degrees 
 Aileron 
 Upper 
 Up 22 degrees 
 Down 18 degrees 
 Lower 
 Up 22 degrees 
 Down 18 degrees 
 (See Rigging drawing TC 10570 for measurement details and tolerances.)"
Serial Numbers eligible,"013, 026 and subsequent"
Certification Basis,"FAR 21.25(a)(1) and the airworthiness requirements contained in Appendix B of CAM 8. 
 Supplemented with FAR 23.1182, 23.1183, 23.1191, 23.1192, and 23.1193 with 
 amendments through 23-14."
DATA PERTINENT TO ALL MODELS,
Production basis,"None. Prior to original certification of each aircraft, an FAA representative must perform 
 a detailed inspection for workmanship, materials, and conformity with the approved 
 technical data, and a check of the flight characteristics. This basis applies to MA-1, +- 
 MA-1B and MA-1 conversion to MA-1B."
Export eligibility,"Aircraft will be eligible for an export certificate of airworthiness subject to compliance 
 with Federal Aviation Regulations Part 21, Subpart L, Sections 21.321 through 21.339. 
 The applicable procedures are contained in Advisory Circular 21-2B."
Equipment,"The basic required equipment as prescribed in the applicable airworthiness regulations 
 (see certification basis) must be installed in the aircraft for certification."
NOTE 1,"Current weight and balance report, including a list of equipment in the certificated empty weight, and loading 
 instructions when necessary, must be provided for each aircraft at the time of original certification. The empty weight and 
 corresponding center of gravity location must include 8 gallons (48 lbs.) of unusable fuel at +75."
NOTE 2,The following placards and markings represent operating limitations for the airplane and must be located in the areas
