Keyterm,Info
"H10NM 
 Revision 7 
 BLR Aerospace, LLC 
 209/AH-1G 
 209/TAH-1P 
 March 1, 2019",
Type Certificate Holder,"BLR Aerospace, LLC 
 11002 29th Street West 
 Everett, WA 98204"
Type Certificate Holder Record,"Rotorcraft Development Corporation transferred TC H10NM to BLR Aerospace, LLC 
 on December 3, 2014. 
 Garlick Helicopter, Inc. transferred TC H10NM to Garlick Helicopter Corporation on 
 June 29, 2007."
"I – Model 209/AH-1G 2 PL (Utility Helicopter Restricted Category) approved September 10, 1990",
Engine,Lycoming T-53-L13B series
Fuel,"Mil-T-5624, Grade JP-4; alternate fuel 
 Mil-T-5624, Grade JP-5; See TM 55-1520-221-10 for substitute and emergency fuels"
Engine Limits,"Torque Pressure 
 Output 
 Exhaust Gas 
 (PSI) 
 RPM 
 Temperature (°C) 
 50.0 (1100 HP Max.) 
 6600 – Max. 
 675 - 5 seconds 
 See Chapter 7 
 6400-6600 continuous 
 625 continuous 
 Max. Torque Charts"
Rotor Limits Power Off,"Power On 
 Maximum 339 RPM 
 Maximum 324 RPM 
 Minimum 294 RPM 
 Minimum 294 RPM 
 Continuous operations 294-324 RPM"
Airspeed Limits,"Never Exceed 190 knots up to and including 9500 lbs. G.W. sea level to 4000 feet. 
 (See airspeed operating limits chart for mission configuration limits.)"
CG Range Longitudinal CG Limits,"(+192.0) to (+200.0) to 9500 lbs. and above 
 (+191.0) to (+201.0) to 8300 lbs. 
 (+190.0) to (+201.0) to 7000 lbs. or less 
 For further calculations, see Chapter 6."
Maximum Weight,9500 lbs.
Minimum Crew,1 (pilot)
Page No,"1 
 2 
 3 
 4 
 5"
Rev No,"7 
 7 
 7 
 7 
 7"
Maximum Baggage,"Ammo bay may be used for baggage or equipment. 
 Refer to loading data, Chapter 6."
Fuel Capacity Useable,"260 U.S. gals if Crashworthy Fuel System is installed. 
 270 U.S. gals if Crashworthy Fuel System is not installed."
Oil Capacity,2.9 gals.
Control Movements,"For rigging information, refer to Technical Manual: TM 55-1520-221-34."
Serial No Eligible,67-15737.
Datum Leveling Means,See Weight and Balance Pertinent to All Models.
Certification Basis,"FAR 21.25(a) (2) effective February 1, 1965. 
 Type Certificate No. H10NM issued for the purpose of: 
 (1) External Load Operations. Carrying of External Loads as defined in FAR 
 133.1(b), effective December 20, 1976. 
 (2) Agricultural aircraft operations as defined in FAR 137.3, effective January 1, 
 1966, and for dispensing of Fire Fighting Materials. 
 Equipment The basic required equipment as prescribed in the applicable 
 airworthiness regulations (see certificate basis) must be installed in each helicopter 
 for certification. In addition, the following are required: 
 U.S. Army TM 55-1520-221-10 Operations Manual AH-1G/TH-1G. 
 All external equipment and its attachments installed on this aircraft, other than 
 outlined in TM 55-1520-221-10 must be FAA approved Equipment listed in Garlick 
 Helicopters, Inc., Drawing List GH-DL-1; FAA approved September 10, 1990, or 
 later approved revision."
"II. - Model TAH-1P (Restricted Category) approved August 18, 2017",
Engine,Lycoming T53-L-703
Fuel,"MIL-T-5624, Grade JP-4; alternate fuel MIL-T-5624, Grade JP-5. See TM 1-1520- 
 236-10 for substitute and emergency fuels."
Engine Limits,"Torque Pressure 
 Output Shaft 
 Turbine Gas 
 (%) Speed (%RPM) 
 Temperature (°C) 
 Continuous Operation 0% - 88% 
 97% - 100% 
 400o - 820o 
 Transient 
 88% - 100% (30 min) 
 101.5% - 104.5% (10 sec) 
 820o - 880o (30 min) 
 880o - 950o (5 sec)"
Rotor Limits,"Power Off 
 Power On 
 Maximum 105% 
 Maximum 100% 
 Minimum 91% 
 Minimum 91% 
 Continuous Operation 91% - 100%"
Airspeed Limits,"Never Exceed 190 knots up to and including 10000 lbs. G.W. sea level to 4000 feet. 
 (See airspeed operating limits chart for mission configuration limits.)"
