Keyterm,Info
"H1SW 
 Revision 27 
 Bell 
 204B 
 205A 
 205A-1 
 205B 
 210 
 April 20, 2020",
Type Certificate Holder,"Bell Textron Inc. 
 Subsidiary of Textron, Inc. 
 P.O. Box 482 
 Fort Worth, Texas 76101"
Type Certificate Holder Record,"Renamed from “Bell Helicopter Textron Inc.” to “Bell Textron Inc.” on July 1, 2019."
"I - Model 204B, 11 PCLH (Transport Helicopter Category B), Approved April 4, 1963",
Engine,Lycoming T5309A (See Note 5 for alternate Engine)
Fuel,"MIL-T-5624, Grade JP-4 (See Note 9)"
Engine Limits,"Torque Pressure 
 Output Shaft Speed 
 Exhaust Gas Temp. 
 Gas Gen. Speed 
 (P.S.I.) 
 (R.P.M.) 
 (°C) 
 (R.P.M.) 
 Takeoff (5 min.) 
 47.5 (1100 hp) 
 6,600 (100%) 
 638 
 25,200(100.2%) 
 Max. Continuous 
 39.0 ( 900 hp) 
 6,600 (100%) 
 621 
 24,700( 98.2%) 
 See Notes 6 and 7"
Rotor Limits,"Power Off 
 Power On 
 Maximum 339 r.p.m. 
 Maximum 324 r.p.m. 
 (Dual Tach Reading 104.5%) 
 (Dual Tach Reading 100%) 
 Minimum 294 r.p.m. 
 Minimum 310 r.p.m. 
 (Dual Tach Reading 91.0%) 
 (Dual Tach Reading 95.5%)"
Airspeed Limits,"Never exceed 138 m.p.h. (120 knots) up to and including 7,500 lbs. G.W. at sea level 
 Never exceed 127 m.p.h. (110 knots) from 7,500 lbs. to 8,500 lbs. G.W. at sea level 
 VNE decreases 3.5 m.p.h. per 1,000 feet (3 knots per 1,000 feet)"
CG Range,"(a) Longitudinal C.G. limits 
 (+127.0) to (+133.0) at 8,500 lbs. 
 (+125.0) 
 at 7,250 lbs. 
 (+125.0) to (+138.0) at 6,500 lbs. 
 (+130.0) to (+138.0) at 4,500 lbs. 
 (b) Lateral C.G. Limits 
 ±4.7 in. from centerline of fuselage"
Empty Weight CG Range,See Model 204B Maintenance Manual
Maximum Weight,"8,500 lbs."
Minimum Crew,1
Maximum Passengers,"9 (with three-passenger, forward facing, center seat installed) or 
 10 (with four-passenger, rearward facing center seat installed)"
Maximum Baggage,400 lbs. (See RFM for loading schedule)
Fuel Capacity,"160 gals (+136) for S/N 2001, 2002, 2003, and 2006 thru 2025. 
 242 gals (+136.5) for S/N 2004, 2005, 2026 and subsequent. 
 See Note 1 for data on unusable fuel."
Oil System Capacity,"4 gals (+157) usable oil 1 1/2 gals (included in capacity) 
 See Note 1 for data on undrainable oil."
Rotor Blade and,"For rigging information, refer to the Model 204B Maintenance Manual"
Serial Nos Eligible,"2001 thru 2070, 2196 thru 2199"
"II - Model 205A, 15 PLCH (Transport Helicopter Category B), Approved June 13, 1968",
Engine,Lycoming T5311A (See Note 14 for alternate engine)
Fuel,"ASTM Type A (JP-5) or Type B (JP-4) (See Note 15) 
 See Appendix 1 of applicable rotorcraft flight manual for approved vendor designations"
Engine Limits,"Torque Pressure 
 Output Shaft Speed 
 Exhaust Gas Temp 
 Gas Gen. Speed 
 P.S.I. 
 R.P.M. 
 (°C) 
 (R.P.M.) 
 Takeoff (5 minutes) 
 47.5 (1100 h.p.) 
 6,600 (100%) 
 638 
 25,200 (100.2%) 
 Maximum Continuous 
 39.0 ( 900 h.p.) 
 6,600 (100%) 
 621 
 24,700 ( 98.2%) 
 (See Notes 6 and 7)"
Rotor Limits,"Power Off 
 Power On 
 Maximum 339 r.p.m. 
 Maximum 324 r.p.m. 
 (104.5% Tach) 
 (100% Tach) 
 Minimum 294 r.p.m. 
 Minimum 310 r.p.m. continuous 
 (91% Tach) 
 (97% Tach) 
 Minimum 294 r.p.m. 0 to 30 knots 
 (91% Tach)"
Airspeed Limits,"Never exceed 120 knots up to and including 7,500 lbs. G.W. at sea level. 
 Never exceed 110 knots from 7,500 lbs. to 8,500 lbs. G.W. at sea level. 
 Velocity decreases 3 knots per 1,000 feet."
CG Range,"(a) Longitudinal C.G. Limits 
 (+130) to (+144) at 8,500 lbs. 
 (+130) to (+144) at 6,500 lbs. 
 (+134) to (+144) at 5,300 lbs. 
 Straight line variation between points given. 
 85 
 80 
 75 
 70 
 GROSS WT 
 65 
 (LBS.) 
 F WD 
 AFT 
 60 
 LIMIT 
 L IMI T 
 55 
 50 
 45 
 130 
 135 
 140 
 145 
 LONGITUDINAL C.G. STATION (INCHES) 
 (b) Lateral C.G. Limits 
 4.7 in. left from centerline fuselage 
 6.5 in. right from centerline of fuselage"
Empty Weight C G Range,See Model 205A Maintenance Manual
Maximum Weight,"8,500 lbs."
Minimum Crew,One (1)
Maximum Passengers,Fourteen (14) (with four-passenger rearward facing center seat installed)
Maximum Baggage,400 lbs. (See RFM for loading schedule)
Fuel Capacity,220 gals (+150.4)
Oil System Capacity,"3.25 gals (+173) usable oil 1.6 gals. (included in capacity) 
 See Note 1 for data on undrainable oil."
Rotor Blade and,"For rigging information, refer to the Model 205A Maintenance Manual."
Serial Nos Eligible,30001 thru 30039. (See Note 17)
"III - Model 205A-1, 15 PCLH (Transport Helicopter Category B), Approved October 25, 1968 
 Same as Model 205A with Lycoming T5313A engine except rotor drive system modified for high takeoff and maximum 
 continuous power ratings",
Engine,Lycoming T5313A or T5313B (See Note 19)
Fuel,"ASTM Type A (JP-5) or Type B (JP-4) (see Note 15) 
 See Appendix 1 of applicable rotorcraft flight manual for approved vendor designations."
Engine Limits,"Torque Pressure 
 Output Shaft Speed 
 Exhaust Gas Temp 
 Gas Gen. Speed 
 (P.S.I.) 
 (R.P.M.) 
 (°C) 
 (R.P.M.)"
