Keyterm,Info
"A00009CH 
 Revision 23 
 Cirrus Design Corportation 
 SR20 
 SR22 
 SR22T 
 February 24, 2021",
Type Certificate Holder,"Cirrus Design Corporation 
 4515 Taylor Circle 
 Duluth, MN 55811"
"I - MODEL SR20, (NORMAL CATEGORY), APPROVED OCTOBER 23, 1998",
Engine,"1. One (1) Continental Motors, Inc. IO-360-ES engine, Type Certificate Data Sheet (TCDS) E1CE 
 2. One (1) Lycoming Engines IO-390-C3B6 engine, Type Certificate Data Sheet (TCDS) E00006NY"
Fuel,100/100LL minimum grade aviation gasoline
Engine Limits,"Continental Motors, Inc. IO-360-ES 
 Maximum Take-off 2700 RPM (200 hp) 
 Maximum Continuous Power 2700 RPM (200 hp) 
 Lycoming Engines IO-390-C3B6 
 Maximum Take-off 2700 RPM (215 hp) 
 Maximum Continuous Power 2700 RPM (215 hp)"
Propeller and,1. Hartzell Propeller Inc. P/N BHC-J2YF-1BF/F7694 (See Note 8)
Propeller limits,"TCDS P37EA 
 Maximum Diameter: 76 inches 
 Minimum Diameter: 73 inches 
 Number of Blades: 2 
 Low Pitch: 14.6°+/-0.5° 
 High Pitch: 35.0°+/-1.0° 
 High Pitch: 35.0°+/-1.0° 
 Not to be operated above 24 inches of manifold pressure between 1900 and 2200 RPM. 
 Spinner: Hartzell P/N A-2295(P) NOTE: Spinner may be painted or polished. 
 2. Hartzell Propeller Inc. P/N PHC-J3YF-1MF/F7392-1 (See Note 8) 
 TCDS P36EA 
 Maximum Diameter: 74 inches 
 Minimum Diameter: 72 inches 
 Number of Blades: 3 
 Low Pitch: 14.1°+/-0.5° 
 High Pitch: 35.0°+/-1.0° 
 No operating limitations to 2800 RPM 
 Spinner: Hartzell P/N A-2295-1P 
 3. Hartzell Propeller Inc. P/N PHC-J3YF-1RF/F7392-1 (See Note 8) 
 TCDS P36EA 
 Maximum Diameter: 74 inches 
 Minimum Diameter: 72 inches 
 Number of Blades: 3 
 Low Pitch: 13.9°+/-0.5° 
 High Pitch: 35.0°+/-1.0° 
 No operating limitations to 2800 RPM 
 Spinner: Hartzell P/N A-2295-1(P) NOTE: Spinner may be painted or polished."
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8 
 9 
 10 
 11 
 12 
 13"
Rev No,"23 
 22 
 22 
 22 
 19 
 21 
 19 
 17 
 22 
 23 
 23 
 22 
 22 
 4. Hartzell Propeller Inc. P/N HC-E3YR-1RF/F7392S-1 (See Note 9) 
 TCDS P33EA 
 Maximum Diameter: 74 inches 
 Minimum Diameter: 73 inches 
 Number of Blades: 3 
 Low Pitch: 13.4°+/-0.5° 
 High Pitch: 30.0°+/-1.0° 
 No operating limitations to 2850 RPM 
 Spinner: Hartzell P/N A-2295-1(P) NOTE: Spinner may be painted or polished. 
 5. Hartzell Propeller Inc. P/N 3C1-R919A1/76C03-2 (See Note 9) 
 TCDS P00016CH 
 Maximum Diameter: 74 inches 
 Minimum Diameter: 74 inches 
 Number of Blades: 3 
 Low Pitch: 11.9°+/-0.5° 
 High Pitch: 30.0°+/-1.0° 
 No operating limitations to 2700 RPM 
 Spinner: Hartzell P/N 105890 NOTE: Spinner may be painted or polished."
