Keyterm,Info
"A6NW 
 Revision 1 
 FAIRCHILD 
 C-119F/R4Q2 
 July 14, 1981",
Type Certificate Holder,"Pacific International Foods, Inc. 
 18306 59th N.E. 
 Arlington, Washington 98223"
"I - MODEL (FAIRCHILD) C-119F/R4Q2 (RESTRICTED CATEGORY) APPROVED April 24, 1981",
Engine,"2 Wright R-3350-89, 89A, 89B/95W, 36W, 36WA"
Fuel,100/130 Minimum Grade Aviation Gasoline
Engine limits,"2900 rpm (3420 hp) 
 Takeoff, wet, low blower 
 2900 rpm (2600 hp) 
 Maximum, dry, low blower 
 2600 rpm (2555 hp) 
 Meto, low blower 
 2600 rpm (1710 hp) 
 10,000 ft. Alt., Meto, high blower 
 2300 rpm (1520 hp) 
 10,000 ft. Alt., Cruise, high blower 
 2100 rpm (1430 hp) 
 10,000 ft. Alt., Cruise, high blower 
 See NATOPS Flight Manual NAVAIR 01-115CCB-1"
Propeller,Hamilton Standard P/N 24260-615 (hub); C-2J17AA-3-26R (blades)
Airspeed limits,"Vne - Never exceed (217 knots) 
 Vc - Structural Cruising (176 knots) 
 Va - Maneuver (162 knots) 
 Flaps or gear extended (140 knots)"
CG range,"Aft of datum +318.3"" to +335.2"" at all Wts."
Datum,"Fus. Station 0 (103.8"" forward of jig point fitting on front jack pad)"
Max gross wt,"71,500 lbs."
Max landing weight,"69,970 lbs."
Max zero fuel weight,"60,500 lbs. (Outer wing tanks to be full before fuel is added to inner wing tanks)."
Leveling means,"Eye bolt at cabin ceiling station 310 for plumb bob suspension to cross lined 
 plates under cargo floor between stations 310 and 333."
Number of seats,"Limited to the flight crew and number of persons essential to perform the 
 intended function of this operation."
Fuel capacity,"1454 total - 2 outboard fuel tanks 453 gal. ea. (+354.5) 2 inboard fuel 
 tanks 274 gal. ea. (+354.5)"
Oil capacity,120 gal. total - 2 nacelle tanks 60 gal. ea. (+338.4)
Cargo capacity,See T.O. 1C-119F-1 Section V
Page No,"1 
 2"
Rev No,"1 
 1"
Control surface movements,"Aileron 
 Up 
 24"" + 1"" 
 Down 
 12"" + 1"""
See Sec VIII TO,"Flettner Tab 
 Up 
 17"" + 4"" 
 Down 
 30"" + 6"" -2"""
1C119G21,"Trim Tab 
 Up 
 15"" + 1 1/2"" 
 Down 
 12"" + 1 1/2"""
Page 84,"Elevator 
 Up 
 24 1/2"" +1 1/2"" 
 Down 
 20 1/2 1/4"" +1 1/2 1/4"" 
 Spring Tab 
 Up 
 17"" + 0"" - 5"" 
 Down 
 24"" + 2"" - 0"" 
 Trim Tab 
 Up 
 12"" + 2"" 
 Down 
 22"" + 2"" 
 Rudder 
 Right 
 25"" + 2"" -0"" 
 Left 
 20"" + 2"" - 0"" 
 Spring Tab 
 Right 
 5"" + 1"" 
 Left 
 5"" + 1"" 
 Trim Tab 
 Right 
 10 1/2"" + 1"" 
 Left 
 10 1/2"" + 1"" 
 Wing Flaps 
 Take-off 
 Down 
 15"" 
 Landing 
 Down 
 40"""
Serial Numbers,"Military Serial Numbers Manufacturers Serial Numbers 
 10880"
Certification basis,"FAR 21.25(a)(2) dated May 1974 Amendment 21-1 thru 21-53. 
 Restricted Category 
 Type Certificate issued on April 24, 1981 
 Date of Application: December 30, 1980. 
 Airplane certified for the special purpose of carriage of cargo."
Production basis,"None - prior to original certification of each aircraft, an FAA representative 
 must perform an inspection for workmanship, materials, and conformity with 
 the approved technical data."
Equipment,"The basic required equipment as prescribed in the applicable Airworthiness 
 Regulations (See Certification Basis), must be installed in the aircraft for 
 certification. In addition, an FAA approved Pacific International Foods, Inc. 
 Airplane Flight Manual Supplement is required in addition to the operating 
 limitations specified in Sec. I, Part 4 of NAVAIR 01-115CCB-1."
NOTE 1,"Current weight and balance report and loading instructions must agree with Sec. I, Part 4 of NAVAIR 01- 
 115CCB-1."
NOTE 2,This approval applies to:
A,"Basic military C-119F, R4Q2 with no other modification except loading assist device 
 installation per Pacific International Foods, Inc., Drawing P.I.F. 100. 
 (1) 
 Operation over densely populated areas is prohibited. 
 (2) 
 In addition to the operating limitations in this data sheet, area, economic, passenger and 
 other appropriate operating limitations in accordance with FAR 21.25 shall be shown on 
 placards or listing accessible to the pilot. 
 (3) 
 The following placard must be displayed in front of and in clear view of the pilot: 
 (1) 
 ""This airplane must be operated as a restricted category airplane in compliance with 
 the operating limitations stated in the form of placards, markings, and manuals."" 
 (4) 
 Red radial line required on airspeed indicator at (217 knots). 
 (5) 
 The following placard must be displayed adjacent to the APU operating switch: 
 ""APU operation prohibited in flight"" 
 (6) 
 Carriage of hazardous materials is prohibited unless compliance is shown with 
 the applicable regulations in the Code of Federal Regulation 49, Part 175."
NOTE 3,The aircraft must be serviced and maintained in accordance with USAF T.O. 1C-119G-2-1.
