Keyterm,Info
"A31SO 
 Revision 14 
 Embraer 
 EMB-120 
 EMB-120RT 
 EMB-120ER 
 EMB-120FC 
 EMB-120QC 
 January 21, 2022",
Type Certificate Holder,"Embraer S.A. 
 Av. Brig. Faria Lima, 2170 
 12227-901 São Jose dos Campos, SP 
 Brazil"
Type Certificate Holder Record,"Yaborã Indústria Aeronaútica S.A. transferred the TC No A31SO to Embraer S.A. on 
 January 1st, 2022. 
 Embraer S.A. transferred TC No A31SO to Yaborã Indústria Aeronáutica S.A. on 
 January 31, 2020. 
 Empresa Brasileira de Aeronáutica S.A. (Embraer) changed company name to Embraer 
 S.A. effective November 2010."
"1. - Model EMB-120 Brasilia (Transport Category), Approved July 9, 1985",
Engines,2 Pratt & Whitney of Canada Ltd PW 115
Fuel,"MIL-T-5624 JP-4, JP-5 and ASTM D1655 Jet A, Jet A-1 and Jet B conforming to P&W 
 specifications PWA522 or CPW204. See NOTE 4."
Oil,"In accordance with P&W Specification 
 PWA521 Type II (MIL-L-23699) or CPW202 (MIL-L-23699A)."
Engine Limits,"Prop. 
 Gas 
 Jet Thrust 
 Torque 
 NP 
 Int-Turbine T6 
 Gen.NH 
 Shaft HP 
 (lbf) 
 % 
 % 
 Temp.°C (°F) 
 % 
 Max. Take-off 
 (5 min. max.) 
 1760 
 212 
 110 
 100 
 785 (1445) 
 100 
 Max. Continuous 
 1600 
 212 
 100 
 100 
 785 (1445) 
 100 
 Transient 
 (20 sec. max.) 
 110 
 850 (1562) 
 102 
 Starting 
 (5 sec. max.) 
 950 (1742) 
 Max. Reverse 
 80 
 NOTE: 
 The above engine limits are individual maximum operating limits and are not 
 for setting engine power. Refer to AFM Section 4 for power setting data."
Propeller Limits,"Condition Levers must in MIN RPM position during all ground operations, except when"
Ground Operation,"cleared for takeoff or during landing roll. 
 Power Levers must remain at or below Flight Idle during all ground operations, except 
 for brief (approximately 5 seconds) excursions as needed to maneuver the airplane"
Max Operating Altitude,"S/N 12000004, 12000006 through 12000011 
 Enroute - 25,000 ft. (Bleed on) 
 - 20,000 ft. (Bleed off)"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8 
 9 
 10 
 11 
 12"
Revision No,"14 
 11 
 11 
 11 
 11 
 11 
 11 
 11 
 11 
 11 
 14 
 13"
January 21 2022,"Page 2 of 12 
 S/N 12000012 and up 
 Bleed On 
 Bleed Off 
 Enroute - EEC on 
 32,000 ft. 
 25,000 ft 
 EEC off 
 25,000 ft 
 20,000 ft"
Temperature Operating,"S/N 12000004, 12000006 through 12000020"
Limits,"Maximum ISA +32° C 
 Minimum -54° C 
 S/N 12000021 and up 
 Maximum ISA +35° C 
 Minimum -54° C"
mass,"lb. 
 kg 
 Start of take-off 
 25,353 
 11,500 
 Landing 
 24,802 
 11,250 
 Zero Fuel 
 23,148 
 10,500"
Number of Seats,"Maximum 34, including 1 pilot, 1 copilot, 1 attendant, 1 check pilot and 30 passengers."
Maximum Baggage,1213 lb (See NOTE 7).
"2. - Model EMB-120RT Brasilia (Transport Category), Approved October 23, 1986",
Engines,"2 Pratt & Whitney of Canada Ltd. PW 118 or 
 2 Pratt & Whitney of Canada Ltd. PW 118A or 
 2 Pratt & Whitney of Canada Ltd. PW118B or 
 1 Pratt & Whitney of Canada Ltd. PW 118 and 
 1 Pratt & Whitney of Canada Ltd. PW 118A (see AFM for operating limits)"
Fuel,"MIL-T-5624 JP-4, JP-5 and ASTM D1655 Jet A, Jet A-1 & Jet B conforming to P&W. 
 specifications PWA522 or CPW204. See NOTE 4."
Oil,"In accordance with P&W Specification PWA521 Type II (MIL-L-23699) 
 or CPW202 (MIL-L-23699A)."
Engine Limits,"Prop 
 Gas 
 Gas 
 Shaft 
 Jet Thrust 
 Torque 
 NP 
 Int-Turbine, T6 
 Gen.NH 
 Gen.NL 
 HP 
 (lbf) 
 % 
 % 
 Temp.°C (°F) 
 % 
 % 
 PW 118 Max. 
 Take-off(5 min. max.) 
 1980 
 230 
 110 
 100 
 816 (1500) 
 100 
 100 
 PW 118A Max 
 1980 
 230 
 110 
 100 
 816 (1500) 
 102 
 102 
 Take-off(5 min. max.) 
 PW 118B Max 
 1980 
 230 
 110 
 100 
 816 (1500) 
 102 
 102 
 Take-off(5 min. max.) 
 PW 118 Max 
 1800 
 230 
 100 
 100 
 800 (1472) 
 100 
 100 
 Continuous 
 PW 118A Max 
 1800 
 230 
 100 
 100 
 800 (1472) 
 102 
 102 
 Continuous 
 PW 118B Max 
 1800 
 230 
 100 
 100 
 800 (1472) 
 102 
 102 
 Continuous 
 Transient 
 120 
 110 
 850 (1562) 
 102 
 102 
 (20 Sec. max.) 
 Starting 
 950 (1742) 
 (5 sec. max.) 
 Max. Reverse 
 80"
January 21 2022,"Page 3 of 12 
 NOTE: 
 The above engine limits are individual maximum operating limits and are not 
 for setting engine power. Refer to AFM Section 4 for power setting data."
Propeller Limits,"Condition Levers must in MIN RPM position during all ground operations, except when"
Ground Operation,"cleared for takeoff or during landing roll. 
 Power Levers must remain at or below Flight Idle during all ground operations, except 
 for brief (approximately 5 seconds) excursions as needed to maneuver the airplane."
Max Operating Altitude,"Bleed On 
 Bleed Off 
 EEC on 
 32,000 ft 
 25,000 ft. 
 EEC off 
 25,000 ft. 
 20,000 ft"
Limits,"Maximum ISA +35° C 
 Minimum -54° C 
 S/N 12000021 and up 
 Maximum ISA + 35°C 
 Minimum -54°C"
Maximum Weight mass,"lb. 
 kg 
 Start of take-off 
 25,529 
 11,580 
 Landing 
 24,802 
 11,250 
 Zero Fuel 
 23,148 
 10,500"
Number of Seats,"Maximum 34, including 1 pilot, 1 copilot, 1 attendant, 1 check pilot and 30 passengers."
Maximum Baggage,1213 lb (See NOTE 7).
"3. Model EMB-120ER Brasilia (Transport Category), Approved March 20, 1992",
Engines,"2 Pratt & Whitney of Canada Ltd. PW 118 or 
 2 Pratt & Whitney of Canada Ltd. PW 118A or 
 2 Pratt & Whitney of Canada Ltd. PW118B or 
 1 Pratt & Whitney of Canada Ltd. PW 118 and 
 1 Pratt & Whitney of Canada Ltd. PW 118A 
 (see AFM for operating limits)"
Fuel,"MIL-T-5624 JP-4, JP-5 and ASTM D1655 Jet A, Jet A-1 and Jet B conforming to 
 P&W specifications PWA522 or CPW204. See NOTE 4"
Oil,"In accordance with P&W specification PWA521 Type II (MIL-L-23699) or CPW202 
 (MIL-L-23699A)."
Engine Limits,"Prop 
 Gas 
 Gas 
 Jet Thrust 
 Torque 
 NP 
 Int-Turbine, T6 
 Gen. NH 
 Gen. NL 
 Shaft HP 
 (lbf) 
 % 
 % 
 Temp. °C (°F) 
 % 
 %"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 100 
 100"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 102 
 102"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 102 
 102 
 1800 
 230 
 100 
 100 
 800 (1472) 
 100 
 100 
 1800 
 230 
 100 
 100 
 800 (1472) 
 102 
 102 
 1800 
 230 
 100 
 100 
 800 (1472) 
 102 
 102 
 Transient"
0 sec max,"120 
 110 
 850 (1562) 
 102 
 102"
January 21 2022,"Page 4 of 12 
 Starting"
5 sec max,950 (1742)
Max Reverse,"80 
 NOTE: The above engine limits are individual maximum operating limits and are not for 
 setting engine power. Refer to AFM Section 4 for power setting data."
Propeller Limits,"Condition Levers must in MIN RPM position during all ground operations, except when"
Ground Operation,"cleared for takeoff or during landing roll 
 Power Levers must remain at or below Flight Idle during all ground operations, except 
 for brief (approximately 5 seconds) excursions as needed to maneuver the airplane"
Max Operating Altitude,"Bleed On 
 Bleed Off 
 EEC on 
 32,000 ft 
 25,000 ft. 
 EEC off 
 25,000 ft. 
 20,000 ft"
Limits,"Maximum ISA +35° C 
 Minimum -54° C"
Maximum Weight mass,"lb. 
 kg 
 Ramp 
 26,609 
 12,070 
 Takeoff 
 26,433 
 11,990 
 Landing 
 25,794 
 11,700 
 Zero Fuel 
 24,030 
 10,800"
Number of Seats,"Maximum 34, including 1 pilot, 1 copilot, 1 attendant, 1 check pilot and 30 passengers."
Maximum Baggage,1213 lb (See NOTE 7).
"4. Model EMB-120FC Brasilia (Transport Category, Full Cargo version), Approved July 17, 2000.",
Engines,"2 Pratt & Whitney of Canada Ltd. PW 118 or 
 2 Pratt & Whitney of Canada Ltd. PW 118A or 
 2 Pratt & Whitney of Canada Ltd. PW118B or 
 1 Pratt & Whitney of Canada Ltd. PW 118 and 
 1 Pratt & Whitney of Canada Ltd. PW 118A 
 (see AFM for operating limits)"
Fuel,"MIL-T-5624 JP-4, JP-5 and ASTM D1655 Jet A, Jet A-1 and Jet B conforming to 
 P&W specifications PWA522 or CPW204. See NOTE 4."
Oil,"In accordance with P&W specification PWA521 Type II (MIL-L-23699) or CPW202 
 (MIL-L-23699A)."
Engine Limits,"Prop 
 Gas 
 Gas 
 Jet Thrust 
 Torque 
 NP 
 Int-Turbine, T6 
 Gen. NH 
 Gen. NL 
 Shaft HP 
 (lbf) 
 % 
 % 
 Temp. °C (°F) 
 % 
 %"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 100 
 100"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 102 
 102"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 102 
 102 
 1800 
 230 
 100 
 100 
 800 (1472) 
 100 
 100 
 1800 
 230 
 100 
 100 
 800 (1472) 
 102 
 102 
 1800 
 230 
 100 
 100 
 800 (1472) 
 102 
 102 
 Transient"
0 sec max,"120 
 110 
 850 (1562) 
 102 
 102"
January 21 2022,"Page 5 of 12 
 Starting"
5 sec max,950 (1742)
Max Reverse,"80 
 NOTE: The above engine limits are individual maximum operating limits and are not for 
 setting engine power. Refer to AFM Section 4 for power setting data."
Propeller Limits,"Condition Levers must in MIN RPM position during all ground operations, except when"
Ground Operation,"cleared for takeoff or during landing roll 
 Power Levers must remain at or below Flight Idle during all ground operations, except 
 for brief (approximately 5 seconds) excursions as needed to maneuver the airplane"
Max Operating Altitude,"Bleed On 
 Bleed Off 
 EEC on 
 32,000 ft 
 25,000 ft 
 EEC off 
 25,000 ft 
 20,000 ft"
Limits,"Maximum ISA +35° C 
 Minimum -54° C"
Maximum Weight mass,"lb. 
 kg 
 Ramp 
 26,609 
 12,070 
 Takeoff 
 26,433 
 11,990 
 Landing 
 25,794 
 11,700 
 Zero Fuel 
 24,030 
 10,800"
Number of Seats,None. Approved for cargo only. No passengers allowed.
Maximum Occupants,"Not to exceed 3, including pilot, copilot and 1 check pilot;"
Cargo Compartment,8150 lb.
Distribution on Cargo Compartment,FLOOR LOAD LIMIT
CARGO COMPARTMENT,"STATION LIMITS 
 MAX. LOAD 
 (lb/sqft) 
 X (ft) 
 (lb) 
 E1 
 From x=18.57 to x=26.41 
 2490 
 61 
 E2 
 From x=26.41 to x=35.20 
 2645 
 61 
 E3 
 From x=35.20 to x=44.71 
 2550 
 61 
 E4 
 From x=44.71 to x=49.05 
 1210 
 100 
 E1+E2 
 From x=18.57 to x=35.20 
 4400 
 61 
 According to corresponding"
E1E2E3E4,"From x=18.57 to x=49.05 
 8150 
 cargo compartment"
"5. Model EMB-120QC Brasilia (Transport Category, Quick Change Cargo version), Approved October 1, 2003.",
Engines,2 Pratt & Whitney of Canada Ltd. PW 118 or
January 21 2022,"Page 6 of 12 
 2 Pratt & Whitney of Canada Ltd. PW 118A or 
 2 Pratt & Whitney of Canada Ltd. PW118B or 
 1 Pratt & Whitney of Canada Ltd. PW 118 and 
 1 Pratt & Whitney of Canada Ltd. PW 118A 
 (see AFM for operating limits)"
Fuel,"MIL-T-5624 JP-4, JP-5 and ASTM D1655 Jet A, Jet A-1 and Jet B conforming to 
 P&W specifications PWA522 or CPW204. See NOTE 4."
Oil,"In accordance with P&W specification PWA521 Type II (MIL-L-23699) or CPW202 
 (MIL-L-23699A)."
Engine Limits,"Prop 
 Gas 
 Gas 
 Shaft 
 Jet Thrust 
 Torque 
 NP 
 Int-Turbine, T6 
 Gen. NH 
 Gen. NL 
 HP 
 (lbf) 
 % 
 % 
 Temp. °C (°F) 
 % 
 %"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 100 
 100"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 102 
 102"
5 min max,"1980 
 230 
 110 
 100 
 816 (1500) 
 102 
 102 
 1800 
 230 
 100 
 100 
 800 (1472) 
 100 
 100 
 1800 
 230 
 100 
 100 
 800 (1472) 
 102 
 102 
 1800 
 230 
 100 
 100 
 800 (1472) 
 102 
 102 
 Transient"
0 sec max,"120 
 110 
 850 (1562) 
 102 
 102 
 Starting"
5 sec max,950 (1742)
Max Reverse,"80 
 NOTE: The above engine limits are individual maximum operating limits and are not for 
 setting engine power. Refer to AFM Section 4 for power setting data."
Propeller Limits,"Condition Levers must in MIN RPM position during all ground operations, except when"
Ground Operation,"cleared for takeoff or during landing roll 
 Power Levers must remain at or below Flight Idle during all ground operations, except 
 for brief (approximately 5 seconds) excursions as needed to maneuver the airplane"
Max Operating Altitude,"Bleed On 
 Bleed Off 
 EEC on 
 32,000 ft 
 25,000 ft. 
 EEC off 
 25,000 ft. 
 20,000 ft"
Limits,"Maximum ISA +35° C 
 Minimum -54° C"
Maximum Weight mass,"lb. 
 kg 
 Ramp 
 26,609 
 12,070 
 Takeoff 
 26,433 
 11,990 
 Landing 
 25,794 
 11,700 
 Zero Fuel (see NOTE 11) 
 24,030 
 10,800"
of Occupants,"With an original forward lavatory configuration, maximum 34 including 1 pilot, 1 
 copilot, 1 flight attendant, 1 check pilot and 30 passengers. With an original aft lavatory 
 configuration, maximum 31 including 1 pilot, 1copilot, 1 flight attendant, 1 check pilot 
 and 27 passengers. With a cargo configuration, maximum 03, 1 pilot, 1copilot and 1 
 check pilot, no passengers or flight attendant are allowed."
January 21 2022,Page 7 of 12
Cargo Compartment,"When operating with passenger version, 1213 lb (see NOTE 7). 
 When operating with cargo (class E) version: 
 7715 lb to comply with the requirement FAR 121 
 7500 lb to comply with the requirement FAR 135"
Maximum Loading,"Distribution on Cargo (Class E) Compartment 
 FLOOR LOAD LIMIT"
CARGO COMPARTMENT,"STATION LIMITS 
 MAX. LOAD 
 (lb/sqft) 
 X (ft) 
 (lb) 
 E1 
 From x=20.5 to x=28.4 
 2490 
 61 
 E2 
 From x=28.4 to x=36.6 
 2645 
 61 
 E3 
 From x=36.6 to x=44.5 
 2550 
 61 
 E4 
 From x=44.5 to x=49.0 
 1210 
 100 
 E1+E2 
 From x=20.5 to x=36.6 
 4400 
 61"
Data Pertinent to All Models,
Propeller and Propeller Limits,"2- Hamilton Standard Model 14RF-9 
 Blade: 
 RFC11E1-6A, RFC11M1-6A, RFC11N1-6A or RFC11U1-6A 
 Diameter: 
 10.5 ft. nominal 
 Pitch settings at STA 42 ins 
 Feather 
 79.2° 
 Flight fine 
 17.3° 
 Ground fine 
 -4.5° 
 Full reverse 
 -15.0° 
 Propeller (Np) 
 - Takeoff 
 1300 rpm 
 (100%) 
 - Max. Continuous 
 1300 rpm 
 (100%)"
January 21 2022,Page 8 of 12
Airspeed Limits IAS,"Maximum Operating Limit Speed (Vmo) 
 Knots 
 MPH 
 Vfe (Flaps extended) 
 Flaps 15° 
 200 
 230 
 Flaps 25° 
 150 
 175 
 Flaps 45° 
 135 
 156 
 VA (Maneuvering) 
 200 
 230 
 VLO (Landing gear operation) 
 200 
 230 
 VLE (Landing gear extended) 
 200 
 230"
Minimum Crew,2 (Pilot and Copilot)
Fuel Capacity,"882 gallons (441 gallons each tank) 
 Unusable fuel 7.4 gallons (3.7 gallons each tank)"
Oil Capacity,13.0 gal. (6.5 gal. in each engine).
Datum,"366.4"" forward of the 66% wing chord line (frame 28). 
 The 66% wing chord line is 0.67"" aft of the rear jack points."
Leveling Means,"Plumb from the upper part of the floor frame 28 using a mark in the 
 lower part of the frame as a reference."
Passenger Configuration,1213 lb
Maximum Cargo,Deleted. Previous note not applicable to US configuration
