Keyterm,Info
"A25SO 
 Revision 35 
 Piper 
 PA-46-310P 
 PA-46-350P 
 PA-46-500TP 
 PA-46R-350T 
 PA-46-600TP 
 December 14, 2021",
Type Certificate Holder,"Piper Aircraft, Inc. 
 2926 Piper Drive 
 Vero Beach, Florida 32960"
Type Certificate Holder Record,"The New Piper Aircraft, Inc transferred TC A25SO to Piper Aircraft, Inc on August 7, 
 2006."
"I. - Model PA-46-310P (Malibu), 6 PCLM (Normal Category), Approved September 27, 1983.",
Engine,"Teledyne Continental, TC No. E8CE, Model TSI0-520-BE"
Fuel,100/100LL minimum grade aviation gasoline
Engine Limits,"For all operations: 
 2600 RPM and 38"" Hg MAP (310 HP), sea level to 24,000 ft. 
 2600 RPM and 35"" Hg MAP above 24,000 ft. 
 2400 RPM and 31"" Hg MAP maximum when leaned to 50 F lean of peak, 
 any altitude."
Propeller and Propeller Limits,"Hartzell, TC No. P-920, Hub BHC-C2YF-1BF, Blade F8052 ( ) 
 Pitch: 
 High 38.0  1, Low 16.0  0.2 at 30"" station. 
 Diameter: 
 Not over 80"", not under 78"". 
 Spinner: 
 Hartzell D-4810 or D-4810P. 
 Governor: 
 Hartzell Model E-5-2."
Airspeed Limits,"VNE (Never Exceed) 
 203 KIAS 
 VNO (Maximum Structural Cruise) 
 173 KIAS 
 VA (Maneuvering 4100 lb.) 
 135 KIAS 
 VA (Maneuvering 2450 lb.) 
 103 KIAS 
 VFE (Maximum Flaps Extended) 
 120 KIAS 
 VLO (Maximum Landing Gear Operation) 
 Extension 
 170 KIAS 
 Retraction 
 130 KIAS 
 VLE (Maximum Landing Gear Extended) 
 200 KIAS"
CG Range Gear Extended,"WT. 
 FWD. LIMIT 
 AFT LIMIT 
 (LB.) 
 IN. AFT OF DATUM 
 IN. AFT OF DATUM"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8 
 9 
 10 
 11 
 12 
 13 
 14 
 15 
 16 
 17 
 18 
 19 
 20"
Rev No,"35 
 16 
 34 
 35 
 24 
 23 
 35 
 26 
 34 
 25 
 29 
 29 
 24 
 29 
 28 
 35 
 35 
 35 
 32 
 35"
Page No,"21 
 22 
 +-----ti I 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1 
 1"
Rev No,"26 
 35 
 4100 
 143.3 in. 
 147.1 in. 
 3680 
 136.1 in. 
 147.1 in. 
 2450 or less 
 130.7 in. 
 147.1 in."
Empty Weight CG Range,None
Maximum Weight,"Ramp : 
 4118 lb. 
 Takeoff : 4100 lb. 
 Landing : 3900 lb."
No of Seats,"6 (2 at +135.5, 2 at +177.0, 2 at +218.75)"
Maximum Baggage,"100 lb. at (+88.6) (Fwd.) 
 100 lb. at (+248.23) (Aft)"
Fuel Capacity,"122 gals. at (+150.31) 
 (2 wing tanks) 
 See NOTE 1 for data on system fuel."
Oil Capacity,"8 qts. at (+53.5) 
 See NOTE 1 for data on system oil."
Maximum Operating Altitude,"25,000 ft."
Pressure Differential,5.5 PSID
Control Surface Movements,"Ailerons 
 (1) 
 Up 
 18 
 Down 
 18 
 Elevator 
 (.5) 
 Up 
 23.5 
 Down 
 14.5  
 Rudder 
 (+1, -0) 
 Left 
 26 
 Right 
 30 
 Elevator 
 (+0, -1) 
 Down 
 24.5 
 Up 
 19 
 Trim Tab 
 (Elevator Neutral) 
 Wing Flaps 
 Up 
 0 (1) 
 Down 
 35 (+0, -1) 
 S/N 46-8408001 to 46-8508109 
 Wing Flaps 
 Up 
 0 (1) 
 Down 
 35 (1) 
 S/N 46-8608001 and up"
Manufacturers Serial Numbers,"46-8408001 through 46-8408087, 46-8508001 through 46-8508109, 
 46-8608001 through 46-8608067, 4608001 through 4608140."
