Keyterm,Info
"A-699 
 Revision 6 
 TAYLORCRAFT 
 (Army L-2G) BF 
 BFS 
 BF-60 
 BFS-60 
 BF-65 
 BFS-65 
 (Army L-2K) BF12-65 
 BFS12-65 
 August 11, 1971",
Type Certificate Holder,"Taylorcraft, Inc. 
 Connellsville Airport 
 Connellsville, Pennsylvania 15425"
"I - Model BF (Army L-2G), 2 PCLM, Approved 19 September 1938; Model BFS, 2 PCSM, Approved 5 April 1939",
Engine,"Franklin 4AC-150 Series 50 (Single ignition - Scintilla magneto). 
 (See Item 308 for optional engines.)"
Fuel,70 min. octane aviation gasoline.
Engine limits,"For all operation, 2300 r.p.m. (50 hp.)."
Airspeed limits,"Landplane: 
 Level flight or climb 
 105 m.p.h."
True Ind,"Glide or dive 
 131 m.p.h. 
 Seaplane: 
 Level flight or climb 
 95 m.p.h. 
 129 m.p.h."
Propeller limits,"Landplane: 
 maximum diameter 83 in. 
 Seaplane: 
 maximum diameter 79 in."
Center of Gravity,"Landplane: 
 (+14.5) to (+19.5)"
CG range,"Seaplane: 
 (+15.1) to (+19.4)"
Empty weight CG range,"Landplane: 
 (+15.3) to (+18.4) 
 Seaplane: 
 (+15.9) to (+18.3) 
 When empty weight C.G. falls within the pertinent range, computation of critical 
 fore and aft C.G. positions is unnecessary. Ranges are not valid for 
 non-standard arrangements."
Maximum weight,"Landplane: 
 1100 lb. (Serial No. 1407 and up are eligible at 1150 lb.). 
 Seaplane: 
 1228 lb."
Number of seats,2 (+23)
Maximum baggage,30 lb. (+40)
Fuel capacity,12 gal. (-9) (See item 312 for auxiliary tank).
1,"2 
 3 
 4 
 5 
 6 
 7"
6,"5 
 6 
 5 
 5 
 5 
 5"
Oil capacity,1 gal. (-34)
Control surface movements,"Elevators 
 27° 
 up 
 25° 
 down 
 Ailerons 
 25° 
 up 
 25° 
 down 
 Rudder 
 26° 
 right 
 26° 
 left"
Serial Numbers eligible,1001 and up.
Required equipment,"Landplane: 
 Items 101, 102, 103, 104 and 105 
 Seaplane: 
 Items 103, 104, 105, and 151."
"II - Model BF-60, 2 PCLM, Approved 22 July 1939; Model BFS-60, 2 PCSM, Approved 7 October 1939 
 (Same as BF and BFS except for engine installation.)",
Engine,Franklin 4AC-171 (See Item 308 for optional engines).
Fuel,70 min. octane aviation gasoline.
Engine limits,"For all operations, 2350 r.p.m. (60 hp.)."
Airspeed limits,"Landplane: 
 Level flight or climb 
 105 m.p.h."
True Ind,"Glide or dive 
 131 m.p.h. 
 Seaplane: 
 Level flight or climb 
 95 m.p.h. 
 Glide or dive 
 129 m.p.h."
Propeller limits,"Static r.p.m. at maximum permissible throttle setting: 
 Not over 2330, not under 2120. No additional tolerance permitted. 
 Diameter - 
 Landplane: Not over 83 in., not under 72 in. 
 Seaplane: 
 Not over 79 in., not under 72 in."
Center of Gravity,"Landplane: 
 (+14.5) to (+19.7)"
CG range,"Seaplane: 
 (+15.1) to (+20.1)"
Empty weight CG range,"Landplane: 
 (+15.3) to (+18.5) 
 Seaplane: 
 (+15.9) to (+19.0) 
 When empty weight C.G. falls within the pertinent range, computation of critical 
 fore and aft C.G. positions is unnecessary. Ranges are not valid for non-standard 
 arrangements."
Maximum weight,"Landplane: 
 1100 lb. (Serial No. 1407 and up eligible at 1150 lb.). 
 Seaplane: 
 1228 lb. (Serial No. 1432 and up eligible at 1278 lb.)."
Number of seats,2 (+23)
Maximum baggage,30 lb. (+40)
Fuel capacity,12 gal. (-9) (See item 312 for auxiliary tank).
Oil capacity,1 gal. (-34)
Control surface movements,"Elevators 
 27° 
 up 
 25° 
 down 
 Ailerons 
 25° 
 up 
 25° 
 down 
 Rudder 
 26° 
 right 
 26° 
 left"
Serial Numbers eligible,1001 and up.
Required equipment,"Landplane: 
 Items 101, 102, 103, 104 and 105 
 Seaplane: 
 Items 103, 104, 105, and 151."
"III - Model BF-65,2 PCLM, and Model BFS-65, 2 PCSM, Approved 21 August 1941 
 (Same as BF and BFS except for engine installation).",
Engine,"Franklin 4AC-176-B2 
 (See Item 308 for optional engines.)"
Fuel,73 min. octane aviation gasoline.
Engine limits,"For all operations, 2200 r.p.m. (65 hp.)."
Airspeed limits,"Landplane: 
 Level flight or climb 
 105 m.p.h."
True Ind,"Glide or dive 
 131 m.p.h. 
 Seaplane: 
 Level flight or climb 
 95 m.p.h. 
 Glide or dive 
 129 m.p.h."
Propeller limits,"Static r.p.m. at maximum permissible throttle setting: 
 Not over 2040, not under 1930. No additional tolerance permitted. 
 Diameter: 
 Not over 72 in., not under 70 in."
Center of Gravity,"Landplane: 
 (+14.5) to (+19.7)"
CG range,"Seaplane: 
 (+15.1) to (+20.1)"
Empty weight CG range,"Landplane: 
 (+15.3) to (+18.5) 
 Seaplane: 
 (+15.9) to (+19.0) 
 When empty weight C.G. falls within the pertinent range, computation of critical 
 fore and aft C.G. positions is unnecessary. Ranges are not valid for non-standard 
 arrangements."
Maximum weight,"Landplane: 
 1100 lb. (Serial No. 1407 and up eligible at 1150 lb.). 
 Seaplane: 
 1228 lb. (Serial No. 1432 and up eligible at 1278 lb.)."
Number of seats,2 (+23)
Maximum baggage,30 lb. (+40)
Fuel capacity,12 gals. (-9) (See item 312 for auxiliary tank).
Oil capacity,5 qts. (-34)
Control surface movements,"Elevators 
 27° 
 up 
 25° 
 down 
 Ailerons 
 25° 
 up 
 25° 
 down 
 Rudder 
 26° 
 right 
 26° 
 left"
Serial Numbers eligible,1001 and up.
Required equipment,"Landplane: 
 Items 101, 102, 103, 104, 105 
 Seaplane: 
 Items 103, 104, 105, 151."
"IV - Model BF12-65 (Army L-2K),2 PCLM and Model BFS12-65, 2 PCSM, Approved 1 May 1941 
 (Same as BF and BFS except for engine installation).",
Engine,"Franklin 4AC-176-B2 
 (See Item 308 for optional engines.)"
Fuel,73 min. octane aviation gasoline.
Engine limits,"For all operations, 2200 r.p.m. (65 hp.)."
Airspeed limits,"Landplane: 
 Level flight or climb 
 105 m.p.h."
