Keyterm,Info
"A00010WI 
 Revision 11 
 Textron Aviation 
 390 
 June 16, 2020",
Type Certificate Holder,"Textron Aviation Inc. 
 One Cessna Boulevard 
 Wichita, Kansas 67215"
Type Certificate Holder Record,"Raytheon Aircraft Company transferred to 
 Hawker Beechcraft Corporation on March 26, 2007 
 Hawker Beechcraft Corporation transferred to 
 Beechcraft Corporation on April 12, 2013. 
 Beechcraft Corporation transferred to 
 Textron Aviation Inc. on October 12, 2016."
"I. 
 MODEL 390 (PREMIER I) (NORMAL CATEGORY) APPROVED MARCH 23, 2001",
Engine,"Two Williams-Rolls, Inc. International FJ44-2A Turbofans"
Fuel,"Commercial kerosene JET A, JET A-1, per ASTM -D-1655, or JP-8 per MIL-T-83133 
 (Limited use Av-gas 100LL per ASTM D910. Limited to 5,000 gallons per engine 
 between major periodic inspections. Operation is limited to 10,000 feet and below with 
 the electric boost pumps on per AFM procedures). 
 Fuels not containing icing inhibitors must have MIL-I-27686 or MIL-I-85470 fuel system 
 icing inhibitor added in amounts of not less than 0.10% nor more than 0.15% by volume. 
 Minimum fuel icing inhibitor content during refueling is 0.10% by volume. 
 Dupont Stadis 450 anti-static additive or equivalent is permitted to bring fuel up to 300 
 conductive units, but not to exceed 1 part per million. 
 SOHIO Biobor JF biocide additive or equivalent is permitted at a concentration not to 
 exceed 20 parts per million (270 ppm total additive) of elemental boron."
Static Sea Level,"Takeoff (5 minutes) static thrust, sea level 
 2300 lbs."
Standard Day,"Maximum Continuous static thrust, se level 
 2300 lbs. 
 Maximum permissible engine rotor (Operating speed) 
 Low pressure rotor, N1 (30 seconds) 
 106.4% 
 Low pressure rotor, N1 
 105.2% 
 Low pressure rotor, N2 
 98.8%"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7"
Rev No,"11 
 4 
 5 
 11 
 7 
 9 
 9"
Engine Limits,Maximum permissible Interstage Turbine Temperature
Static Sea Level,"(ITT) 
 Take-off (10 second) 
 835°C 
 Take-off (5 minutes) 
 820°C 
 Maximum Continuous 
 805°C 
 Engine Starting 
 805°C 
 Engine Starting (30 second) 
 900°C 
 Engine Starting (15 seconds) 
 1000°C"
Airspeed Limits,"Vmo (Maximum Operating Speed) 
 320"
