Keyterm,Info
"A00002NY 
 Revision: 2 
 Appalachian 
 EL-1 
 March 26, 2008",
Regulations,"1. This TC was revoked on March 26, 2008. Only standard airworthiness certificates signed prior to 
 March 26, 2008 are valid. 
 2. Future unsafe conditions occurring to this product may result in the revocation of the airworthiness 
 certificate of the aircraft (or aircraft on which an engine or propeller is installed) because there is 
 no entity to comply with 14 CFR § 21.99(a), “Required design changes.” 
 3. Replacement parts may not be available in the future. 
 4. No product may be exported as of March 26, 2008 with an FAA Export Certificate of 
 Airworthiness."
Type Certificate Holder Record,"EL Gavilan S.A. transferred ownership to Appalachian Aircraft Corporation on 
 December 31, 2000. 
 Appalachian Aircraft Corporation Type Certificate No. A00002NY is 
 revoked/cancelled, effective March 26, 2008."
"Model EL-1 (Gavilan) 2PCLM (Normal Category) Approved May 26, 1998",
Engine,Lycoming TIO-540-W2A
Fuel,100/130 minimum grade aviation gasoline
Engine Limits,"For all operations: 
 2600 r.p.m. (350 hp) sea level to 15,000 ft. 
 Max. MAP is 50.6"" Hg."
Propeller and Propeller Limits,"Hartzell, 
 Hub HC-C3YR-1RF, Blade F8468A-6R 
 Pitch: 
 High 34.0° ± 1.0°, Low 12.4° ± 0.1 at 30"" station 
 Diameter: 
 Not over 80"", no cut off allowed 
 Governor: 
 Hartzell V-3-9 
 Spinner & Mtg. Kit: 
 Hartzell C3570 & A-2476-6"
Airspeed Limits KIAS,"Never exceed: 
 155 knots 
 Maximum structural cruising: 
 123 knots 
 Maneuvering: 
 123 knots 
 Flaps extended: 
 36° 
 85 knots"
Page No,"1 
 2 
 3"
Rev No,"2 
 1 
 -"
Maximum Operating Altitude,"12,500 feet 
 C. G. Range - Normal Category 
 Forward (at 4200 lb.) 
 117.9 in. aft of Datum 
 (at 3350 lb. or less) 
 112.0 in. aft of Datum 
 Rearward (at all weights) 
 126.0 in. aft of Datum 
 Straight line variation between points given. 
 The datum is 105.80 in. forward of wing leading edge."
Empty Weight CG Range,None
Leveling Means,Seat tracks in cabin section
Maximum Weight,4200 lb. (Normal Category)
Number of Seats,2 (2 at 105.0)
Fuel Capacity,105 gallons at (135.0) (2 wing tanks)
Control Surface Movements,"Wing Flaps 
 ± 2° 
 Up 0° 
 Down 15°, 30°, 36° 
 Ailerons 
 (±2°) 
 Up 25° Down 20° 
 Rudder 
 (±1°) 
 Left 26° Right 26° 
 Elevator 
 (±2°) 
 Up 26° Down 19° 
 Elevator Trim 
 (±2°) 
 Up 14° Down 29°"
Nose Wheel Travel,Full Swivel
Serial Numbers Eligible,"E1 and subsequent. Aircraft manufactured in Columbia, indicated by the letter 
 “C” in the serial number sequence, are not eligible for importation to the United 
 States."
Certification Basis,"FAR Part 23, as amended by Amendments 23-1 through 23-46, and FAR 36 
 Append G, including Amendments 36-1 through 36-20; and Equivalent Level of 
 Safety for EL Gavilan EL-1, compliance to FAR 23.1143 (g) and 23.1147 (b), 
 Ref. Throttle and Mixture Control Cables."
Production Basis,None
Equipment,"The basic required equipment as prescribed in the applicable airworthiness regulations (see 
 Certification Basis) must be installed in the aircraft for operation in DAY/VFR ONLY.In addition, 
 the following document is required: (1) Pilots Operating Manual, EL Gavilan Report Number 
 1208, dated May 26, 1998."
NOTE 1,"Current weight and balance report, including list of equipment included in certificated empty 
 weight, and loading instructions when necessary, must be provided. 
 The certificated empty weight and corresponding center-of-gravity locations must include 
 undrainable system oil (not included in oil capacity) and unusable fuel as noted below: 
 Unusable Fuel & Undrainable Oil Quantity 
 Fuel 
 3.0 gal. 
 Oil 
 3.80 lb. at (+29.0)"
NOTE 2,"The following placards must be displayed in clear view of the pilot: 
 “OPERATING LIMITATIONS WHICH MUST BE COMPLIED WITH WHEN OPERATING 
 THIS AIRPLANE IN NORMAL CATEGORY ARE CONTAINED IN THE PILOTS 
 OPERATING MANUAL.” 
 “INTENTIONAL SPINS IN ANY CONFIGURATION ARE NOT APPROVED FOR THIS 
 AIRPLANE.” 
 “THIS AIRPLANE IS APPROVED FOR FLIGHT IN DAY VFR CONDITIONS ONLY WHEN 
 EQUIPPED IN ACCORDANCE WITH FAR 91. FLIGHT INTO KNOWN ICING 
 CONDITIONS IS PROHIBITED.”"
NOTE 3,"The following GATS, Inc. reports are considered to be part of the type design; 
 Report 1208, No Revision, dated May 26, 1998, “Pilot’s Operating Manual” 
 Maintenance Manual for El Gavilan 358, “Instructions for Continued Airworthiness”"
NOTE 4,All interior configurations for passenger seating or cargo must be separately FAA approved.
