Keyterm,Info
"H8SO 
 Revision 1 
 AAA Aviation of 
 Florida, Inc. 
 HH-52A 
 August 5, 2003",
Type Certificate Holder,"AAA Aviation of Florida, Inc. 
 5608 NW 43rd Street 
 Gainesville, FL 32653"
Type Certificate Holder Record,"Quentin Corporation 
 3901 N.E. 49th Drive 
 Gainesville, FL. 32609 
 TC Transferred to AAA Aviation August 5, 2003"
"I. - Model HH-52A (Restricted Category) approved September 8, 1992.",
Engine,"General Electric T-58-GE-8B 
 (See note 10 regarding helicopter, engines and appliances)"
Fuel,Aviation Kerosene JP-4 or JP-5 (General Electric Company Spec. No. F9134A)
Engine Limits,"HP 
 Power Turbine R.P.M. 
 Gas Gen. 
 Power Turbine 
 R.P.M. 
 Inlet (+5)F 
 Takeoff 
 730 
 20960 (100% Nf) 
 26300 (100% NG) 
 1165 
 Max. Cont. 
 670 
 20960 (100% Nf) 
 25600 ( 97% NG) 
 1105 
 Max. Tran. 
 1250 
 Starting 
 1200 
 Takeoff and maximum continuous horsepower ratings are normally obtained at 
 power turbine speed of 20340 rpm (97% Nf) and 19500 rpm (93% Nf) 
 Refer to Operators Manual Military approved HH-52A Helicopters for additional 
 limitation data."
Rotor Speed Limits,"Maximum 245 rpm (dual tachometer reading 107%) 
 Minimum 170 rpm (dual tachometer reading 97%)"
Airspeed Limits,"Vne (Never exceed) 150 KIAS 
 (See NOTE 2 for required placards.)"
Page No,"1 
 2 
 3 
 4 
 5"
Rev,"1 
 1 
 1 
 1 
 1"
Other Limits,"Flight hours are counted from takeoff to landing. 
 The helicopters approved under this type certificate are done so under the concept of 
 limited exposure associated with escape from inadvertent ice encounters, and are 
 prohibited against flight into known icing. The helicopters must be re-evaluated if 
 certification to the General Ice protection Airworthiness Regulations is requested. 
 For other limitations see Flight Manual No. C.G. T.O. 1H-52A-1."
Center of Gravity,(+249.0) to (+262.0)
CG Range,Refer to Operators Manual Military approved HH-52A Helicopters.
Datum,"252 inches forward of main rotor centroid. Refer to Operators Manual Military approved 
 Model HH-52A Helicopters."
Leveling Means,Plumb bob from top of main cabin doorframe to scale on lower doorsill. (See Note 1.)
Maximum Weight,"8,300 lbs."
Minimum Crew,1 (Pilot) (See Note 2)
Number of Seats,See Note 11
Fuel Capacity,325.0 gallons
Oil Capacity,2.5 gallons (+174.0)
Rotor Blade and,For rigging information refer to Military Maintenance Manual No.
Control Movements,C.G. T.O. 1H-52A-2 Model HH-52A Helicopters.
Approved Serial No’s,"The following C.G. Model HH-52A Helicopter, Serial Number has been approved under 
 this TCDS as of August 5, 2003: 
 S/N: 62088 only."
Certification Basis,"FAR 21.25(a)(2), effective February 1, 1965, including Amendments 21-1 through 21-71 
 for the special purpose of: 
 (1) Forest and Wildlife Conservation operations under FAR 21.25(b)(2) 
 Note: In accordance with FAR 36.1(a)(4), compliance with the noise requirements was 
 not shown. Therefore, aircraft certificated under this type certificate are only eligible for 
 dispensing fire fighting materials excepted by FAR 36.1(a)(4) and defined under FAR 
 137.3 
 (2) External Cargo Operations under FAR 21.25(b)(7) 
 Note: In accordance with FAR 36.1(a)(4), compliance with the noise requirements was 
 not shown. Therefore, aircraft certificated under this type certificate are only eligible for 
 external load operations excepted by FAR 36.1(a)(4) and defined under FAR 133.1(a). 
 (3) Agricultural operations under FAR 21.25(b)(1) 
 Note: In accordance with FAR 36.1(a)(4), compliance with the noise requirements was 
 not shown. Therefore, aircraft certificated under this type certificate are only eligible for 
 agricultural operations excepted by FAR 36.1(a)(4) and defined under FAR 137.3 
 Any alteration to the helicopter for Special Purposes not identified above require further 
 FAA approval and in addition, may require noise and/or flight testing. 
 General Note: Any subsequent modifications to the helicopters type certified under this 
 Type Certificate are to have the certification basis for that modification established under 
 14CFR 21.101 published June 7, 2000 which became effective June 10, 2003. Otherwise 
 non-significant modifications are to meet the requirements of CAR 6, Including 
 Amendment 6-5, effective December 1958, and 14 CFR 27.1529, Instructions for 
 continued airworthiness, Amendment 18, effective September 11, 1980."
