Keyterm,Info
"R00012AT 
 Revision 3 
 Red Tail Flying Services, LLC. 
 UH-1B 
 February 25, 2013",
Type Certificate Holder,"Red Tail Flying Services LLC 
 P.O. Box 2301 
 Sapulpa, OK 74067"
Type Certificate Holder Record,"Rowland Aviation Services, LLC, 348 Blackberry Rd., Swainsboro, 
 GA 30401, transferred ownership of TC R00012AT to Red Tail Flying 
 Services LLC on February 25, 2013. 
 Southern Helicopter, Inc., 1170 W. Highway 12, Newton, AL 36352, 
 transferred ownership of TC R00012A to Rowland Aviation Services, 
 LLC on December 22, 2001."
"I. - Model UH-1B, (Restricted Category Military Surplus Helicopter) approved: March 24, 1997 
 (See note 10 regarding helicopter, engines and appliances)",
Engine,1-Lycoming T53-L-11
Fuel,"MIL-T-5624, Grade JP-4; alternate fuel MIL-T-5624, Grade JP-5. 
 See U.S. Army Technical Manual (TM) 55-1520-219-10 for substitute and emergency 
 fuels. (See note 11 for alternate fuels) 
 Output Shaft 
 Exhaust Gas"
Engine Limits,"Torque 
 Pressure (p.s.i.) 
 ( r.p.m..) 
 Temperature (C) 
 Takeoff (5 minutes) 
 47.5 (1100 H.P.) 
 6600 
 610 
 Maximum Continuous 
 39.0 (900 H. P.) 
 6400 
 590 
 See Notes 14, 15, and 16 regarding engine limits. Refer to TM55-1520-219-10, Operators 
 Manual Army Model UH-1B Helicopters, Chapter 5, for additional limitation data."
Rotor Limits,"Power Off 
 Power On 
 Maximum 339 r.p.m. 
 Maximum 324 r.p.m. 
 Minimum 295 r.p.m. 
 Minimum 294 r.p.m. 
 Continuous Operation 294 - 324 r.p.m. 
 Maximum for auto rotation is 339 r.p.m."
Airspeed Limits,"Never exceed 120 knots up to and including 6600 lbs. G.W., sea level to 2000 ft. 
 Never exceed 112 knots from 6600 to 7200 lbs. G.W., sea level to 2000 ft. 
 Never exceed 95 knots from 7200 to 8500 lbs. G.W., sea level to 2000 ft. 
 (See Note 2 for specific operating airspeed limitations.) 
 VNE decreases 3 knots per 1,000 ft. above sea level."
Other Limits,"Flight hours are counted from takeoff to landing. 
 The helicopters approved under this type certificate are done so under the 
 concept of limited exposure associated with escape from inadvertent ice 
 encounters, and are prohibited against flight into known icing. The helicopters 
 must be re-evaluated if certification to the General Ice protection Airworthiness 
 Regulations is requested."
