Keyterm,Info
"H12EU 
 Revision 7 
 WESTLAND 30 
 Series 100 
 Series 100-60 
 July 11, 2000",
NOTE 13,"This type certificate is canceled effective July 11, 2000 and is not valid for aircraft manufactured after this 
 date. This cancellation also invalidates, and precludes issuance of, any U.S. Certificates of Airwothiness 
 TYPE CERTIFICATE DATA SHEET No. H12EU 
 This data sheet which is part of Type Certificate No. H12EU prescribes conditions and limitations under which the product for 
 which the Type Certificate was issued meets the airworthiness requirements of the Federal Aviation Regulations."
Type Certificate Holder,"Westland Helicopters Limited 
 Yeovil, Somerset 
 England"
"I. Model Westland 30 series 100 (Transport Helicopter, Category A and B), Approved December 1, 1982. 
 See NOTE 5",
Engine,Two Rolls Royce LTD GEM Mk 510 free turbine engines.
Fuel,Refer to Westland 30 Flight Manual for approved fuels and additive specifications.
See NOTE 8,"Output Shaft 
 Output Shaft 
 Gas 
 Horsepower 
 RPM 
 Generator 
 Turbine 
 (Torque) 
 Maximum 
 RPM 
 Inlet 
 Normal Operation 
 Take off ( 5 min.) 
 938 per engine 
 6287 
 44,000 
 660 
 (115%, 784 ft-lb) 
 Maximum Continuous 
 938 per engine 
 6287 
 43,400 
 635 
 (115%, 784 ft-lb) 
 One Engine Inoperative 
 2 1/2 Min Power 
 1131 
 6226 
 44,600 
 690 
 (140% 954 ft-lb) 
 30 Min Power 
 1039 
 6256 
 44,300 
 675 
 (128% 872 ft-lb) 
 Maximum Continuous 
 938 
 6287 
 43,400 
 635 
 (See NOTE 9) 
 115% 784 ft-lb) 
 Starting Momentary 
 720"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8 
 9 
 10"
Rev No,"7 
 7 
 7 
 7 
 7 
 7 
 7 
 7 
 7 
 7 
 Power Off 
 Power On 
 Maximum (Steady State) 
 355 
 (108.9%) 
 348 
 (106.8%) 
 Maximum (Transient) 
 383 
 (117.5%) 
 359 
 (110.3%) 
 Minimum (Steady State) 
 300 
 (92.0%) 
 316 
 (97.0%) 
 Minimum (Transient) 
 250 
 (76.7%) 
 250 
 (76.7%)"
Airspeed Limits,"Never-exceed-speed 120 knots IAS at sea level, and 12,350 lbs gross weight. See 
 Helicopter Flight Manual for speed limit decrease with weight and altitude."
CG Range,Longitudinal:
Lateral,Lateral C.G. positions for all normally attainable loading are cleared.
Empty Weight CG Range,See Rotorcraft Flight Manual.
Datum,Rotor center line.
Leveling Means,Three plates on the left side of transmission support platform.
Maximum Weight,"12,350 lb."
Minimum Crew,"1 pilot, VFR; 2 pilots IFR (See NOTE 5)."
Maximum Passengers,19
Maximum Baggage,See Rotorcraft Flight Manual.
Fuel Capacity,"Forward Tank 
 Aft Tank 
 Maximum 
 175.7 (-81.7) 
 175.6 (62.3) 
 Usable 
 171.6 (-81.7) 
 173.7 (62.3) 
 Residual 
 1.2 (-81.7) 
 1.2 (54.0) 
 Unusable 
 2.9 (-81.7) 
 0.7 (54.0)"
US gals moment arm in,"Engine 
 2x1.2 
 (34.5) 
 Main gearbox 
 6.7 
 (14.0) 
 Intermediate gearbox 
 0.2 
 (196.0) 
 Tail rotor gearbox 
 0.3 
 (317.7)"
