Keyterm,Info
"H14EU 
 Revision 2 
 AGUSTA 
 AS-61N 
 AS-61N1 
 August 20, 1990",
Type Certificate Holder,"Agusta S.p. A. 
 Via Giovanni Agusta 520 
 21017 Cascina Costa Samarate (Varese) 
 Italy"
"I. Model AS-61N (Amphibious Transport Helicopter - Categories A & B), approved July 17, 1984. 
 See NOTE 12 for approval at higher gross weights.",
Engines,"2 General Electric CT58-110-1 (with Hamilton Standard Fuel Control JFC-26). 
 See NOTE 8 for optional engines"
Fuel,"Aviation Kerosene JP4 or JP5 (General Electric Company Specification Number 
 D50T1011 or subsequent revisions thereto)"
Engine Limits,"Sea Level Static - Standard Day 
 Shaft 
 Power 
 Gas 
 Power Turbine 
 hp 
 Turbine rpm 
 Gen. rpm 
 Inlet (T5) 
 Takeoff (5 min.) 
 1250 
 21275(112%Nf) 
 26300(100%Ng) 
 1250°F(677°C) 
 One Engine inoperative 
 1350 
 21275(112%Nf) 
 26840(102%Ng) 
 1300°(704°C) 
 (2 1/2 min.) 
 (See Note 5) 
 One Engine inoperative 
 1250 
 21275(112%Nf) 
 26300(100%Ng) 
 1250°F(677°C) 
 30 min.) 
 (See NOTE 6) 
 Maximum continuous 
 1050 
 21275(112%Nf) 
 26300(100%Ng) 
 1175°F(635°C) 
 Maximum transient 
 1544°F(840°C) 
 (2 sec.) 
 Starting (4 sec.) 
 1544°F(840°F) 
 Allowable maximum 
 23100(122%Nf) 
 27600(105%Ng) 
 overspeed (15 sec.) 
 Takeoff and maximum continuous horsepower ratings are normally obtained at a power 
 turbine speed of 18,966 r.p.m. (100%Nf). 
 Total power for two-engine operation is limited to 2300 hp. for takeoff and 2100 hp. 
 maximum continuous. (See NOTE 9 for alternate limits). 
 See NOTE 10 for variation of sea-level static power limits below 59°F."
Rotor Limits,"Maximum 225 r.p.m. 
 Minimum 184 r.p.m."
Airspeed Limits,Never exceed 150 m.p.h. (130 knots) CAS (See NOTE 12)
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8"
Rev No,"2 
 2 
 2 
 2 
 2 
 2 
 2 
 2"
CG Range,"Category A(except (+258.0) to (+276.0) at 19,000 lb. 
 vertical and edge 
 (+254.0) to (+280.0) at 16,000 lb. 
 procedures) and 
 or less 
 Category B: 
 Category A 
 (+258.0) to (+276.0) at 19,000 lb. or less 
 (vertical and 
 edge procedures) 
 (Above values apply to aircraft with two-tank fuel system. Refer to Flight Manual for 
 additional limitations associated with the three-tank fuel system.) 
 19,000 
 Gross 
 Weight 
 (Lbs.) 
 16,000 
 254 
 258 
 276 
 280 
 Station 
 - 
 Inches"
Empty Weight,None
Maximum Weight,"Category A: 
 19,000 lb. (See Rotorcraft Flight Manual for lesser maximum 
 weights for various Category A takeoff and landing procedures). 
 Category B: 
 19,000 lb."
Minimum Crew,"2 (pilot, copilot)"
Maximum Passengers,"39, Limited by emergency exit requirements"
Maximum Baggage,"Forward Compartment 
 Above floor: 
 650 lb. (+153) (if galley not installed) or 
 590 lb. (+151) (if galley installed) 
 Below floor: 
 1500 lb. (+148) 
 Aft Compartment (below floor): 1000 lb. (+340) 
 Baggage Rack: 500 lb. (+370) 
 Below-floor area of forward compartment should not be loaded in excess of 86.5 lbs. per 
 square foot and aft compartment in excess of 65 lbs. per square foot, within the total 
 limits identified above. 
 The cabin floor, when used for cargo purposes, should not be loaded in excess of 200 
 lbs. per square foot forward of Station 323 and 150 lbs. per square foot aft of Station 
 323."
Fuel Capacity,"410 gal. (210 gal. at (204), 200 gal. at (306).) (Two-tanks system) 
 654 gal. (210 gal. at (204), 244 gal. at (265), 200 gal. at (306).) (Three-tank system)"
Oil Capacity,5 gal. (181) (2 tanks 2.5 gal. each)
control Movements,"For rigging information, refer to Maintenance Manual"
Datum,267.4 in. forward of main rotor centroid
Leveling Means,Leveling plates on sill and upper frame of forward door
Serial Numbers Eligible,None. No aircraft will be produced under the provisions of this type certificate.
Production Provisions,None
