Keyterm,Info
"H7NE 
 Revision No. 5 
 Tamarack 
 Helicopters, Inc. 
 UH-1F, TH-1F 
 July 23, 2001",
Type Certificate Holder,"Tamarack Helicopters, Inc. 
 P. O. Box 899 
 Victor, MT 59875-0899"
"Model UH-1F, TH-1F Approved (Restricted Category)",
Engine,General Electric T58-GE-3
Fuel,"JP-4, (Mil-T-5624); Jet A-1 (ASTM Type A-1) 
 JP-5, (Mil-T-5624G); Jet B (ASTM Type B)"
Engine Limits,"Torque 
 Output 
 Exhaust 
 Gas 
 Pressure 
 Horsepower 
 Gas Temp 
 Gen Speed 
 (P.S.I.) 
 ( H.P.) 
 (C) 
 R.P.M. 
 Takeoff (5 min) 
 67 
 1,100 
 690 
 102.5% 
 Continuous 
 54 
 888 
 635 
 Limited by EGT"
Rotor Limits,"Power Off 
 Power On 
 Maximum 339 r.p.m. 
 Maximum 317 r.p.m. 
 Minimum 295 r.p.m. 
 Minimum 295 r.p.m."
Airspeed limits,"VNE (Never Exceed Speed) is 120 knots IAS at a gross weight of 7,000 lbs., or less, at sea 
 level to 2,000 feet density altitude, standard day. For reduction of VNE with density 
 altitude and weight, see Figure 5-2 of USAF T.O. IH-1(U) F-1 (UH-1F) or Tamarack 
 Flight Manual No. F-1 (TH-1F). For additional airspeed limits see appropriate Rotorcraft 
 Flight Manual. 
 Above 70 knots, 6,200 to 6,450 Engine RPM required."
C G Range,"LONGITUDINAL C.G. LIMITS: 
 (+127.0) to (+132.0) to 9,000 lbs. 
 (+125.0) to (+135.6) to 7,450 lbs. 
 (+125.0) to (+138.0) to 6,500 lbs. 
 (+130.0) to (+138.0) to 4,500 lbs."
Page No,"1 
 2 
 3 
 4 
 5"
Rev No,"5 
 5 
 4 
 5 
 4"
4500,"125 
 131 
 135 
 139 
 CENTER OF GRAVITY, FUSELAGE STATION"
Maximum Weight,"9,000 lbs."
Minimum Crew,1
Maximum Passengers,"Pilot and 1 crewmember, except as provided in Note 2 of RHS-101 ""Special 
 Reconfiguration Build-up"", dated March 3, 1993 (UH-1F) or Tamarack Reconfiguration 
 Report No. 101 (TH-1F), dated May 8, 2000."
Maximum Baggage,400 lbs. in Tail Boom Compartment
Fuel Capacity,245 Gallons Total (3.0 unusable)
Oil System Capacity,5.4 Gallons Total (0.8 unusable)
Rotor Blade ,Refer to USAF T.O. 1H-1(U)F-2-1
Eligible,"See Tamarack Report No. SN-1, dated May 30, 2001, or later FAA approved revision, 
 for a list of applicable rotorcraft serial numbers. 
 Additional serial numbers can be added upon successful completion of conformity 
 inspection. (See NOTES 1 and 2)"
Datum,7.6 inches aft of aircraft nose
Leveling Means,"Drop plumb bob from ""key hole"" slot in upper left door sill. Reference USAF T.O. 
 1H-1(U)F-5."
Certification Basis,"FAR 21.25(a)(2) effective February 1, 1965, including Amendments 21-1 through 
 21-42. Type Certificate No. H7NE for the purpose of: 
 1. 
 Agricultural Operations under FAR 21.25(b)(1) for the purpose of spraying, 
 dusting, seeding and livestock and predatory animal control. 
 Note: In accordance with FAR 36.1(a)(4), compliance with the noise requirements was 
 not shown. Therefore, aircraft certificated under this type certificate are only eligible for 
 agricultural operations excepted by FAR 36.1(a)(4), and defined under FAR 137.3 
 2. 
 Forest and Wildlife Conservation Operations under FAR 21.25(b)(2) for the 
 purpose of dispensing fire fighting materials and/or carrying external loads 
 Note: In accordance with FAR 36.1(a)(4), compliance with the noise requirements was 
 not shown. Therefore, aircraft certificated under this type certificate are only eligible 
 for dispensing fire fighting materials excepted by FAR 36.1(a)(4) and defined under 
 FAR 137.3. 
 3. 
 External Load Operation under FAR 21.25(b)(7). 
 Note: In accordance with FAR 36.1(a)(4), compliance with the noise requirements was 
 not shown. Therefore, aircraft certificated under this type certificate are only eligible 
 for external loads operations excepted by FAR 36.1(a)(4) and defined under FAR 
 133.1(b). 
 General Note: Any alteration to the aircraft for Special Purposes not identified above 
 require further FAA approval and in addition may require noise and/or flight testing."
Production Basis,None. No helicopter may be produced under this approval (See Notes 1 and 2).
Equipment,"The basic required equipment as prescribed in the applicable airworthiness regulations 
 (see certification basis) must be in each helicopter for certification. The following 
 documents must be available in each type of helicopter for certification: 
 1. 
 A copy of the appropriate Flight Manual. 
 UH-1F: 
 USAF Flight Manual No. T.O. 1H-1(U) F-1, dated January 29, 1987, with 
 Operational Supplement No. T.O. IH-1(U) F-1S-131, dated 
 March 2, 1987. 
 TH-1F: 
 Tamarack Flight Manual No. F-1, dated January 14, 2000, or later FAA 
 approved revision. 
 2. 
 Current Weight and Balance Report (See NOTE 5)."
