Keyterm,Info
"R00001RC 
 Revision 6 
 Bell 
 427 
 February 11, 2022",
Type Certificate Holder,"Bell Textron Canada Limited 
 12800 rue de l’Avenir 
 Mirabel, Quebec 
 J7J 1R4 Canada"
Type Certificate Holder Record,"Bell Helicopter Textron Canada Limited was the previous name of TC holder. 
 The company name history is presented below."
Type Certificate Holder,"Period 
 Bell Helicopter Textron Canada Limited, Mirabel Quebec 
 Prior to 16 December 2019 
 Bell Textron Canada Limited, Mirabel Quebec 
 16 December 2019 to Present"
"I. Model 427 (Normal Category), Approved January 24, 2000.",
Engine,2 Pratt and Whitney Canada PW207D
Fuel,"ASTM-D-1655, Type Jet B, Jet A and Jet A-1; MIL-T-5624 Grade JP-4; MIL-T-5624 Grade JP-5 
 and MIL-T-83133 Grade JP-8. 
 See Rotorcraft Flight Manual for fuel mixture and fuel temperature limitations. 
 For all operations below 5 C (40F) ambient temperature, all fuel used must contain Phillips PFA- 
 55MB or MIL-L-27686 anti-icing additive in concentrations of not less than 0.06% or more than 
 0.15% by volume."
Installed Engine Limits,"Torque 
 Turbine Temperature 
 Gas Generator Speed 
 Lb-ft (%) 
 oC (oF) 
 % (RPM)"
TakeOff 5 Min,"481 (68.6) 
 900 (1652) 
 99.8 (5790) 
 481 (68.6) 
 850 (1562) 
 97.2 (56400)"
30 sec OEI,"569 (81.2) 
 990 (1814) 
 104.3 (60500)"
2 min OEI,"569 (81.2) 
 950 (1742) 
 102.2 (59300)"
30 min OEI,"481 (68.7) 
 925 (1697) 
 101.2 (58700)"
Continuous OEI,"481 (68.7) 
 900 (1652) 
 99.8 (57900) 
 See Rotorcraft Flight Manual for transient limits 
 Output shaft speed limit is 104.5% (6271 RPM)"
Rotor Limits,"Power Off 
 Power On 
 Maximum 423 RPM 107% 
 Maximum 411 RPM 104% 
 Minimum 356 RPM 90% 
 Minimum 391 RPM 99%"
Transmission Torque,Torque Limits %
Limits,"Both Engines Operation 
 Take Off 
 100 
 Maximum Continuous 
 100 
 One Engine Inoperative OEI 
 30 Seconds OEI 
 81.2 
 2 Minute OEI 
 75.6 
 Continuous OEI 
 57.5"
Airspeed Limits,Basic VNE (never exceed) is 140 KAIS. Decrease VNE for ambient conditions in accordance with the
CG Range,(See NOTE 8 and NOTE 10)
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 |"
