Keyterm,Info
"A-684 
 Revision 6 
 Textron Aviation 
 18D 
 S18D 
 A18A 
 SA18A 
 A18D 
 SA18D 
 November 27, 2017",
Type Certificate Holder,"Textron Aviation Inc. 
 One Cessna Boulevard 
 Wichita, KS 67215"
Type Certificate Holder Record,"Beech Aircraft Corporation transferred to 
 Raytheon Aircraft Company on April 15, 1996 
 Raytheon Aircraft Company transferred to 
 Hawker Beechcraft Corporation on March 26, 2007 
 Hawker Beechcraft Corporation transferred to 
 Beechcraft Corporation on April 12, 2013 
 Beechcraft Corporation transferred to 
 Textron Aviation Inc. on October 12, 2016"
"I. 
 Model 18D, 11 PCLM, Approved June 15, 1938; Model S18D, 11 PCSM, Approved June 15, 1939",
Engines,"Two (2) Jacobs L-6, L-6M or L-6MB"
Fuel,80 min. octane aviation gasoline.
Engine limits,"Maximum continuous, 
 (Sea level) 24.5 inHg, 2100 rpm (300 hp) 
 (Straight line manifold pressure variation with altitude to 3700 ft.) 23.5 inHg, 
 2100 rpm (300 hp) 
 Take-off (one minute), 26.0 inHg, 2200 rpm (330 hp)"
Airspeed limits,"(Landplane) 
 (Serial Nos. 222, 225 and on) 
 Level flight or climb 
 211 mph True Ind. 
 Glide or dive 
 253 mph True Ind. 
 Flaps extended 
 117 mph True Ind. 
 (Other Serial Nos.) Level flight or climb 
 183 mph True Ind. 
 Glide or dive 
 219 mph True Ind. 
 Flaps extended 
 117 mph True Ind. 
 (Seaplane) 
 Level flight or climb 
 170 mph True Ind. 
 Glide or dive 
 207 mph True Ind. 
 Flaps extended 
 117 mph True Ind."
Ceiling,"(Landplane) 
 3800 ft. usable, in standard air at an indicated airspeed of 90 mph at 
 200 lbs. with either engine inoperative and the inoperative propeller 
 idling in positive high pitch at 700 rpm. 
 (Seaplane) 
 0 ft. absolute, either engine inoperative."
CG range,"(Landplane) 
 (+2.5) to (+17.4) 
 (Seaplane) 
 (+2.5) to (+15.5)"
1,"2 
 3 
 4 
 5 
 6 
 7 
 8"
6,"1 
 1 
 1 
 1 
 1 
 1 
 5"
Maximum weight,"(Landplane) 
 6700 lbs. or 
 7200 lbs. when equipped with heavy duty tires and appropriate 
 stencil. 
 (Seaplane) 
 7170 lbs."
No seats,11 maximum (2 crew at -14). See Items 113 and 208 for location of passenger seats.
Baggage,"Maximum capacity 1100 lbs. 
 Fwd. compt. 
 600 lbs. (-74) or 
 300 lbs. (-85) with Item 205(a). 
 Rear compt. 
 300 lbs. (+141) 
 Nacelle compts. (Item 222) 
 100 lbs. each (+27)"
Fuel capacity,"160 gals. (Two wing tanks, 80 gals. each) (+24)"
Oil capacity,"16 gals. (8 gal. tank in each nacelle at 4 1/2 gals.) (-30) 
 See Item 210 for optional tanks."
Control surface movements,Not available
Serial Nos eligible,"62 and on (See NOTE 3 showing modifications made to Serial Nos. 222, 225 and on)."
Required equipment,"(Landplane) Items 101, 102, 103, 104, 105, 106, (107 and 108 required only with 
 battery ignition engines), 109, 110(a)(b), 111(a), 112, 113, 114(a)(b). 
 (Seaplane) 
 Items 101, 104, 106, (107 and 108 required only with battery ignition 
 engines), 109, 110(a)(b), 111, 112, 113, 151, 152."
"II. Model A18D, 11 PCLM and Model SA18D, 11 PCSM, Approved May 7, 1940 
 Model A18D same as Model 18S, TC 710, except engine installations and wing skin thickness.",
Engines,"Two (2) Jacobs L-6, L-6M or L-6MB"
Fuel,80 min. octane aviation gasoline.
Engine limits,"Maximum continuous, 
 (Sea level) 24.5 inHg, 2100 rpm (300 hp) 
 (Straight line manifold pressure variation with altitude to 3700 ft.) 
 23.5 inHg, 2100 rpm (300 hp) 
 Take-off (one minute), 26.0 inHg, 2200 rpm (330 hp)"
Airspeed limits,"(Landplane) 
 Level flight or climb 
 211 mph True Ind. 
 Glide or dive 
 253 mph True Ind. 
 Flaps extended 
 117 mph True Ind. 
 (Seaplane) 
 Level flight or climb 
 170 mph True Ind. 
 Glide or dive 
 207 mph True Ind. 
 Flaps extended 
 117 mph True Ind."
Ceiling,"0 ft. absolute, either engine inoperative."
CG range,"(Landplane) 
 (+5.6) to (+16.3) at 7500 lbs. 
 (+2.5) to (+16.3) at 5900 lbs. or less 
 Straight line variation between points given. 
 LBS. 
 7500 
 7300 
 7100 
 6900 
 REAR 
 6700 
 LIMIT 
 6500 
 6300 
 FRONT 
 LIMIT 
 6100 
 5900 
 3 
 5 
 7 
 9 
 11 
 13 
 15 
 17 
 INCHES 
 (Seaplane) (+2.5) to (+15.5)"
Maximum weight,"(Landplane) 6700 lbs. or 
 7500 lbs. when equipped with heavy duty tires and appropriate stencil. 
 (Seaplane) 
 7170 lbs."
No seats,11 maximum (2 crew at -14). See Items 113 and 208 for location of passenger seats.
Baggage,"Maximum capacity 
 1100 lbs. 
 Fwd. compt. 
 600 lbs. (-74) or 
 300 lbs. (-85) with Item 205(a). 
 Rear compt. 
 300 lbs. (+141) 
 Nacelle comps. (Item 222) 100 lbs. each (+27)"
Fuel capacity,"160 gals. (Two wing tanks, 80 gals. each) (+24)"
Oil capacity,"16 gals. (8 gal. tank in each nacelle at 4 1/2 gals.) (-30) 
 See Item 210 for optional tanks."
Control surface movements,Not available
Serial Nos eligible,"222, 225 and on (See NOTE 3 showing modifications made)"
Required equipment,"(Landplane) Items 102, 103, 104, 105, 106, (107 and 108 
 required only with battery ignition), 109, 110(a)(b), 111(a), 
 112, 113, 114(b), 201, 225. 
 (Seaplane) 
 Items 104, 106, (107 and 108 required only with 
 battery ignition engines), 109, 110(a)(b), 111, 112, 113, 151 
 152, 201, 225."
"III. Model A18A, 11 PCLM, and Model SA18A, 11 PCSM, Approved May 7, 1940 
 Model A18A same as Model 18S, TC 710, except engine installations and wing skin thickness.",
Engines,Two (2) Wrights R-760E-2 (-48.5)
Fuel,80 min. octane aviation gasoline.
Engine limits,"Maximum continuous, 2200 rpm (320 hp) 
 Take-off (one minute), 2400 rpm (350 hp)"
Airspeed limits,"(Landplane) 
 Level flight or climb 
 211 mph True Ind. 
 Glide or dive 
 253 mph True Ind. 
 Flaps extended 
 117 mph True Ind. 
 (Seaplane) 
 Level flight or climb 
 170 mph True Ind. 
 Glide or dive 
 207 mph True Ind. 
 Flaps extended 
 117 mph True Ind."
Ceiling,"(Landplane) 
 3100 ft. usable, in standard air at an indicated airspeed of 95 mph at 7500 
 lbs. with either engine inoperative and the inoperative engine at maximum 
 continuous power. (Leading edge deicers installed but not operating.) 
 (Seaplane) 
 0 ft. absolute, either engine inoperative."
CG range,"(Landplane) 
 (+5.6) to (+16.3) at 7500 lbs. 
 (+2.5) to (+16.3) at 5900 lbs. or less 
 Straight line variation between points given. 
 For figure see Section II. 
 (Seaplane) (+2.5) to (+15.5)"
Maximum weight,"(Landplane) 
 6700 lbs. or 
 7500 lbs. when equipped with heavy duty tires and appropriate stencil. 
 (Seaplane) 
 7170 lbs."
No seats,11 maximum (2 crew at -14). See Items 113 and 208 for location of passenger seats.
Baggage,"Maximum capacity 1100 lbs. 
 Fwd. compt. 
 600 lbs. (-74) or 
 300 lbs. (-85) with Item 205(a) 
 Rear compt. 
 300 lbs. (+141) 
 Nacelle compts. (Item 222) 
 100 lbs. each (+27)"
Fuel capacity,"160 gals. (Two wing tanks, 80 gals. each) (+24)"
Oil capacity,"16 gals. (8 gal. tank in each nacelle at 4 1/2 gals.) (-32) 
 See Item 210 for optional tanks."
Control surface movements,Not available
Serial Nos eligible,"222, 225 and on (See NOTE 3 showing modifications made)"
Required equipment,"(Landplane) 
 Items 102, 103, 104, 105, 106, 109, 110(a)(b), 111(b), 112, 113, 
 114(b), 201, 225. 
 (Seaplane) 
 Items 104, 106, 109, 110(a)(b), 111, 113, 151, 152, 201, 225."
Data Specifications Pertinent to All Models,
Datum,Centerline of the wing main beam at the fuselage.
Leveling means,Not available.
Certification Basis,Type Certificate No. 684 (Aero. Bulletin 7A)
Production Basis,"None. Prior to original certification of each aircraft manufactured subsequent to August 
 7, 1945, a CAA representative mus perform a detailed inspection for workmanship, 
 materials, and conformity with the approved technical data, and a check of the flight 
 characteristics."
Export eligibility,"Eligible for export to all countries subject to the provisions of ASR 312 (MOP 2-4 
 contains same information) except as follows: 
 (a) Canada: Landplane and seaplane - eligible 
 Skiplane - not eligible. However, structure complies with Canadian requirements for ski 
 installation when Item 219 is installed, with tread of 155 in. and pedestal height of 13 in., 
 and distances from ski bottom to V-Brace attachment, with gear in half-deflected 
 position, as follows: 
 Distance 
 48.5 in., Maximum weight 6700 lbs. 
 37.3 in., Maximum weight 7200 lbs."
Equipment,"A plus (+) or minus (-) sign preceding the weight of an item indicates net weight change 
 when that item is installed. 
 18D, S18D 
 A18A 
 A18D, SA18D 
 SA18A 
 Propellers and Propeller Accessories (Except De-Icing Equipment) 
 108 lbs. ea."
a,"Ham. Std. hubs 2B20, blades 6135A-9 or -10 
 (-66) 
 ----- 
 Dia.: 8'3-1/8"" max., 8'7/8"" min. 
 Low pitch settings: 15°, high 16°, 
 11°, high 13° (With Item 201) measured at the 42-inch station."
b,"Ham. Std. hubs 2B20, blades 6135A-12 or -13 
 ----- 
 (-68) 
 Dia.: 8'1/8"" max., 7'9-7/8"" min. 
 Low pitch settings: 15.5°, high 16.5°. 
 11.5°, high 13.5° (With Item 201) measured at the 42-inch station."
201 Two constant speed governors,"10 lbs. ea. 
 (-36) 
 (-63) 
 Engines and Engine Accessories - Fuel and Oil Systems"
101 Two engine ring cowls,"50 lbs. 
 (-52) 
 (-52) 
 104. Two oil radiators (Harrison 3074510) 
 20 lbs. 
 (-61) 
 (-61)"
a Wobble Type D2,"4 lbs. 
 (-22) 
 (-22)"
