Keyterm,Info
"A15SW 
 Revision 2 
 Lockheed 
 SP-2H (P2V-7) 
 June 7, 2004",
Type Certificate Holder,"Neptune Aviation Service, Inc. 
 5225 Hwy. 10 West, Box 17 
 Missoula, Montana 59802"
"I-Model SP-2H (P2V-7) (Restricted Category) Approved May 3, 1984",
Engine,"(a) Curtiss-Wright R3350-32WA eduction gear ratio 16:7 
 (b) Westinghouse J34WE-36"
Fuel,MIL-G-5572 Grade 115/145
Engine limits,"(a) -3350-32WA (Fuel Grade 115/145 Low Blower) 
 MAN. 
 ALTITUDE 
 PRESS 
 BHP 
 RPM 
 IN. HG. 
 (FT) 
 Takeoff (5 minutes wet) 
 3700 
 2900 
 59.0 
 Sea level 
 Takeoff (5 minutes wet) 
 3700 
 2900 
 59.0 
 2000 
 Takeoff (5 minutes dry) 
 3400 
 2900 
 61.5 
 Sea level 
 Takeoff (5 minutes dry) 
 3400 
 2900 
 60.5 
 2000 
 Maximum continuous 
 2800 
 2600 
 51.5 
 Sea level 
 Maximum continuous 
 2800 
 2600 
 50.0 
 4000 
 *Fuel grade 100/130 is also eligible at lower power ratings. High blower and reverse pitch 
 operation are restricted to a maximum of 2600 RPM. See Navair 01-75EEB-1 for Engine 
 Operating Limits Tables. 
 (b) J34 WE-36 
 Exhaust Gas 
 Static 
 Thrust lb. 
 RPM 
 Temp. °F/°C 
 Takeoff (5 minutes) 
 3050 
 12,500 (100%) 
 ** 
 Maximum continuous 
 2650 
 12,000 (96%) 
 ** 
 Starting: 
 First 5 seconds only 
 1760°/960° 
 Next 30 seconds only 
 1562°/850° 
 Acceleration 
 1661°/905° 
 **These limits are individually calibrated and, therefore, must be obtained from the log 
 book for each engine"
1,"2 
 3 
 4 
 5"
2,"- 
 - 
 - 
 2"
Propeller and,Hubs-2 Hamilton Standard 24260-313 or 24260-337 or 24260-223
propeller limits,"Blades-4 2J17H3-36S or 2FJ17C3-36S 
 Diameter Limits: 14ft. 2 in. – No cutoff permitted 
 Continuous ground operation between 2000 and 2400 is prohibited 
 Pitch Setting at 72-inch station: 
 Low Pitch 
 +14° (±0.5°) 
 Feathered 
 +82° 
 Reverse 
 -22° 
 Interchangeable Blades-These blades can be used interchangeably in the same 
 propeller provided they are used in pairs and installed in opposite arms and that 
 the prefix letters for opposite blades and the cutoff dash numbers for all blades 
 are the same."
Airspeed Limits,"Vmo (Maximum Operating) as sea level 
 406 m.p.h. (350 knots) 
 Vfe (Flaps Extended 5°) 
 242 m.p.h. (210 knots) 
 Vfe (Flaps Extended 10°) 
 242 m.p.h (210 knots) 
 Vfe (Flaps Extended 15°) 
 230 m.p.h (200 knots) 
 Vfe (Flaps Extended 20°) 
 201 m.p.h. (175 knots) 
 Vfe (Flaps Extended 25°) 
 178 m.p.h. (155 knots) 
 Vfe (Flaps Extended 32°) 
 167 m.p.h. (145 knots) 
 Vfe (Maximum speed gear extended) 
 178 m.p.h. (155 knots) 
 Va (Maximum Speed) 
 184 m.p.h. (160 knots) 
 Vmc (Minimum control speed) 
 124 m.p.h. (108 knots) 
 Fire retardant dumping envelope (see note 2) 
 120 knots to 145 knots (full flaps) 
 230 knots to 150 knots (all other flap settings)"
CG range,"Aft of datum, landing gear extended 
 362.91 to 375.53 @ 80,000 
 354.71 to 375.53 @ 61,400 
 Straight line variation between points given."
Empty weight CG range,None
Datum,The reference datum is located at fuselage station 0.
Mean aerodynamic chord,The leading edge of the M.A.C. is located at fuselage station 330.1.
MAC,The length of the M.A.C. is 126.2 inch.
Leveling means,"Level the aircraft by dropping a plumb bob from the leveling hook through the 
 leveling grid in the nose wheel well."
Maximum weight,"Takeoff 80,000 lbs. 
 Landing 67,000 lbs."
Minimum crew,Two (Pilot and Co-Pilot) at +158”.
Number of seats,"One at +180” occupancy limited to persons essential to perform the special 
 purpose operation."
Fire retardant,"2700 gal. (V.S.) 24,300 lbs. A +398”."
