Keyterm,Info
"A18CE 
 Revision 11 
 ALEXANDRIA 
 AIRCRAFT 
 17-30A 
 17-31A 
 17-31ATC 
 May 30, 2002",
Type Certificate Holder,"Alexandria Aircraft LLC 
 2504 Aga Drive 
 Alexandria, Minnesota 56308"
Type Certificate Holder Record,"Bellanca Aircraft Corp. transferred TC A18CE to Viking Aviation, Inc. on March 26, 1982. 
 Viking Aviation, Inc. transferred TC A18CE to Bellanca, Inc. on June 11, 1982. 
 Bellanca, Inc. transferred TC A18CE to Alexandria Aircraft LLC on May 30, 2002."
"I - Model 17-31A, 4 PCLM (Normal Category), Approved October 31, 1969",
Engine,"Lycoming IO-540-G1B5, -G1E5, or -G1F5 
 or 
 Lycoming IO-540-K1E5, -K1B5, or -K1A5 
 Lycoming IO-540-G1B5, or -G1E5 or G1F5 
 For all operations, 2575 r.p.m. (290 hp.) 
 Lycoming IO-540-K1E5, -K1B5, or -K1A5 
 For all operations, 2700 r.p.m. (300 hp.)"
Propeller and Propeller Limits,"Propeller - Hartzell Constant Speed 
 (1) 
 (a) 
 Hub model HC-C3YR-1 blade model 8468-6R or 
 Hub model HC-C3YR-1RF and blade model F8468A-6R 
 Pitch setting at 30 in. sta.: low 13.0° high 38° 
 Diameter: not over 80 in., not under 78 in. 
 (b) 
 Spinner and dome - Hartzell model C3552-1 
 or 
 (2) 
 (a) 
 Hub model HC-C2YK-1BF and blade model F8475D-4 
 or HC-C2YR-1BF and blade model F8475D-4 
 Pitch setting at 30 in. sta.: low 13.5° high 38° 
 Diameter: not over 80 in., not under 78 in. 
 (b) Spinner and dome - Hartzell model A3519"
Governor,"Woodward model B210460 or 2010681 with Lycoming 
 IO-540-G1B5, -G1E5 or -G1F5 
 Woodward model A210681 with Lycoming IO-540-K1E5, -K1B5 and -K1A5 
 Edo Aire model 34-828-014-1 with Lycoming IO-540-K1A5, -K1B5, K1E5 except 
 serial numbers ending with “A” 
 Edo Aire model 34-828-014-3 with Lycoming IO-540-K1E5 serial number ending 
 with “A”"
Fuel,100/130 Minimum grade aviation gasoline
Airspeed Limits,"Never exceed 
 226 m.p.h. (197 knots) CAS 
 Maximum structural cruising 
 190 m.p.h. (165 knots) CAS 
 Maneuvering 
 148 m.p.h. (128 knots) CAS 
 Flaps extended 
 120 m.p.h. (104 knots) CAS 
 Landing gear extended (gear doors not installed) 
 167 m.p.h. (145 knots) CAS 
 For airplane serial numbers up to and including 78-32-172"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8"
Rev No,"11 
 7 
 9 
 10 
 10 
 10 
 10 
 10 
 (gear doors not installed) 
 144 m.p.h. (125 knots) CAS 
 Landing gear operation 
 140 m.p.h. (122 knots) CAS 
 For airplane serial numbers beyond, but excluding, 78-32-172 
 (gear doors installed) 
 160 m.p.h. (139 knots) CAS 
 Landing gear operation 
 160 m.p.h. (139 knots) CAS"
CG Range,+22.0 in. to +23.5 in. at 3325 lb.
landing gear extended,"+19.0 in. to +24.0 in. at 3200 lb. 
 +16.0 in. to +24.0 in. at 2450 lb. or less 
 Straight line variation between points given"
Empty Wt CG Range,None
Maximum Weight,3200 lb. or 3325 lb. (See Note 4)
No of Seats,4· (2 at c.g. arm of 20 in. at 2 at c.g. arm of 53 in.)
Maximum Baggage,186 lb. max. at c.g. arm of 84.0 in. (See loading schedule)
Skitube,20 lb. maximum at c.g. arm of 156.4 in. (See loading schedule)
Fuel Capacity,"Tank Capacity gal. Usable gal. Arm 
 S/N 32-15 thru 32-93 
 L + R main 
 19 
 15 
 +29 
 L + R aux. 
 17 
 17 
 +29 
 Optional 
 L + R main 
 19 
 15 
 +29 
 L + R aux. 
 17 
 17 
 +29 
 Fuselage aux. 
 20 
 20 
 +72 
 S/N 73-32-94 thru 73-32-102 
 L + R main 
 L + R aux. 
 19 ea. 
 15 ea. 
 +29 
 17 ea. 
 17 ea. 
 +29 
 Optional 
 L + R main 
 19 ea. 
 15 ea. 
 +29 
 L + R main 
 17 ea. 
 17 ea. 
 +29 
 Fuselage 
 15 
 15 
 +72 
 S/N 73-32-103 and up 
 L + R main 
 34 ea. 
 30 ea. 
 +29 
 Optional 
 L + R main 
 34 ea. 
 30 ea. 
 +29 
 Fuselage aux. 
 15 
 15 
 +72 
 (See Note 1 for unusable fuel)"
Oil Capacity,"12 qt. total, 9 qt. unusable (See Note 1 for data on undrainable oil)"
Control Surface Movements,"Elevator trim tab 
 Up 
 7° 
 Down 
 34.5°"
within ± 1°,"Elevator 
 Up 
 22° 
 Down 
 15° 
 Aileron 
 Up 
 20° 
 Down 
 20° 
 Rudder 
 Left 
 22° 
 Right 
 22° 
 Flaps 
 Down 
 46± 2°"
Serial Nos Eligible,32-15 and on
"II - Model 17-31ATC, 4 PCLM (Normal Category), Approved October 31, 1969",
