Keyterm,Info
"A00005LA 
 Revision 7 
 CTRM Aviation Sdn. Bhd. 
 Eagle 150B 
 March 7, 2022",
Type Certificate Holder,"CTRM Aviation Sdn. Bhd. 
 Composites Technology City 
 75350 Batu Berendam 
 Melaka, Malaysia"
Type Certificate Holder Record,"Eagle Aircraft Pty. Ltd. (EAPL - Australia) transferred TC A00005LA to Eagle 
 Aircraft Malaysia (EAM) on May 30, 2002."
Type Certificate Holder Record,"Eagle Aircraft (Malaysia) Sdn. Bhd. 
 Composites Technology City 
 Batu Berendam Airport 
 75350 Batu Berendam 
 Melaka, Malaysia 
 transferred TC A00005LA to: 
 CTRM Aviation Sdn. Bhd. 
 Composites Technology City 
 75350 Batu Berendam 
 Melaka, Malaysia on January 1, 2004."
"I. 
 Model 150B (VLA - Special Class Category), Approved February 11, 1999",
Engine,"Continental IO-240-B (one engine). 
 Type Certificate No. E7SO."
Fuel,100LL minimum grade aviation gasoline.
Engine Limits,2800 or 2790 rpm for all operations (125 hp) see note 5
Propeller and,McCauley 1A135BRM7057 fixed pitch propeller.
Propeller Limits,"Type Certificate No. P-842. 
 Diameter: 
 Max. 70.0 inches (1778 mm). 
 Min. 69.0 inches (1753 mm). 
 No further reduction permitted. 
 Static rpm at permissible throttle setting, not over 2300, not under 2200. No additional 
 tolerance permitted. 
 Avoid continuous operation while descending between 2150 and 2350 rpm with power 
 retarded below 1/4 throttle."
Page No,"1 
 2 
 3 
 4 
 5"
Rev No,"7 
 4 
 7 
 7 
 4 
 OR 
 McCauley 1A135CRM7057 fixed pitch propeller. 
 Type Certificate No. P-842. 
 Diameter: 
 Max. 70.0 inches (1778 mm). 
 Min. 69.0 inches (1753 mm). 
 No further reduction permitted. 
 Static rpm at permissible throttle setting, not over 2300, not under 2200. No additional 
 tolerance permitted. 
 Avoid continuous operation while descending between 2050 and 2450 rpm with power 
 retarded below 1/4 throttle."
Airspeed Limits knots,"IAS 
 CAS 
 Never Exceed 
 Vne 
 167 (192 mph) 
 165 (190 mph) 
 Vno 
 129 (149 mph) 
 130 (150 mph) 
 Max. Structural 
 Cruise 
 Va 
 106 (122 mph) 
 107 (123 mph) 
 Max. 
 Maneuvering 
 Vfe 
 104 (120 mph) 
 100 (115 mph) 
 Max. Flaps Take- 
 Off 
 Vfe 
 89 (102 mph) 
 85 (98 mph) 
 Max. Flaps 
 Extended Full"
Center of Gravity CG Range,"Forward Limit 
 70.0 inches (1778 mm) aft of datum at 1300 lbs. (590 kg) or less. 
 73.0 inches (1854 mm) aft of datum at 1411 lbs. (640 kg) or at 
 1433 lbs. (650 kg) see note 5 
 Variation is linear between 1300 lbs. (590 kg) and 1411 lbs. 
 (640 kg) or 1433 lbs. (650 kg) see note 5 
 Aft Limit 
 75.0 inches (1905 mm) aft of datum at all weights."
Empty Weight CG Range,None.
Datum,31.0 inches (787 mm) forward of the canard leading edge.
Leveling Means,Horizontal portion of the left hand side longeron/canopy rail.
Maximum Weight,"Takeoff 
 1411 lbs. (640 kg) or 1433 lbs. (650 kg) see note 5 
 1411 lbs. (640 kg) or 1433 lbs. (650 kg) see note 5 
 Landing"
