Keyterm,Info
"H17NM 
 REVISION 1 
 SILVER BAY LOGGING, INC. 
 CH-54A 
 June 30, 1995",
Type Certificate Holder,"Silver Bay Logging, Inc. 
 Cube Cove #2 
 Juneau, Alaska 99850-0360"
"I - Model CH-54 A (Restricted Category Rotorcraft) Approved June 29, 1994 (see note 6)",
Engines,Quantity 2 - Pratt & Whitney JFTD12A-4A (T73-P-1)
Fuel,Aviation Kerosene JP4 or JP5
Engine Limits,"Power 
 Turbine 
 Gas Gen. 
 Power 
 Shaft 
 Speed 
 Speed 
 Inlet 
 Horsepowerr 
 (N2) 
 (N1) 
 (T5) 
 Military Power 
 (30 min.) 
 4500 
 105% 
 104% 
 688 oC 
 Normal Continuous 
 Cruise 
 4000 
 104% 
 104% 
 655 oC"
Rotor Limits,"Max: 204 rpm (110% Nr) 
 Min: 
 167 rpm (90% Nr)"
Airspeed,"Vne (Never Exceed Speed) 
 99 knots between 38,000 lbs and 42,000 lbs gross 
 weight 
 115 knots up to 38,000 lbs gross weight"
Page No,"1 
 2 
 3 
 4"
Rev No,"1 
 1 
 1 
 -"
Center of Gravity,"324.0 to 352.0 at 23,000 lbs"
CG Range,"324.0 to 352.0 at 30,000 lbs 
 328.0 to 352.0 at 38,000 lbs 
 328.0 to 346.0 at 38,000 lbs 
 328.0 to 346.0 at 42,000 lbs 
 Straight line variation between points given. 
 45000 
 40000 
 35000 
 30000 
 GROSS WT (lbs) 
 25000 
 20000 
 320 
 325 
 330 
 335 
 340 
 345 
 350 
 355 
 STA"
Datum,336 inches forward of main rotor centroid.
Leveling Means,Plumb line from top level plate inside cockpit aft door.
Maximum Weight,"42,000 lbs."
Minimum Crew,2 (pilot and co-pilot)
Number of Seats,"5 - 2 at (+92.9), 1 at (+108.5), 1 at (+127.0), 1 at (+130.0)"
Maximum Cargo,See NOTE 5.
Fuel Capacity,"1351 U.S. gal. total ; 454 gal. at (+280.8), 454 gal. at (+397.3), 
 443 gal. at (+461.3)."
Oil capacity,"3.2 U.S. gal. at (+234.0), (2 tanks at 1.6 gal each) 
 For rigging information, see NOTE 7."
Other Operating,See NOTE 4.
Serial Nos Eligible,"68-18433, 68-18459"
