Keyterm,Info
"A7SW 
 Revision 6 
 WINDECKER 
 AC-7 
 May 30, 2017",
Type Certificate Holder,"Windecker Aircraft, Inc. 
 137 Knob Hill Road 
 Mooresville, NC 28117"
TC Holder Record,"Windecker Research, Inc. transferred TC A7SW to Gerald P. Dietrick on May 19, 1977. 
 Gerald P. Dietrick transferred TC A7SW to Composite Aircraft Corporation on 
 December 26, 1979. 
 Composite Aircraft Corporation transferred TC A7SW to Theodore R. Windecker on 
 February 12, 2009. 
 Theodore R. Windecker transferred TC A7SW to AC7 LLC on January 22, 2013. 
 AC7 LLC transferred TC A7SW to Windecker Aircraft, Inc. on November 15, 2014."
"I - Model AC-7, 4 PCLM (Normal Category) (Approved 18 December 1969)",
Engine,Continental IO-520C Spec-6
Fuel,100/130 min. aviation fuel
Engine limits,"For all operation, 2700 r.p.m. (285 b.h.p.)"
Propeller and,"1. 
 McCauley D2A34C58/90AT-6 Propeller"
propeller limits,"Diameter: not over 84 in. 
 not under 82 in. 
 Pitch settings at 36 inch station: 
 Low 9.7 degrees + 0.2 degrees 
 High 25.8 degrees + 0.5 degrees 
 2. McCauley D-4082 spinner 
 3. McCauley C290D2/T16 propeller governor"
Airspeed limits,"(CAS) Va (Maneuvering) 136 m.p.h. (118 knots) 
 Vno (Max Structural Cruise) 
 190 m.p.h. (165 knots) 
 Vne (Never exceed) 234 m.p.h. (203 knots) 
 Vfe (Flaps extended) 130 m.p.h. (113 knots) 
 Vle (Gear extended) 150 m.p.h. (130 knots) 
 Vlo (Gear operation) 
 Extension 
 150 m.p.h. (130 knots) 
 Retraction 
 130 m.p.h. (113 knots)"
CG range Landing,+96.1 at 2500 lbs.
gear extended,"+99.4 to +106.0 at 3400 lbs. 
 Straight line variation between points given. 
 Moment change due to retracting landing gear, +1017 in-lbs."
Empty wt CG range,None.
Datum Zero,59.65 inches forward of the steel firewall at the front face of wheel well flange.
Page No,"1 
 2 
 3"
Rev No,"6 
 6 
 2"
Leveling means,Front seat tracks or longitudinal leveling screws.
Maximum weight,"3,400 lbs."
No of seats,4
Maximum baggage,120 lbs. (+167 in.)
Fuel capacity,86 gallons
Oil capacity,12 qts.
Control surface movements,"Wing flaps 
 25° + 1° takeoff 
 45° + 1° landing 
 Ailerons 
 Up 17° + 1° Down 10° + 1° 
 Elevator tab 
 Up 4° + 1° Down 10° + 1° 
 - 0° 
 - 0° 
 Elevator 
 Up 22° + 1° Down 22° + 1° 
 Rudder 
 Right 25° + 1° 
 Left 25° + 1°"
Manufacturers serial,#3 and on.
Certification basis,"Part 23 of the Federal Aviation Regulations effective 2-1-65 as amended thru Change 6. 
 Also FAR 23.1351(b) (2), (3), and (4) of Amend. 23-7 effective 14 September 1969. 
 Type Certificate No. A7SW issued 18 December 1969. 
 Application for type certificate dated 6 July 1967."
Production basis,"None. Prior to original airworthiness certification of each aircraft an FAA representative 
 must perform a detailed inspection for workmanship, materials and conformity with the 
 approved technical data, and a check of flight characteristics. 
 Prior to original airworthiness certification of any aircraft manufactured after December 
 12, 1986, compliance with the special retroactive requirements of 14 CFR Part 23.2 for 
 seat belts with shoulder harnesses is required. 
 Prior to original standard airworthiness certification of any aircraft without prior flight 
 time before January 1, 1980, compliance with 14 CFR Part 36.501(a)(2) and (c) noise 
 standards is required."
Equipment,"The basic required equipment as prescribed in the applicable airworthiness regulations 
 (see Certification Basis) must be installed in the aircraft for certification. In addition, 
 the following equipment is required: 
 (a) FAA approved flight manual, Revision C, dated 29 April 1971."
