Keyterm,Info
"R00010SE 
 Tamarack Helicopters, Inc. 
 UH-1H 
 Rev 2 September 1, 2011",
Type Certificate Holder,"Tamarack Helicopters, Inc. 
 2849 Mcintyre Road 
 Stevensville, MT 59870 
 Mailing Address: 
 P.O. Box 899 
 Victor, MT 58975-0899"
"I – Model UH-1H, (Restricted Category Rotorcraft) Approved September 17, 2009",
Engine,1 – Lycoming T53-L-13B
Fuel,"ASTM-D1655 (Jet A, Jet A-1, Jet B) (See Note 11 For Alternative Fuels)"
Engine Limits,"Torque 
 Output 
 Exhaust 
 Gas Gen 
 Pressure 
 Horsepower 
 Output 
 Gas Temp 
 Speed 
 (PSI) 
 (HP) 
 (RPM) 
 (C°) 
 N1(%) 
 Takeoff (30 
 50.0 
 1100 
 6600 
 610-625 
 101.5 
 min.) 
 Max Cont. 
 50.0 
 1100 
 6600 
 400-610 
 101.5 
 See notes 12, 13 and 14. Refer to Tamarack Helicopters, Inc. TAM-110, UH- 
 1H Rotorcraft Flight Manual, IR, dated September 17, 2009 which incorporates 
 portions of TM55-1520-210-10 for additional limitation data."
Rotor Limits,"Power Off 
 Power On 
 Maximum R.P.M. 
 339 
 324 
 Minimum R.P.M. 
 294 
 294"
Airspeed Limits,"Roof-mounted pitot static: 
 VNE (never exceed speed) 124 knots up to 7500 lbs. Gross Weight, sea level to 
 2000 feet. Never exceed 113 knots up to 9500 lbs. Gross weight, sea level to 
 2000 feet. Refer to Tamarack Helicopters, Inc. TAM-110, UH-1H Rotorcraft 
 Flight Manual, IR, dated September 17, 2009 which incorporates portions 
 of TM55-1520-210-10, Chapter 5, Section V, for specific operating airspeed 
 limitations. See Note 2 for specific operation airspeed limitation placards. 
 Nose-mounted pitot static:"
PAGE NO,"1 
 2 
 3 
 4 
 5 
 6 
 7"
REVNO,"2 
 2 
 1 
 1 
 1 
 1 
 1 
 1 of 7 
 Never exceed 112 knots up to 7500 lbs. Gross Weight, sea level to 2000 feet. 
 Never exceed 103 knots up to 9500 lbs. Gross Weight, sea level to 2000 feet. 
 Refer to Tamarack Helicopters, Inc. TAM-110, UH-1H Rotorcraft Flight 
 Manual, IR, dated September 17, 2009 which incorporates portions of TM55- 
 1520-210-10, Chapter 5, Section V, for specific operating airspeed limitations. 
 See Note 2 for specific operation airspeed limitation placards."
OTHER LIMITATIOS,None
CG RANGE,"Longitudinal C.G. Limits 
 (+130.0) TO (+144.0) AT 7000 LBS. 
 (+130.0) TO (+144.0) AT 8600 LBS. 
 (+130.0) TO (+134.0) AT 9500 LBS. 
 (+134.0) TO (+143.0) AT 9500 LBS. 
 Straight line variation between points given. 
 Gross Weight 
 9500 – 
 (LBS.) 
 8600 – 
 7000 – ----------------------------------------------------- 
 128 130 132 134 136 138 140 142 
 Station – Inches 
 Lateral C.G. Limits plus or minus 7.5 in."
Datum,"Station 0, datum is 7.6 inches aft of the most forward point of the fuselage nose 
 section."
Leveling Means,"Plumb line from top of left main door frame to index plate on cabin floor. See 
 Note 1."
Maximum Weight,9500 lbs.
Minimum Crew,1 (Pilot) at (+46.7)
No Of Seats,"See Note 17. (See TAM-110, Chapter 6, Section IV, Figure 6-3)"
No of Passengers,See Note 17.
Maximum Cargo,100 lbs. per sq. ft. of cargo area. (See U.S. Army TM55-1520-210-10.)
Fuel Capacity,"208.5 U.S. gallons (+151.6) Crashworthy system. 
 220.0 U.S. gallons (+151.6) Non-crashworthy system."
Oil Capacity,3.25 gallons (+173.0)
Rotor Blade and,"For rigging information, refer to U.S. Army TM55-1520-210-23"
Control Movements,(Maintenance Manual).
Serial Numbers Approved,"U.S. Military Surplus UH-1H Helicopters as identified in Tamarack Helicopters, 
 Inc., Report No. TAM-104 dated July 14, 2009, or later FAA approved 
 revisions. A current copy is on file at the Seattle Aircraft Certification Office. 
 Page 2 of 7"
Certification Basis,"Part 21 § 21.25(a)(2), effective February 1, 1965, including Amendments 21-1 
 through 21-42. 
 Type Certificate No. R00010SE for the special purpose of: 
 Agricultural operations under § 21.25(b)(1). 
 Note: In accordance with § 36.1(a)(4), compliance with the noise requirements 
 was not shown. Therefore, aircraft certified under this type certificate are only 
 eligible for agricultural operations excepted by § 36.1(a)(4) and defined under § 
 137.3. 
 2) Forest and Wildlife Conservation under § 21.25(b)(2) 
 Note: In accordance with § 36.1(a)(4), compliance with the noise requirements 
 was not shown. Therefore, aircraft certificated under this type certificate are 
 only eligible for dispensing fire fighting materials excepted by § 36.1(a)(4) and 
 defined under § 137.3. 
 3) External Load Operations under § 21.25(b)(7) 
 Note: In accordance with part § 36.1(a) (4), compliance with the noise 
 requirements was not shown. Therefore, aircraft certificated under this type 
 36.1(a) (4) and defined under § 133.1(b). 
 Any alteration to the aircraft for Special Purposes not identified above require 
 further FAA approval and in addition, may require noise and/or flight testing. 
 General Note: Any subsequent modifications to the helicopters type certified 
 under this Type Certificate are to have the certification basis for that 
 modification established under 14 CFR 21.101 published June 7, 2000 which 
 became effective June 10, 2003. Otherwise non-significant modifications are to 
 meet the requirements of 14 CFR 29 airworthiness standards, transport category, 
 Amendment 1, effective August 12, 1965 and 14 CFR 29.1529, Instructions for 
 Continued Airworthiness, Amendment 20, effective September 11, 1980. 
 Date of Application: October 15, 2007"
Production Basis,"None. No Helicopter may be produced under this approval. Each helicopter 
 must pass a conformity inspection in accordance with this TCDS, plus any 
 additional special instructions attached to the Request for Conformity, FAA 
 8120-10. In addition a check, by the type certificate holder, of the flight 
 characteristics in accordance with all applicable portions of Section II of the 
 U.S. Army Technical Manual TM55-1520-242-MTF Maintenance Test Flight 
 Manual, Army Model UH-1, Change 4, dated June 28, 1996, as appropriate for 
 each aircraft, or other FAA approved manual must be accomplished."
Equipment,"The basic required equipment necessary for the particular special purpose 
 operation must be installed for certification. Each helicopter is required to 
 incorporate modifications as specified in Tamarack Helicopters, Inc. 
 Engineering Configuration Report, Report No. TAM-101, N.C., dated July 15, 
 2009, or later FAA approved revisions. Tamarack Helicopters, Inc. UH-1H 
 Rotorcraft Flight Manual, Report No. TAM-110, which incorporates portions of 
 The Department of the Army Technical Manual No. TM55-1520-210-10, 
 “Operator’s Manual, Army Model UH-1H/V Helicopters” dated 15 February 
 1988, with Changes 1-20, must be available in each helicopter for Certification. 
 Page 3 of 7 
 U.S Army External Cargo Hook P/N 205-070-900-5/-7/-9 must be installed as 
 part of the Military configuration."
NOTE 1,"Tamarack Helicopters, Inc. TAM-106, Weight and Balance/List of Equipment 
 Report, N.C., dated July 15, 2009 or later FAA approved revisions and loading 
 instructions when necessary, must be provided for each helicopter at the time of 
 original airworthiness certification. Refer to Chapter 6 of Tamarack Helicopters, 
 Inc. TAM-110, UH-1H Rotorcraft Flight Manual and Maintenance Manual 
 TM55-1520-210-23, Paragraph 1-36 for leveling means and weight and balance 
 determination."
