Keyterm,Info
"A-2-575 
 Revision 16 
 BOEING 
 (NORTH AMERICAN) 
 BC-1A 
 AT-6 (SNJ-2) 
 AT-6A (SNJ-3) 
 AT-6B 
 AT-6C (SNJ-4) 
 AT-6D (SNJ-5) 
 AT-6F (SNJ-6) 
 SNJ-7 
 T-6G 
 November 16, 2009",
Aircraft Specification Holder,"The Boeing Company 
 4000 Lakewood Blvd. 
 Long Beach, California 90846"
Aircraft Specification Holder,"Rockwell International transferred ownership to The Boeing Company on July 23, 2009"
Record,"North American Aviation transferred ownership to Rockwell International Corp. on 
 February 20, 1996"
"I - Model BC-1A, AT-6 (Navy SNJ-2), 2 PCLM, Approved November 6, 1946",
Engine,"Pratt & Whitney Military model R-1340-47, R-1340-49, R-1340-AN-1 or R-1340-36"
Fuel,87 min. grade aviation gasoline
Engine limits,"Maximum continuous, 
 (Sea level) 34.0 in.Hg., 2200 rpm (550 hp) 
 (5000 ft.) 32.5 in.Hg., 2200 rpm (550 hp) 
 Takeoff (one minute), 
 36.0 in.Hg., 2250 rpm (600 hp)"
Airspeed limits,"Level flight or climb 
 189 mph (164 knots) True Ind. 
 Glide or dive 
 226 mph (197 knots) True Ind. 
 Flaps extended 111 mph ( 97 knots) True Ind."
CG range,(+27.3) to (+31.2) with landing gear extended.
Empty weight CG range,None
Maximum weight,5340 lbs. (See NOTE 3 for crop dusters)
No seats,2 (+45 and +97) (See Items 408 and 409 for 3 or 4-place)
Maximum baggage,100 lbs. (+126)
Fuel capacity,170 gals. (+37) (One integral tank in wing center section with dividing partition)
Oil capacity,15.5 gals. (-8)
Control surface movements,"Wing flaps 
 Down 41° 
 Elevators 
 Up 30° 
 Down 20° 
 Elevator trim tabs 
 Up 6° 
 Down 17° 
 Ailerons 
 Up 30° 
 Down 16° 
 Aileron balance tabs 
 Up 13° 
 Down 27° 
 Rudder 
 Right 35° 
 Left 35° 
 Rudder trim tab 
 Right 4° 
 Left 10° 
 Note: Aileron balance tabs may be used in fixed positions as trim tabs. When rudder 
 and aileron control systems are modified pr North American Dwg. 88-05016, pertinent 
 control surface movements are as follows: 
 Ailerons 
 Up 14° 
 Down 16° 
 Rudder 
 Left 30° 
 Right 30°"
1,"2 
 3 
 4 
 5 
 6"
16,"16 
 12 
 12 
 12 
 12 
 aircraft manufactured in the United States: Manufacturer's serial Nos. 49-748 through 49- 
 947, 49-1053 through 49-1252 (See NOTE 4)."
Required equipment,"In addition to the pertinent required basic equipment specified in CAR 4a, the following 
 items of equipment must be installed: 
 Items 1, 2, 101, 103, 104, 105, 109, 111, 201(a) or (b), 202(a) or (b), 203(a) or (b), 
 301(a), 405(a), (b) or (c), 406(a) or (b), 407, 602. Aluminum alloy outer wing panels and 
 aft fuselage section are required."
"II - Model AT-6A (Navy SNJ-3), AT-6B, AT-6C (Navy SNJ-4), AT-6D (Navy SNJ-5), AT-6F (Navy SNJ-6), 
 Navy SNJ-7, T-6G; 2 PCLM, Approved February 1, 1946",
Engine,"Pratt & Whitney Military model R-1340-47, R-1340-49, R-1340-AN-1 or R-1340-36"
Fuel,87 min. grade aviation gasoline
Engine limits,"Maximum continuous, 
 (Sea level) 34.0 in.Hg., 2200 rpm (550 hp) 
 (5000 ft.) 32.5 in.Hg., 2200 rpm (550 hp) 
 Takeoff (one minute), 
 36.0 in.Hg., 2250 rpm (600 hp)"
Airspeed limits,"Level flight or climb 189 mph (164 knots) True Ind. 
 Glide or dive 
 226 mph (197 knots) True Ind. 
 Flaps extended 115 mph ( 97 knots) True Ind."
CG range,(+27.5) to (+32.5) with landing gear extended.
Empty weight CG range,None
Maximum weight,5300 lbs.
No seats,2 (+45 and +97) (See Items 408 and 409 for 3 or 4-place)
Maximum baggage,100 lbs. (+126)
Fuel capacity,"111 gals. (+36) (Two 55.5 gal. tanks in wing center section) 
 (20 gal. reserve included in 55.5 gal. capacity of left tank) 
 Note: In addition to the above, Models T-6G incorporate an additional 29 gals. (+50). 
 (Two internal bladder cells in outer wing panel, 14.5 gals. each side)."
Oil capacity,10 gals. (-9)
Control surface movements,"Wing flaps 
 Down 45° 
 Elevators 
 Up 30° 
 Down 20° 
 Elevator trim tabs 
 Up 8° 
 Down 16° 
 Ailerons 
 Up 29° 
 Down 16° 
 Aileron balance tabs 
 Up 15° 
 Down 30° 
 Rudder 
 Right 35° 
 Left 35° 
 Rudder trim tab 
 Right 4° 
 Left 10° 
 Note: Aileron balance tabs may be used in fixed positions as trim tabs. On some of the 
 models AT-6C and on all of the models AT-6D, AT-6F and T-6G the rudder and 
 aileron control systems have been modified per North American Dwg. 88-05016. The 
 pertinent control surface movements for these aircraft are as follows: 
 Ailerons 
 Up 14° 
 Down 16° 
 Rudder 
 Right 30° 
 Left 30°"
Serial Nos eligible,"All serial numbers of aircraft models covered by this section. (Manufacturer's serial 
 number will be found stamped on same identification plate with the military serial 
 number.) Harvard II aircraft manufactured in the United States: 
 Manufacturer's serial Nos. 66-2234 through 66-2833, 75-3048 through 75-3057, 
 75-3418 through 75-3507, 76-3508 through 76-3957, 81-4008 through 81-4132. (See 
 NOTE 4)."
Required equipment,"In addition to the pertinent required basic equipment specified in CAR 4a, the following 
 items of equipment must be installed: 
 and aft fuselage section are required."
SPECIFICATIONS PERTINENT TO ALL MODELS,
Datum,Leading edge of wing center section
Leveling means,Lugs left side rear cockpit
Certification basis,Airworthiness Certificate only (CAR 4a)
Export eligibility,"Eligible for export to all countries subject to the provisions of MOP 2-4 except as 
 follows: 
 (Note: Export license from State Department may be required) 
 Canada - 
 Landplane, eligible 
 Skiplane, not eligible 
 Equipment: A plus (+) or minus (-) sign preceding the weight of an item indicates net weight change when that item is installed."
Propeller and Propeller Accessories,"1. Propeller - Hamilton Standard, constant speed hub 12D40, 
 175 lbs. (-57) 
 blades 6101-12 to -14, incl. 
 Dia.: Max. 9'1"", Min. allowable for repairs 8'10-5/8"". 
 No further reduction permitted. 
 Pitch settings at 42 in. sta.: 11.5° low, 27° high"
