Keyterm,Info
"H-1 
 Revision 42 
 Scotts – Bell 47 
 47 
 47B 
 47B3 
 47D 
 47D1 
 47E 
 47G 
 47G-2 
 47H-1 
 June 3, 2010",
Type Certificate Holder,"Scotts-Bell 47 Inc. 
 780 S Elmwood Ave 
 Le Sueur, Minnesota 56058-2169"
Type Certificate Holder Record,"Bell Helicopter Textron Inc. transferred TC H-1 to Scotts-Bell 47 Inc. on June 3, 2010."
"I. 
 Model 47 Approved May 8, 1946 
 Serial Nos eligible 
 1 through 9 
 II. Model 47B, 2 PCL-SH, Approved November 4, 1947; Models 47B2, Deleted June 15, 1950; (See NOTE 8 for Float 
 Information",
Engine,Aircooled Motors Franklin 6V4-178-B3 (Becomes 6V4-178-B32 with Item 119)
Fuel,80 minimum octane aviation gasoline
Engine limits,Maximum r.p.m. 3000 (178 hp.)
Carburetor,Marvel MA4-5
 operational,"Power On (Engine Tach.) 
 Power Off (Rotor Tach.)"
engine speeds,"Maximum 
 3000 
 Maximum 
 350 
 Minimum 
 2800 (S.L.) 
 Minimum 
 285"
Airspeed limits,Never exceeds speed 92 m.p.h. (80 knots) True Ind.
CG range,(-2.0) to (+2.9)
Empty weight CG range,"See Figure 
 MODEL 47B (without floats) 
 1538 
 (In order to maintain 
 empty weight C.G. 
 AFT 
 1534 
 limits, up to 25 lbs. of 
 LIMIT 
 fixed ballast can be 
 1530 
 Empty 
 added in forward baggage 
 Weight 
 1526 
 compartment (Sta. -68) 
 Pounds 
 in addition to the maximum 
 1522 
 capacity 30 lb.) 
 FWD 
 1518 
 LIMIT 
 1514 
 5.38 .42 .46 .50 .54 .58 .62 .66 
 Inches Aft of Datum"
Maximum weight,2200 lb.
No of seats,2 (Pilot and passenger) (-32)
Maximum baggage,Aft compartment 40 lb. (+43); Fwd. compartment 30 lb. (-68)
Fuel capacity,"33 gal. (24 gal. at +25), (9 gal. at -24)"
Oil capacity,"3 gal. (+12), (including 1 gal. unusable)"
Control movements,(Tolerances +1/2°)
Swashplate travels for,"Stick Position 
 Swashplate Angle from Level"
cyclic pitch for basic,"Full forward 
 9° Down and forward"
configuration for other,"Full aft 
 9° Down and aft"
configs see appl Bell,"Full left 
 8° Down and aft"
Dwg  Serv instr,"Full right 
 6° Down and right"
Collective pitch,"Blade average pitch settings; High 10°, low 1/2°"
Antitorque rotor pitch,"- Measured at tip; High +10-1/2° to +12-1/2°, low -8-1/2° to -9°"
Serial Nos eligible,2 and up
Required equipment,"In addition to the pertinent required basic equipment specified in CAR 6, the following 
 items of equipment must be installed (see section titled “DATA PERTINENT TO ALL 
 MODELS” following section VIII): 
 2, 3(b), 5, 6, 110, 112, 113(a), 114, 117, 130, 135, 202(1), 203, 204, 205, 213, 305, 
 306(a), 402."
"III. Model 47B3, 2 POLH, Approved July 2, 1948; Model 47D, 2 PO-CLH, Approved February 25, 1948 2 PO-CLH, 
 Approved November 18, 1948; (See NOTE 8 for Float Information) 
 Model 47B3 is similar to the Model 47B except for revised cockpit enclosure and furnishings, engine compartment fairings and 
 cowling and other miscellaneous items 
 Model 47D is similar to the Model 47B3 except for revised cockpit enclosure, revised wheel installation incorporating brakes, 
 24 volt electrical system, and minor changes to the fuel system and cowling.",
Engine,Aircooled Motors Franklin 6V4-178-B32 (See Item 137 for optional engines)
Fuel,80 minimum octane aviation gasoline
Engine limits,Maximum r.p.m. 3000 (178 hp.)
Carburetor,Marvel MA4-5
Rotor limits  operational,"Power On (Engine Tach.) 
 Power Off (Rotor Tach.)"
engine speeds,"Maximum 
 3000 
 Maximum 
 350 
 Minimum 
 2800 (S.L.) 
 Minimum 
 285"
Airspeed limits,Never exceed speed 92 m.p.h. (80 knots) True Ind.
CG range,(-2.0) to (+2.9)
Empty weight CG range,None
Maximum weight,2200 lb.
No of seats,2 (Pilot and passenger) (-32)
Maximum baggage,"40 lb. (+43), Models 47D, 47D (Floats) 
 None, Models 47B3 (all configurations), 47D (Litters)"
Fuel capacity,"33 gal. (24 at +25), (9 at -24)"
Oil capacity,3 gal. (+5) (including 1 gal. unusable)
Control movements,(Tolerance +1/2°)
Swashplate travels for,"Stick Position 
 Swashplate Angle from Level"
cyclic pitch for basic,"Full forward 
 9° Down and forward"
configuration for other,"Full aft 
 9° Down and aft"
configs see appl Bell,"Full left 
 8° Down and aft"
Dwg  Serv instr,"Full right 
 6° Down and right"
Collective pitch,"Blade average pitch settings: High 11°, low 1/2°"
Antitorque rotor pitch,"- Measured at tip: High +10-1/2° to +12-1/2°, low -8-1/2° to -9°"
Serial Nos eligible,"Model 47B3: 29 and up. 
 Model 47D: 1 and up."
Required equipment,"In addition to the pertinent required basic equipment specified in CAR 6, the following 
 items of equipment must be installed (see section titled “DATA PERTINENT TO ALL 
 MODELS” following section VIII): 
 Model 47B3: 2, 3(b), 5, 6, 112, 113, 114, 118, 119, 130, 135, 202(a), 203, 204, 205, 
 213, 305, 306(b), 404. 
 Model 47D: 2, 3(b), 5, 6, 112, 118, 119, 121, 122, 130, 135, 202(b), 203, 208, 209, 
 213, 313, 314, 407."
