Keyterm,Info
"2H3 
 Revision 21 
 Scott’s –Bell 47, Inc. 
 47G-2A 
 47G-5 
 47G-2A-1 
 47G-3B-2 
 47G-3 
 47G-5A 
 47G-3B 
 47G-3B-2A 
 47G-3B-1 
 47G-4 
 47G-4A 
 March 19, 2018",
Type Certificate Holder,"Scott’s-Bell 47, Inc. 
 100 Minnesota Ave. 
 Le Sueur, Minnesota 56058"
Type Certificate Holder Record,"Bell Helicopter Textron Inc. transferred TC 2H3 to Scotts-Bell 47 Inc. on June 3, 2010."
"I - Model 47G-3, PCLH (Normal Category), Approved March 17, 1960",
Engine,Aircooled Motors Franklin 6VS-335-A
Fuel,100/130 minimum grade aviation gasoline
Engine limits,"Maximum continuous, 
 (Sea level) 
 34.3 in.Hg., 3200 r.p.m. (220 hp.) 
 (13,300 ft.) 
 35.0 in.Hg., 3200 r.p.m. (220 hp.) 
 Takeoff (2 minutes), 
 35.0 in.Hg., 3200 r.p.m. (225 hp.) 
 (See NOTE 5 for manifold pressure variation with altitude and temperature) 
 (See NOTE 6 for increased takeoff rating)"
Carburetor ,Marvel MA6 (Setting 10-4206)
Rotor limits  operations,"Power Off (Rotor Rach.) 
 Power On (Engine Tach.)"
engine speeds,"Maximum 
 370 
 Maximum 3200 r.p.m. 
 Minimum 
 322 
 Minimum 3000 r.p.m. below 10,000 ft. 
 Minimum 3100 r.p.m. above 10,000 ft."
Airspeed limits,"S.L. to 10,000 ft. Vne = 105 m.p.h. (91.5K) with 3000 to 3200 r.p.m. 
 Above 10,000 ft. decrease Vne 6 m.p.h./1000 ft. with 3100 to 3200 r.p.m."
CG range,"2650 lb. 
 (-3.0) to (+3.5) 
 (See NOTE 6 for 
 2350 lb. 
 (-3.0) to (+4.0) 
 increased gross 
 2100 lb. 
 (-3.0) to (+4.0) 
 weight C.G. 
 26 50 
 25 50 
 AF T 
 L 
 I M I T 
 24 50 
 LB . 
 23 50 
 F 
 W D 
 LIM 
 IT 
 22 50 
 21 00 
 -3 
 -2 
 -1 
 0 
 1 
 2 
 3 
 4 
 I N CH E S"
Empty weight CG range,"See Figure 
 1670 
 A 
 FT 
 LI 
 MIT 
 1650 
 LB. 
 1630 
 1610 
 1590 
 1570 
 FW 
 D 
 LIMI 
 T 
 1550 
 6.2 
 6.3 6.4 
 6.5 
 6.6 
 6.7 
 6.8 
 6.9 
 7.0 
 7.1 
 INCHES AFT of DATUM"
Maximum weight,2650 lbs. (See NOTE 6 for 2850 lb.)
No of seats,3 (Pilot and 2 passengers) (-30)
Maximum baggage,See loading instructions in FAA Approved Helicopter Flight Manual.
Fuel capacity,43 gals. (+5) (Usable 41 gals.) See NOTE 1 for unusable fuel.
Oil capacity,"2 gals. (+12), (Usable 1 gal.) See NOTE 1 for undrainable oil."
Serial Nos eligible,"2586 and up and 2554, 2555"
"II - Model 47G-2A, 3 PCLH (Normal Category), Approved December 10, 1960",
Engine,Lycoming VO-435-A1E or -A1F
Fuel,80/87 minimum grade aviation gasoline
Engine limits,"Maximum continuous, 
 (Sea level) 
 24.6 in.Hg., 3200 r.p.m. (220 hp.) 
 (4300 ft.) 
 23.3 in.Hg., 3200 r.p.m. (220 hp.) 
 (Straight line manifold pressure variation with altitude) 
 Takeoff (2 minutes), 26.3 in.Hg., 3200 r.p.m. (240 hp.)"
carburetor setting,Marvel-Schebler MA4-5AA (10-4025-11)
 operational,"Power Off (Rotor Tach.) 
 Power On (Engine Tach.)"
engine speeds,"Maximum 
 370 
 Maximum 3200 r.p.m. 
 Minimum 
 333 
 Minimum 3000 r.p.m. below 10,000 ft."
Airspeed limits,"S.L. to 6,000 ft., 105 m.p.h. (91.5K) 
 5 m.p.h. (4K) reduction per 1000 ft. above 6000 ft."
CG range,(-3.0) to (+4.0)
Empty wt CG range,"See figure. 
 1900 
 A 
 T 
 F 
 1850 
 LI MIT 
 1800 
 LB. 
 1750 
 1700 
 F 
 WD 
 L 
 IMIT 
 1650 
 1600 
 4.6 
 5.0 
 5.4 
 5.8 
 6.2 
 6.6 
 7.0 
 INCHES AFT OF DATUM"
Maximum weight,2850 lbs.
No of seats,3 (Pilot and 2 passengers) (-30)
Maximum baggage,See loading instructions in FAA Approved Helicopter Flight Manual.
Fuel capacity,43 gals. (+5) (Usable 41 gals.) See NOTE 1 for unusable fuel.
Oil capacity,"3 gals. (+12), (Usable 1 gal.) See NOTE 1 for undrainable oil. 
 For rigging information refer to the pertinent model"
movements,Maintenance Manual.
Serial Nos eligible,2657 and up (See NOTE 7 for conversion from 47G-2); Great Southwest S/N 23.
"III - Model 47G-3B, 3 PCLH (Normal Category), Approved May 24, 1961",
Engine,Lycoming TVO-435 A1A
Fuel,100/130 minimum octane grade aviation gasoline
Engine limits,"Maximum continuous, 
 (Sea level to 20,000 ft.) 26.8 in.Hg., 3200 r.p.m. (220 hp.) 
 Takeoff (2 min.) 
 (Sea level to 15,000 ft.) 31.1 in.Hg., 3200 r.p.m. (260 hp.) 
 (See NOTE 8 for power and manifold pressure variation with altitude and temperature)"
Carburetor ,Marvel-Schebler MA-6 (Setting No. 10-4438) or
carburetor settings,Marvel Schebler MA-6AA (Setting No. 10-4438-1)
 operational,"Power Off (Rotor Tach.) 
 Power On (Engine Tach.)"
engine kimits,"Maximum 
 370 
 Maximum 3200 r.p.m. 
 Minimum 
 322 
 Minimum 3000 below 10,000 ft. 
 Minimum 3100 above 10,000 ft."
Airspeed limits,"S.L. to 10,000 ft. Vne = 105 m.p.h. (91.5K) with 3000 to 3200 r.p.m. 
 Above 10,000 ft. decrease Vne 7 mph./1000 ft. to 15,000 ft. (70 mph) 
 Above 15,000 ft. decrease Vne 5 mph/1000 ft. to 20,000 ft. (45 mph) 
 R.p.m. range 10,000 ft. to 20,000 ft.: 3100 to 3200."
CG range,"2850 lb. 
 (-3.0) to (+3.2) 
 2300 lb. 
 (-3.0) to (+4.0) 
 2100 lb. 
 (-3.0) to (+4.0) 
 2850 
 2650 
 AFT 
 LB. 
 LIMI T 
 2450 
 FWD 
 LIMIT 
 2250 
 2050 
 -3 
 -2 -1 
 0 
 1 
 2 
 3 
 4 
 INCHES"
Empty weight CG range,"See Figure. 
 1900 
 A 
 FT 
 1850 
 M 
 LI 
 IT 
 1800 
 LB. 
 1750 
 1700 
 F 
 WD 
 L 
 IMIT 
 1650 
 1600 
 4.6 
 5.0 
 5.4 
 5.8 
 6.2 
 6.6 
 7.0 
 INCHES AFT OF DATUM"
Maximum weight,2850 lbs.
No of seats,3 (Pilot and 2 passengers) (-30)
Maximum baggage,See loading instructions in FAA Approved Helicopter Flight Manual.
Fuel capacity,43 gals. (+5) (usable 41 gals.) See NOTE 1 for unusable fuel.
Oil capacity,4.25 gals. (+12) (usable 2.5 gals.) See NOTE 1 for undrainable oil.
Rotor blade and,For rigging information refer to pertinent model Maintenance Manual.
Serial Nos eligible,"2634, 2638, 2641, and up."
