Keyterm,Info
"R00019AT 
 Revision 2 
 Delta Enterprise 
 UH-60A 
 EH-60A 
 October 1, 2019",
TYPE CERTIFICATE TC,Delta Enterprise
HOLDER,"209 South Jefferson Street 
 Winchester, Tennessee 37398"
"I. MODEL UH-60A – (Restricted Category Rotorcraft) Approved September 23, 2016.",
ENGINES,"(2) General Electric T700-GE-700 Original 
 (2) General Electric T700-GE-701C Alternate 
 (2) General Electric T700-GE-701D/CC Alternate"
FUEL,"Aviation Kerosene JP-4, JP-5, JP-8, Jet A, Jet A-1 or Jet B."
ENGINE LIMITS T700GE700,"SHAFT 
 POWER TURBINE 
 GAS GEN 
 POWER TURBINE 
 HP 
 RPM 
 RPM 
 INLET (TGT)"
Military Power 30 min,"1,561 
 20,900 
 44,700 
 850º C 
 1,318 
 20,900 
 44,700 
 775º C"
ENGINE LIMITS T700GE701C,"SHAFT 
 POWER TURBINE 
 GAS GEN 
 POWER 
 HP 
 RPM/% 
 RPM/% 
 TURBINE"
Contingency Rated Power CRP,"INLET (TGT) 
 1,940 
 20,900/100 
 44,700/102 
 903º C"
Maximum Rating 10 Min dual,"1,890 
 20,900/100 
 44,700/102 
 878º C 
 Intermediate Rated Power (IRP) (30 min 
 1,800 
 20,900/100 
 44,700/102 
 851º C"
dual,"1,662 
 20,900/100 
 44,700/102 
 810º C"
ENGINE LIMITS T700GE701DCC,"SHAFT 
 POWER TURBINE 
 GAS GEN 
 POWER 
 HP 
 RPM/% 
 RPM/% 
 TURBINE"
Contingency Rated Power CRP,"INLET (TGT) 
 1,940 
 20,900/100 
 44,700/102 
 903º C"
Maximum Rating 10 Min dual,"1,890 
 20,900/100 
 44,700/102 
 878º C 
 Intermediate Rated Power (IRP) (30 min 
 1,800 
 20,900/100 
 44,700/102 
 851º C"
dual,"1,662 
 20,900/100 
 44,700/102 
 810º C"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8"
Rev No,"2 
 2 
 2 
 2 
 2"
