Keyterm,Info
"R00027LA 
 REEDER FLYING SERVICE INC. 
 UH-60A 
 Revision 0 
 April 20, 2021",
TYPE CERTIFICATE TC,REEDER FLYING SERVICE INC.
HOLDER,"644 Airport Loop 
 Twin Falls, ID 83301-0367"
"I - MODEL: UH-60A (Restricted Category Military Surplus Rotorcraft) Approved April 15, 2021.",
ENGINES,"(2) General Electric T700-GE-701D/CC Original 
 (2) General Electric T700-GE-700 (Alternate) 
 * See NOTE 8 for alternate engine information."
FUEL,"Aviation Kerosene JP-4, JP-5, JP-8, Jet A, Jet A-1 or Jet B. 
 *See NOTE 8 for alternate and emergency fuels."
ENGINE LIMITS T700GE700,"SHAFT 
 POWER TURBINE 
 GAS GEN 
 POWER TURBINE 
 HP 
 RPM 
 RPM 
 INLET (TGT)"
Military Power 30 min,"1,561 
 20,900 
 44,700 
 850º C 
 1,318 
 20,900 
 44,700 
 775º C"
ENGINE LIMITS T700GE701DCC,"POWER TURBINE 
 SHAFT 
 POWER TURBINE 
 GAS GEN 
 INLET (TGT) 
 HP 
 RPM/% 
 RPM/% 
 1,940 
 20,900/100 
 44,700/102 
 903º C"
Maximum Rating 10 Min dual,"1,890 
 20,900/100 
 44,700/102 
 878º C 
 1,800 
 20,900/100 
 44,700/102 
 851º C"
min dual,"1,662 
 20,900/100 
 44,700/102 
 810º C"
TRANSMISSION LIMITS,TORQUE:
UH60A,"110% Single Engine (No time limit) 
 100% Dual Engine (No time limit)"
ROTOR LIMITS,"Max. 258 RPM 
 Min. 232 RPM"
AIRSPEED LIMITS,"Vne Power on: 193 knots IAS, (221 MPH). See document RFM-RF-001 “Rotorcraft Flight 
 Manual for UH-60A Blackhawk Helicopter”, Revision NC, Dated April 12, 2021, or later 
 FAA-approved revision for variations of Vne with gross weight, pressure altitude, and 
 temperature and for additional data."
Page No,"1 
 2 
 3 
 4"
Rev No,"- 
 - 
 - 
 -"
EMPTY WEIGHT CG RANGE,None
DATUM,341.2 inches forward of the main rotor centroid.
LEVELING MEANS,"Plumb bob in L/H cabin door frame to leveling plate on cabin floor. Ref. Work Package 1727 
 contained in TM 1-1570-237-23."
MAXIMUM WEIGHT,"22,000 lbs."
MINIMUM CREW,"2 (pilot, copilot)"
NUMBER OF SEATS,"2 at Sta. 227.1; 1 at Sta. 262.0; 3 at Sta. 282.0; 3 at Sta. 320.7; 4 at Sta. 339.8; 4 at Sta. 
 387.2."
FUEL CAPACITY,"361.5 gallons; 2 tanks (LH & RH interchangeable). 
 359.7 gallons; 2 tanks (LH &RH interchangeable) (with fuel boost pumps installed). At Sta. 
 420.75"
OIL CAPACITY,7 quarts each engine at Sta. 375.0.
OTHER LIMITS,"Refer to Reeder Flying Service document no RFM-RF-001 “Rotorcraft Flight Manual for 
 UH-60A Blackhawk Helicopter”, Revision NC, Dated April 12, 2021, or later FAA approved 
 revisions. Flight hours are counted from takeoff to landing."
SERIAL NO APPROVED,"U.S. military surplus UH-60A Blackhawk helicopters as identified in Reeder Flying Service 
 Inc. Serial Number Approved Serial Number List RPT-RF-102, Rev. NC dated July 20, 2020, 
 or later FAA-approved revision"
