Keyterm,Info
"A41CE 
 Revision 8 
 Magnaghi Aeronautica .S.p.A. 
 Sky Arrow 650 TC 
 Sky Arrow 650 TCN 
 September 7, 2017",
Type Certificate Holder,"Magnaghi Aeronautica S.p.A. 
 Via Galileo Ferraris, 76/80 
 80142 Napoli NA 
 Italy"
Type Certificate Holder Record,"Iniziative Industriali Italiane S.p.A.transferred TC A41CE to Magnaghi 
 Aeronautica S.p.A. on August 2, 2012"
"I - Model Sky Arrow 650 TC (JAR-VLA) Approved , October 31, 1997",
Engine,"Rotax 912 A2 or 
 Rotax 912 F2"
Fuel,"AVGAS min. grade 100LL 
 MOGAS min. grade 90 octane"
Lubricant,"See Flight Manual J.V. 14.5F issued March 27, 1997 
 See Flight Manual J.V. 14.20 issued July 1, 1998 (See note 7)"
Engine Limitation,"Maximum at takeoff - 5 min. 
 59.6 kW (81 HP) at 5,800 RPM 
 Maximum continuous 
 58.0 kW (79 HP) at 5,500 RPM"
Propeller and,"Wooden propeller, two bladed, fixed pitch"
Propeller Limitations,"Tonini GT-2/166/145FW/101-SLPC 
 Diameter 
 Max 65.55 in 
 Min 65.35 in 
 Blade angle at 75% 
 22° 
 Hoffmann HO (TC P26NE) 
 (See Note 8) 
 Diameter 
 Max. 65.82 in. 
 Min. 65.63 in. 
 Blade Angle at 75% 
 21°"
Airspeed Limits,"VNE 
 (Never exceed speed) 
 132 kts 
 (CAS) 
 VNO 
 (Structural cruising speed)104 kts 
 VA 
 (Maneuvering speed) 
 90 kts 
 VFE 
 (Flap extended speed) 
 67 kts 
 Page No. 
 1 
 2 
 3 
 4 
 5 
 6 
 Rev. No. 
 8 
 5 
 5 
 7 
 7 
 6"
Maximum Weight,"At takeoff 
 1,433 lb. (650 kg) 
 At landing 
 1,433 lb. (650 kg)"
Center of Gravity Limits,"From 111.8 in (26% MAC) to 114.2 in (30% MAC) at 1,433 lb or less. 
 From 111.8 in.(26% MAC) to 115.3 in.(32% MAC) at 1433 lb. or less (See 
 note 7) 
 Maximum forward at 111.02 in (24.5% MAC) at 1,323 lb. or less. 
 Maximum backward at 117.3 in (36% MAC) at 959 lb or less. 
 Maximum backward at 118.6 in.(38% MAC) between at 1212 lb. or less. (See 
 note 7) 
 Maximum backward at 117.3 in (36% MAC) at 1,292 lb or less (See note 9). 
 Linear variation for intermediate weights."
Reference Lines,Vertical tangent to the nose.
Leveling References,"Spirit level, placed on the floor between the two seats"
Minimum Crew,1 pilot (front seat)
Maximum Crew,"2 (front at 67.3 in behind the reference line) 
 (rear at 102.4 in behind the reference line)"
Maximum Baggage Weight,"66 lb. at 102.4 in behind the reference line 
 33 lb. at 119.0 in. behind the reference line. (See note 7) 
 40 lb at 102.4 in behind the reference line (See note 10)"
Fuel Capacity,"Total 18 gal at 121.6 in behind the reference line, usable 17.8 gal"
Oil Capacity,"Maximum 
 3.17 qts 
 Minimum 
 2.11 qts 
 (at 137.8 in before the reference line)"
Cooling Liquid Capacity,"Maximum 
 2.43 qts 
 Minimum 
 2.32 qts"
Control Surface Range,"Ailerons 
 down 14° ±2° / up 20° ±2° 
 Elevator 
 down 14° ±2° / up 22° ±2° 
 Flaps 
 down 30° ±1° 
 Rudder 
 lh 23° ±2° / rh 23° ±2° 
 Trim 
 down 16° ±1° / up 10° ±1° 
 down 19° ±1° / up 12° ±1° (See note 7)"
Applicable Serial Numbers,C-001 and up
Import Requirements,"A U.S. Standard Airworthiness Certificate may be issued in the “VLA - Special 
 Class” category on the basis of a Certificate of Airworthiness for Export 
 endorsed by a representative of Registro Aeronautico Italiano (RAI) containing 
 the following statement: “The aircraft covered by this certificate has been 
 examined, tested and found to conform to the type design approved under Type 
 Certificate No. A41CE and is in a condition for safe operation."
Certification Basis,"Airframe Certification 
 JAR-VLA thru amendment VLA/92/1 effective January 1. 1992 
 Noise Certification 
 Has demonstrated compliance to FAR 36, Appendix G, effective December 1, 
 1969, as amended through 36-21 effective December 28, 1995."
Engine Certification,"Rotax 912 A2 - JAR 22 Chapter H 
 Rotax 912 F2 - FAR 33 
 Propeller Certification 
 Tonini GT-2/166/145-FW/101-SLPC 
 JAR 22, Chapter J 
 Hoffman HO (TC P26NE) 
 FAR 35"
Equipment,"The standard equipment indicated in the pertinent airworthiness rules (see the 
 certification basis) must be installed on the aircraft. 
 In addition, the following equipment is required: 
 Sky Arrow 650TC Flight Manual J.V. 14.5 F, issued March 27, 1997. 
 Sky Arrow 650TC and TCN Flight Manual J.V. 14.20, issued July 1, 1998. 
 (See note 7)"
"II - Model Sky Arrow 650TCN (JAR-VLA), approved April 17, 1998",
Engine,Rotax 912F
Fuel,"AVGAS min. grade 100LL 
 MOGAS min. grade 90 octane"
Lubricant,"See Flight Manual J.V. 14.17F issued February 23, 1998 
 See Flight Manual J.V. 14.20 issued July 1, 1998 (See note 7)"
Engine Limitation,"Maximum at takeoff - 5 min. 
 59.6 kW (81 HP) at 5,800 RPM 
 Maximum continuous 
 58.0 kW (79 HP) at 5,500 RPM"
Propeller and,"Wooden/composite propeller, two bladed, fixed pitch"
Propeller Limitations,"Hoffman HO (TC P26NE) 
 Diameter 
 Max. 65.82 in. 
 Min 65.63 in. 
 Blade angle at 75% 
 21 °"
Airspeed Limits,"VNE 
 (Never exceed speed) 
 132 kts 
 VNO 
 (Structural cruising speed) 104 kts 
 VA 
 (Manuvering speed) 
 90 kts 
 VFE 
 (Flap extended speed) 
 67 kts"
Maximum Weight,"At takeoff 
 1,433 lb. (650 kg) 
 At landing 
 1,433 lb. (650 kg)"
