Keyterm,Info
"R00004RD 
 REVISION 3 
 Leonardo S.p.a. 
 AW189 
 February 08, 2022",
Type Certificate Holder,"Leonardo S.p.a. 
 Helicopter Division 
 Piazza Monte Grappa, 4 
 00195 – Rome, Italy"
Type Certificate Holder Record,"AgustaWestland S.p.A. was previous name of TC holder. The company name change 
 history is presented below. 
 Type Certificate Holder 
 Period 
 AgustaWestland S.p.A. Via Giovanni Agusta, 520; 21017 
 1 June 2011 - 
 Cascina Costa di Samarate (VA) – Italy 
 30 July 2014 
 AgustaWestland S.p.A. Piazza Monte Grappa, 4; 00195 
 31 July 2014 - 
 Roma - Italy 
 31 December 2015 
 Finmeccanica S.p.A., Helicopter Division Piazza Monte 
 1 January 2016 - 
 Grappa, 4; 00195 Roma - Italy 
 14 July 2016 
 Leonardo S.p.A., Helicopters Piazza Monte Grappa, 4; 
 since 15 July 2016 
 00195 Roma - Italy"
"I. Model AW189 (Transport Helicopter: Category A and Category B), Approved 27 February 2015",
Engine,"Two (2) General Electric CT7-2E1 
 FAA Engine Type Certificate Data Sheet No E8NE 
 Free turbine turboshaft engines with FADEC 
 For Limitations Ref. to GE Operating Instructions No. GEK112766"
Auxiliary Power Unit APU,"One (1) Microturbo model e-APU60 model 342 (FAA TSO C77b) 
  
 Max. Continuous = 41.9 hp (31.25 kW) at APU gearbox. 
  
 See e-APU60 for AW189 Installation Manual No. 0342/09/012, 
 issue /Ed. 06, dated 5/21/14 or later approved issue for detail"
Fuel,"JET A, JET A1, JP5, JP8, JP8+100, No. 3 Jet Fuel (for code no. specification and 
 more details refer to Rotorcraft Flight Manual) 
 Fuel icing inhibitors are mandatory for ambient temperatures below -15°C 
 See Section I of the Rotorcraft Flight Manual for fuel mixture and fuel temperature 
 limitations"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8 
 9 
 10 
 I I I I I I I I I I I"
Rev No,"3 
 1 
 2 
 - 
 2 
 3 
 2 
 2 
 2 
 2"
Oil,"MIL-PRF-83282; MIL-PRF-5606, as alternative in low temperature environments 
 Hydraulics 
 below -20° C (See NOTE 7) 
 Transmissions 
 AEROSHELL TURBO OIL 555 (DoD-L-85734). No different specification or brand 
 is allowed 
 Engine 
 Ref. to GE Operating Instructions No. GEK112766 
 APU 
 MIL-PRF-23699, MIL-PRF-7808 
 Additives 
 Kathon FP 1.5, MIL-DTL-27686, MIL-DTL-85470, MIL-I-25017, Biobor JF 
 Coolant 
 R134a 
 See Section I of the Rotorcraft Flight Manual for detailed information"
Fluid capacities,"Fuel 
 Total A/C capacity 
 Unusable 
 litres [kg (lb) (*)] 
 litres [kg (lb) (*)] 
 Two main fuel tanks (LH and RH) 
 1303 [1042 (2297.2)] 
 24 [19 (41.9)] 
 Two main fuel tanks (LH and RH) 
 1541 [1233 (2718.3)] 
 28 [22 (48.5)] 
 plus Forward Tanks 
 Two main fuel tanks (LH and RH) 
 1825 [1460 (3216.5)] 
 30 [24 (52.9)] 
 plus Auxiliary Central Tank 
 Two main fuel tanks (LH and RH) 
 2063 [1650 (3637.6)] 
 34 [27 (59.5)] 
 plus Forward Tanks plus Auxiliary 
 Central Tank 
 Extended Range (See Note 11) 
 2569 [2055 (4530.0)] 
 9 [7 (15.4)] 
 Two main fuel tanks (LH and RH) 
 Plus underbelly tanks 
 (*) Considering a medium density between different fuels of 0.8kg/l 
 Oil 
 Quantity 
 litres [kg (lb)] 
 ENGINE (each) 
 min 3.6 [3.59 (7.91)] - max 5.5 [5.49 (12.10)] 
 MAIN GEARBOX (min/max) 
 min 21.5 [21.46 (47.31)] - max 27 [26.95 (59.41)] 
 (24.5 + 2.5 for oil cooler, oil ducts and filter) 
 INTERMEDIATE GEARBOX 
 1.22 [1.217 (2.683)] 
 TAIL GEARBOX 
 1.87 [1.866 (4.114)] 
 HYDRAULIC 
 (per each Power Control Module) 
 3.20 [2.72 (6.00)] 
 Coolant system capacity 2.9kg"
Installed Engine Limits,"Max Gas 
 Max. Torque 
 Max ITT 
 Generator Speed 
 Lb-ft 
 °C (°F) 
 % (RPM) 
 OEI 
 30 sec. 
 575 
 (1972.4) 
 1078 
 105.0 (46935) 
 2 min. 
 575 
 (1972.4) 
 1078 
 105.0 (46935) 
 Continuous 
 515 
 (1774.4) 
 968 
 102.7 (45907) 
 AEO 
 Take Off (5 min.) 
 515 
 968 
 (1774.4) 
 102.7 (45907) 
 Maximum Continuous 
 490 
 942 
 (1727.6) 
 102.7 (45907)"
Transmission Limits,"Max torque 
 Power (SHP) 
 % (Lb-ft) 
 @ 102% NR 
 OEI 
 30 sec. 
 1 x 164% 
 (1 x 502.66) 
 2050.07 
 2 min. 
 1 x 155% 
 (1 x 475.08) 
 1937.59 
 Continuous 
 1 x 135% 
 (1 x 413.78) 
 1687.58 
 AEO 
 30 min. (below 90 KIAS) 
 2 x116% 
 (2 x 355.54 ) 
 1450.05 
 30 min. (above 90 KIAS) 
 2 x112% 
 (2 x 343.28 ) 
 1400.05 
 Maximum Continuous 
 2 x100% 
 (2 x 306.5 ) 
 1250.04 
 See Note 15 for Improved OEI Transmission Limits"
Rotor Limits,"POWER ON AEO 
 CONDITION 
 (RPM) 
 (%) 
 Minimum Continuous 
 284.75 
 100.0 
 Maximum Continuous 
 296.14 
 104.0 
 POWER ON OEI 
 CONDITION 
 (RPM) 
 (%) 
 Minimum Cautionary 
 256.28 
 90.0 
 Minimum Continuous 
 284.75 
 100.0 
 Maximum Continuous 
 296.14 
 104.0 
 POWER OFF 
 CONDITION 
 (RPM) 
 (%) 
 Minimum Continuous 
 270.51 
 95.0 
 Maximum Continuous 
 313.23 
 110.0"
