Keyterm,Info
"R00005RC 
 ACE Aeronautics, LLC 
 UH-60A 
 Revision 2 
 August 9, 2019",
TYPE CERTIFICATE TC,"ACE Aeronautics, LLC"
HOLDER,"105 Buck Island Road 
 Guntersville, AL 35976"
MODEL NUMBER,"UH-60A - Restricted Category Rotorcraft Approved October 21, 2016"
ENGINES,"(2) General Electric T700-GE-700 Original 
 (2) General Electric T700-GE-701C Alternate 
 (2) General Electric T700-GE-701D/CC Alternate"
FUEL,"Aviation Kerosene JP-4, JP-5, JP-8, Jet A, Jet A-1 or Jet B."
ENGINE LIMITS T700GE700,"SHAFT 
 POWER TURBINE 
 GAS GEN 
 POWER TURBINE 
 HP 
 RPM 
 RPM 
 INLET (TGT)"
Military Power 30 min,"1,561 
 20,900 
 44,700 
 850º C 
 1,318 
 20,900 
 44,700 
 775º C"
ENGINE LIMITS T700GE,"POWER TURBINE 
 GAS GEN 
 POWER TURBINE"
701C,"SHAFT 
 HP 
 RPM/% 
 RPM/% 
 INLET (TGT)"
Contingency Rated Power CRP 2,"1,940 
 20,900/100 
 44,700/102 
 903º C"
Maximum Rating 10 Min dual,"1,890 
 20,900/100 
 44,700/102 
 878º C"
Intermediate Rated Power IRP,"1,800 
 20,900/100 
 44,700/102 
 851º C"
min dual,"1,662 
 20,900/100 
 44,700/102 
 810º C"
Page No,"1 
 2 
 3 
 4 
 5 
 6"
Rev No,"2 
 2 
 - 
 - 
 - 
 -"
ENGINE LIMITS T700GE,"POWER TURBINE 
 GAS GEN 
 POWER TURBINE"
701DCC,"SHAFT 
 HP 
 RPM/% 
 RPM/% 
 INLET (TGT)"
Contingency Rated Power CRP 2,"1,940 
 20,900/100 
 44,700/102 
 903º C"
Maximum Rating 10 Min dual,"1,890 
 20,900/100 
 44,700/102 
 878º C"
Intermediate Rated Power IRP,"1,800 
 20,900/100 
 44,700/102 
 851º C"
min dual,"1,662 
 20,900/100 
 44,700/102 
 810º C"
TRANSMISSION LIMITS,TORQUE:
UH60A,"110% Single Engine (No time 
 limit) 100% Dual Engine (No 
 time limit)"
ROTOR LIMITS,"Power Off: 
 Max. 265 RPM Maximum 
 110% Max. 217 RPM 
 Minimum 90% 
 Power On 
 Max. 258 RPM Maximum 
 107% Max. 232 RPM 
 Minimum 96%"
AIRSPEED LIMITS,"Vne Power on: 193 knots IAS, (221 MPH). See document ACE-210 “Rotorcraft Flight 
 Manual (RFM) for the UH-60A Helicopter for variation of Vne with gross weight, 
 pressure altitude and temperature. 
 Refer to document no. ACE-210 “Rotorcraft Flight Manual (RFM) for the UH-60A 
 Helicopter, Rev. IR, Dated 30 September, 2016 or later FAA approved revisions for 
 additional limitation data."
EMPTY WEIGHT C G RANGE,None
DATUM,341.2 inches forward of the main rotor centroid.
LEVELING MEANS,"Plumb bob in L/H cabin door frame to leveling plate on cabin floor. Ref. Work Package 
 1727 contained in TM 1-1520-237-23"
MAXIMUM WEIGHT,"22,000 lbs."
MINIMUM CREW,"2 (pilot, copilot) location at aircraft station 227.1 for both pilot and co-pilot"
