Keyterm,Info
"H3SO 
 Revision 17 
 Richards Heavylift Helo, 
 Inc. 
 UH-1A 
 UH-1B 
 UH-1H 
 May 02, 2016",
Type Certificate Holder,"Richards Heavylift Helo, Inc. 
 1181 Osprey Nest Point 
 Orange Park, Florida 32073"
Type Certificate Holder Record,"TC issued to Wilco Aviation on November 21, 1974. 
 Wilco Aviation transferred TC to Southern Aero Corporation on July 10, 1984. 
 Southern Aero Corporation transferred TC to UNC Helicopter Inc. on May 10, 1994. 
 UNC Helicopters, Inc. transferred TC to US Helicopter, Inc. on December 27, 1995. 
 US Helicopter Inc. transferred TC to S.M.&T. Aircraft on August 23, 2001. 
 S.M.&T. Aircraft transferred to Richards Heavylift Helo, Inc. on October 18, 2005 
 Richards Heavylift Helo, Inc. address change on March 22, 2010. 
 Richards Heavylift Helo, Inc. address change on May, 02, 2016."
"I. - Model UH-1A (Restricted Category) approved November 21, 1974 
 (See Note 8 & 10 regarding helicopter, engines and appliances)",
Engine,Lycoming T-53-L-1A
Fuel,"MIL-T-5624, Grade JP-4 (Jet B) (See note 11 for alternate fuels)"
Engine Limits,"Torque Pressure 
 Output Shaft 
 Exhaust Gas Temp 
 (p.s.i.) 
 (r.p.m.) 
 (° C) 
 Takeoff (5 min.) 
 34 (860 HP) 
 6400 (98%) 
 760 
 Maximum continuous 
 30.5 (770 HP) 
 6200 (94%) 
 385"
Rotor Limits,"Power Off 
 Power On 
 Maximum 330 R.P.M. 
 Maximum 314 R.P.M. 
 Minimum 285 R.P.M. 
 Minimum 310 R.P.M."
Airspeed Limits,"Never exceed 120 mph (105 knots) up to and including 7200 lbs. G.W. at sea level. 
 Velocity decreases 3.5 mph per 1000 ft. (3 knots per 1000 ft.) (See NOTE 2 for required 
 placard)."
C G Range,"(+128.0) to 
 (+137.5)"
Maximum Gross Weight,7200 lbs.
Minimum Crew,1 (pilot)
No of Seats,See Note 11
Fuel Capacity,125 gallons (+136).
Oil Capacity,6 gallons (+157.0) unusable oil 1.6 gallons (included in capacity)
Movements,"For rigging information, refer to Technical Manual 55-1520-218-20."
