Keyterm,Info
"R0014DE 
 Revision 0 
 Tandem Rotor, LLC 
 CH-47D 
 21-October-2016",
Type Certificate Holder,"Tandem Rotor, LLC 
 124 W. Pine Street 
 Missoula, MT 59802"
Type Certificate Holder Record,N/A
"I - Model CH-47D (Restricted Category Military Surplus Helicopter) Approved August 16, 2016",
Engine,Two (2) Honeywell T55-GA-714A
Fuel,"ASTM-D1655 JP-8, JP-5, JP-4, (Jet A, Jet A-1, Jet B) (See Note 11 for Alternative and 
 Emergency Fuels) 
 Engine Operating Limits - (Normal Operation)"
Rating,"Torque 
 Power Turbine 
 Power 
 Gas Gen. 
 Turbine 
 Inlet Temp 
 (% Q) 
 Speed (%Ng) 
 Speed (%Np) 
 (PTIT) oC"
TakeOff 10 Min,"100% 
 111% 
 111.5% 
 899"
Military Power 30 Min,"100% 
 -------- 
 -------- 
 854 
 100% 
 -------- 
 -------- 
 815 
 -------- 
 -------- 
 -------- 
 932 
 Contingency Power (Max. for not more than 2.5"
minutes,"100% 
 111% 
 111.5% 
 943 
 Maximum Transient (for not more than 12"
One Engine Inop 10 Min,"123% 
 111% 
 111.5% 
 899"
One Engine Inop 30 Min,"123% 
 -------- 
 -------- 
 854 
 123% 
 -------- 
 -------- 
 815 
 -------- 
 -------- 
 -------- 
 932 
 Contingency Power (Max. for not more than 2.5"
minutes,"123% 
 111% 
 111.5% 
 943 
 Maximum Transient (for not more than 12"
Rotor Limits,"Power Off 
 Power On 
 Minimum 
 91% r.p.m 
 91% r.p.m 
 Maximum 
 108% r.p.m 
 111% r.p.m"
Airspeed limits,"Vne (never exceed): 170 KIAS at Sea Level. See the appropriate Tandem Rotor, LLC, 
 CH-47D Rotorcraft Flight Manual per Note 5 for variations of Vne with rotor 
 r.p.m., gross weight, pressure altitude and temperature. 
 Sideward Flight (maximum): 45 KIAS 
 Rearward Flight (maximum): 45 KIAS"
Page No,"1 
 2 
 3 
 4 
 5"
Rev No,"- 
 - 
 - 
 - 
 -"
CG range,"Most forward C.G. 
 Sta. +310.00 
 Most Aft C.G. 
 Sta. +349.00 
 (+322.00) to (+331.00) at 50,000 lb. 
 (+319.00) to (+336.00) at 44,800 lb. 
 (+310.00) to (+343.0) at 33,000 lb. 
 (+310.00) to (+349.0) at 28,550 lb. or less"
Empty weight CG range,None
Datum,Station 0 (datum is 21.5 inches forward of the most forward point of the nose section)
Leveling means,"Plumb bob hook at top of main cabin door interior trim forward of Sta. 150. Plumb target 
 under main cabin door sill forward of Sta. 150 at BL 48.3. Plumb line from upper hook 
 to target."
Maximum weight,"50,000 lb."
Cargo Hook Limitations,"The limits presented below are structural limitations only. 
 a. The structural limit of the forward and aft hook is 17,000 pounds each. 
 b. The maximum single load that can be suspended as a tandem load from the forward 
 and aft hooks is 25,000 pounds. 
 c. The center cargo hook is limited to a maximum load of 26,000 pounds."
Minimum Crew,"3 (1 pilot, 1 copilot, 1 crewmember)"
No of Seats,"Refer to Tandem Rotor Operators Manual no. TAN-210 “Rotorcraft Flight Manual for 
 the Tandem Rotor, LLC CH-47D Helicopter” Rev. IR, Dated October 20, 2016."
No of Passengers,None (see Note 10)
Maximum Compartment Weights,"Refer to the Operators Manual no. TAN-210 “Rotorcraft Flight Manual for the Tandem 
 Rotor, LLC CH-47D Helicopter” Rev. IR, Dated October 20, 2016."
Fuel Capacity,"1028 gal. (total); 
 278 gal. (Left Main Tank) Sta. +317.30 
 274 gal. (Right Main Tank) Sta. +317.30 
 122 gal. (Left Fwd Aux Tank) Sta. +214.00 
 119 gal (Right Fwd Aux Tank) Sta. +214.00 
 118 gal. (Left Aft Aux Tank) Sta. +414.00 
 117 gal. (Right Aft Aux Tank) Sta. +414.00 
 Unusable fuel; 
 1) 4.0 gal. Sta. +316.00 
 2) 5.8 gal. Sta. +357.00 
 The full tank usable fuel weight will vary depending upon fuel specific weight. See the 
 appropriate Tandem Rotor, LLC, CH-47D Rotorcraft Flight Manual per Note 5."
Oil capacity,"3.75 gal. per engine, Sta. +480.7 
 These are maximum capacities which include residual and trapped oil/fuel. Servicing 
 capacities will be less. See the appropriate Tandem Rotor, LLC, CH-47D Rotorcraft 
 Flight Manual per Note 5."
Rotor Blade and,For rigging information see Note 3.
Serial No Approved,"U.S. Military Surplus CH-47D helicopters as identified in Tandem Rotor, LLC, 
 Serial Number Report, Restricted Category Type Certificate, Model CH-47D Helicopter, 
 no. TAN-204 Rev. 0 or later FAA approved revision."
Date of Application,24-February-2016
