Keyterm,Info
"A-2-578 
 Revision 4 
 (see Note 6) 
 NOORDUYN 
 Army UC-64 Norseman Mark IV 
 UC-64A 
 UC-64B 
 Mark VI 
 UC-64AS 
 Mark V 
 January 27, 1992",
Type Certificate Holder,"Noorduyn Aviation Ltd. (see Note 4) 
 Montreal, Canada"
"I - Models UC-64 or Norseman MK IV 
 Model Army UC-64A, UC-64B, UC-64AS or Norseman MK VI 
 Model Norseman MK V (Normal Category) approved January 27, 1992 
 (The UC-64 and UC-64B are similar and differ from the UC-64A principally in regard to the airframe structure, the 
 electrical system and the fuel tank construction. The UC-64A landing gear accommodates larger shock struts). The UC- 
 64AS is equipped with Edo floats (see item 203). The Norseman MK V is a civilian, nonmilitary version of the 
 Norseman MK VI with increased disposable load capacity due to the removal and elimination of military equipment.)",
Engine,Pratt & Whitney Military Model R-1340AN-1
Engine MK V,Pratt & Whitney Military Model R-1340AN-1 or WASP S3H1
Fuel,91 minimum octane aviation gasoline
Engine limits,"Maximum continuous, 
 (Sea level) 34.0 in. hg., 2200 rpm (550 hp) 
 (5000 ft.) 32.5 in. hg., 2200 rpm (550 hp) 
 Take-off (one minute), 36.0 in. hg., 2250 rpm (600 hp)"
Airspeed limits,"Level flight or climb 
 150 mph (130 knots) True Ind. 
 Glide or dive 
 180 mph (157 knots) True Ind. 
 Flaps extended 
 108 mph ( 94 knots) True Ind."
CG range,"Landplane: (+106.2) to (+114.7) 
 Seaplane: (+103.9) to +114.7)"
CG range MK V,"Landplane and Skiplane 
 24.6% MAC (103.3) to 38.0% MAC (114.7) at 7400 lbs. 
 18.0% MAC (97.7) to 38.0% MAC (114.7) at 6000 lbs. or less 
 Seaplane 
 25.3% MAC (103.9) to 38.0% MAC (114.7) at 7540 lbs. 
 18.0% MAC (97.7) to 38.0% MAC (114.7) at 6000 lbs. or less 
 Straight line variation between points given."
MAC,"85 inches, L.E. of M.A.C. at +82.36."
Datum,Propeller hub center line
Leveling means,Lugs provided on station 3 steel tubes just aft of pilots seat.
Maximum weights,"UC-64 and UC-64B: 
 6450 lbs. 
 UC-64A: 
 7300 lbs. 
 UC64AS: 
 7435 lbs. with MacDonald Edo 55-7170A floats 
 6800 lbs. with Edo Yd-6470 floats 
 Note: 
 The UC-64AS is also eligible at 7540 lbs. when MacDonald Edo 55-7170A 
 floats are installed and when modified in accordance with Noorduyn Report 
 806A as follows:"
1,"2 
 3 
 4 
 5 
 6"
4,"4 
 4 
 4 
 4 
 4 
 (a) 
 The flaps and aileron interconnecting mechanism removed and the following 
 placard installed: 
 ""Use 8° flaps for take-off."" 
 (b) The baggage compartment modified. 
 Maximum capacity 150 lbs. (+164)."
Maximum weights MK V,"Landplane 
 7400 lbs. 
 Skiplane 
 7400 lbs. 
 Seaplane 
 7540 lbs. (with Edo 55-7170A floats) 
 7188 lbs. (with Edo Yd 6470 floats)"
No seats,"9 (pilot and copilot at +84) (seven passengers). 
 No. seats (MK V) 
 10 (pilot and copilot at (+84) Bench type seats for eight 
 passengers, or passenger chairs for six."
Maximum baggage,"120 lbs. (+236). Cargo section (+91 to +211). 
 Maximum capacity cargo section is 2500 lbs."
Fuel capacity,"245 gals. (One tank in each wing at 60 gals. ea., (+112), front fuselage tank 45 gals. 
 (+127.6), rear fuselage tank 80 gals. (+159).) 
 Auxiliary cabin tank of 38 gals. is not approved for installation in the MK V."
Oil capacity,"23 gals. (+47.6) 
 10.2 gals. (MK V)"
Control surface movements,"Flaps 
 38° down 
 Elevator 31° up 
 22° down 
 Elevator trim tab 
 14° up 
 19° down 
 Aileron 
 27° up 
 23° down 
 Rudder 
 26° right 
 26° left 
 Rudder trim tab 
 4.5° right 
 11° left"
Serial Nos eligible,"All Army serial numbers (Use Mfr's. serial number if available). 
 Mark IV - serial no. 7 through 99, inclusive. 
 Mark VI - serial no. 100 through 849, inclusive. 
 Mark V - serial no. N29-1 through N29-48, inclusive; 
 N29-50 to N29-53, inclusive, and N29-55."
Required equipment,"Landplanes: Items 1, 2, 101, 102, 104, 105, 201, 202, 301, 302. 
 Seaplane: Items 1, 2, 101, 102, 104, 105, 203(a) or (b), 301, 302, 601."
Certification basis,Airworthiness Certificate only (CAR 4a)
Export eligibility,Eligible for export to all countries subject to the provisions of MOP 2-4.
Equipment,"A plus (+) or minus (-) sign preceding the weight of an item indicates net weight change when that item is 
 installed. 
 An asterisk (*) preceding items of equipment listed herein denotes approval has been obtained by other 
 than the aircraft manufacturer."
1,"Propeller - Ham. Std., hub 12D40, blades 6101-12 
 Diameter: Max. 9'1"", min. allowable for repairs 8'10-5/8"". 
 No further reduction permitted. 
 Pitch settings at 42 in. sta.: High 21°, low 11°."
2,"Propeller governor - Ham. Std. 1M12-G 
 (+7.5)"
3,"Propeller - Ham. Std., hub 3D40, blades 6101-12 
 Diameter: Max. 9'3/4"", min. allowable for repairs 8'10-3/8"". 
 No further reduction permitted. 
 Pitch settings at 42 in. sta.: High 19°, low 8.4°. 
 (Tachometer should be red-lined accordingly.) 
 Propellers and Propeller Accessories (MK V)"
4,Hamilton Standard two-bladed constant speed propeller 12D40-211 or three-bladed constant
speed propeller 3D40231,Engine and Engine Accessories - Fuel and Oil System
