Keyterm,Info
"4A1 
 ANDERSON-GREENWOOD 
 14 
 October 2, 1950",
Manufacturer,"Anderson, Greenwood & Company 
 Houston, Texas"
"I - Model 14, 2 PCLM (Normal Category), Approved September 20, 1950",
Engine,Continental C90-12FP
Fuel,80 minimum octane aviation fuel
Engine limits,"For all operations, 2475 rpm (90 hp)"
Airspeed limits,"Maneuvering 
 109 mph True Ind. 
 Max. struct. cruising 
 132 mph True Ind. 
 Never exceed 
 148 mph True Ind. 
 Flaps extended 
 94 mph True Ind."
CG range,"(+95.3) to (+98.5) at 1400 lbs. 
 (+95.3) to (+100.9) at 1150 lbs. or less 
 Straight line variation between points given. 
 LBS 
 1400 
 1300 
 1200 
 1100 
 1000 
 900 
 95 
 96 
 97 
 98 
 99 
 100 
 101 
 INCHES"
Empty weight CG range,None
Datum,88.5 in. ahead of wing center section leading edge.
Leveling means,Lugs on keel beam under cabin floor.
Maximum weight,1400 lbs.
No seats,2. (+71)
Maximum baggage,250 lbs. (+91)
Fuel capacity,24 gals. (+95)
Oil capacity,4.8 qts. (+113)
Page No,"1 
 2 
 3"
Rev No,"- 
 - 
 -"
Control surface movements,"Wing flaps 
 44° down 
 Stabilizer 
 Fixed 
 Elevator 
 25° up 
 17° down 
 Elevator tab 
 40° up 
 33° down 
 Aileron 
 45° up 
 6° down 
 Rudder 
 20° left 
 20° right"
Serial Nos eligible,1 and up
Required equipment,"1, 2, 201(a), 202(a), 205(a), 206(a), 401, 601."
Specifications Pertinent to All Models,
Certification basis,"Type Certificate No. 4A1 (CAR 3, Normal Category)"
Production basis,"None. Prior to original certification a CAA representative must 
 perform a detailed inspection for workmanship, materials, and 
 conformity with the approved technical data, and a check of the 
 flight characteristics."
Export eligibility,"Eligible for export to all countries subject to the provisions of 
 ASR 312 (MOP 2-4 contains same information)."
Equipment,"A Plus (+) or minus (-) sign preceding the weight of an item indicates 
 net weight change when that item is installed."
"1. 
 Hartzell adjustable pitch propeller, hub model HA-12UF-1, blades model",
No additional tolerance permitted,"Diameter - not over 72 in., not under 70.5 in."
2,"Extension hub - propeller Anderson, Greenwood Part No. 14-5006""A"" 
 2 lbs. (+132) 
 Engine and Engine Accessories - Fuel and Oil System"
101,16 lbs. (+107)
201,"Two main wheel-brake assemblies, 6.00-6, Type III"
Goodyear Model LF6HBD,12 lbs. (+110)
a,"Two main wheel 4-ply rating tires, 6.00-6, Type III 
 18 lbs. (+110)"
205,"One nose wheel, 5.00-4, Type III."
Goodyear Model 4NBM,3 lbs. (+15)
a,"One nose wheel, 4-ply rating tire, 5.00-4, Type III, 
 6 lbs. (+15)"
Battery  Reading S2412V,23 lbs. (+26)
302,10 lbs. (+107)
303,2 lbs. (+27)
401,"CAA Approved Airplane Flight Manual, dated September 19, 1950"
601,"Aileron, flap, and elevator seal tape, Anderson, 
 Weight negligible 
 Greenwood Dwg. No. 14-8049. Installation as per Final Assembly 
 Dwg. No. 14-0005. 
 NOTE 1. Current weight and balance report including list of equipment included in certificated 
 weight empty, and loading instructions when necessary, must be in each aircraft at the 
 time of original certification and at all times thereafter (except in the case of air carrier 
 operators having an approved weight control system). 
 NOTE 2. The following placard must be displayed on the instrument panel in full view of the pilot: 
 (a) 
 ""This airplane must be operated in accordance with the operating limitations 
 specified in the CAA Approved Airplane Flight Manual."" 
 (b) 
 ""Operate in Normal Category in compliance with approved Flight Manual. Acrobatics 
 (including spins) Prohibited."""
