Keyterm,Info
TCDS NUMBER: H4NE,
US DEPARTMENT OF TRANSPORTATION,REVISION NUMBER: 6
FEDERAL AVIATION ADMINISTRATION,"SIKORSKY AIRCRAFT 
 MODELS:"
TYPE CERTIFICATE DATA SHEET H4NE,"S-70C(M1) 
 S-70C(M) 
 REVISION DATE: February 27, 2017 
 This data sheet, which is part of Type Certificate Number H4NE, prescribes conditions and limitations under which the product 
 for which the Type Certificate was issued meets the airworthiness requirements of the Civil Air Regulations."
Type Certificate TC Holder,"Sikorsky Aircraft Corporation 
 6900 Main Street 
 Stratford, Connecticut 06615-9129"
I  Model Number,S-70C(M1) (Restricted Category) Approved: 2/21/90 (See Note 3)
ENGINES,"2 General Electric CT7-2D 
 2 General Electric T700-GE-401"
FUEL,"Aviation Kerosene, JP4, JP5, Jet A, Jet A-1, Jet B or JP 8."
ENGINE LIMITS,"FOR GENERAL ELECTRIC MODEL CT7-2D 
 POWER 
 TURBINE 
 SHAFT HP 
 GAS GEN. 
 TURBINE 
 GAS 
 (S.L. STD) 
 RPM / % 
 RPM / % 
 TEMP/ °C 
 2 1/2 min. Power 
 1,725 
 20,900 / 100 
 46,070 / 103 
 911 
 (Contingency Power) 
 30 min. Power 
 1,625 
 20,900 / 100 
 45,430 / 102 
 873 
 Maximum Continuous 
 1,595 
 20,900 / 100 
 45,240 / 101 
 858 
 Power (MCP)"
ENGINE LIMITS,"FOR GENERAL ELECTRIC MODEL T700-GE-401 
 POWER 
 TURBINE 
 SHAFT HP 
 GAS GEN. 
 TURBINE 
 GAS 
 (S.L. STD) 
 RPM / % 
 RPM / % 
 TEMP/ °C 
 2 1/2 min. Power 
 1,723 
 20,900 / 100 
 45,600 / 102 
 917 
 (Contingency Power) 
 30 min. Power 
 1,690 
 20,900 / 100 
 45,600 / 102 
 867 
 Maximum Continuous 
 1,437 
 20,900 / 100 
 43,800 / 98 
 801 
 Power (MCP)"
1,"2 
 3 
 4 
 5 
 6 
 7"
6,"5 
 6 
 5 
 5 
 5 
 5"
TRANSMISSION LIMITS,"Torque / % 
 2 Minute 
 120 OEI 
 115 Dual 
 30 Minute 
 120 OEI 
 106 Dual 
 Continuous 
 120 OEI 
 106 Dual"
ROTOR LIMITS,"Power On: 
 Max. 101% (100% = 258 RPM) 
 Min. 
 96% 
 Power Off: 
 Max. 121% 
 Min. 
 90%"
AIRSPEED LIMITS,"Maximum (red line) airspeed 180 KIAS 
 C.G. RANGE 
 352.5 
 361.0 
 21,700 
 19,462 
 20,700 
 10,000 
 346.8 
 364.0"
DATUM,341.2 inches forward of the main rotor centroid
MAXIMUM WEIGHT,"21,700 lbs."
MINIMUM CREW,"2 (pilot, copilot)"
NUMBER OF SEATS,1 at Sta. 329; 1 at Sta. 366.
FUEL CAPACITY,590 gallons; 2 tanks (LH & RH interchangeable)
OIL CAPACITY,7.3 quarts each engine
OTHER OPERATING,Sikorsky Publication Operator's Manual S-70C(M1) Helicopter RFM SA4047-70CM1-
LIMITATIONS,NFM-000.
SERIAL NUMBERS,None
TYPE CERTIFICATION,"FAR 21.25(a)(2), effective January 6, 1975."
BASIS,"Type Certification No. H4NE issued April 25, 1986, revised February 21, 1990, (See 
 Note 3), for the purpose of: 
 (1) Agricultural 
 (2) External Cargo 
 (3) Forest and wildlife conservation"
PRODUCTION BASIS,Production Certificate No. 105.
EQUIPMENT,"The following must be installed in each type helicopter for certification: 
 (1) Sikorsky Publication Operator's Manual S-70C(M1) Helicopter RFM SA4047- 
 70CM1-NFM-000. 
 (2) Removal of military equipment in accordance with the latest FAA approved 
 Revision of Sikorsky Aircraft Kit Drawing No. 70080-00102, and replace with 
 commercial equipment. Remove T700-GE-401 engines and replace with GE 
 CT7-2D engines."
II. Model Number: S-70C(M) (Restricted Category) Approved: 2/21/90. (See Note 3),
ENGINES,"2 General Electric CT7-2D1 
 2 General Electric T700-GE-401 
 2 General Electric T700-GE-401C"
FUEL,"Aviation Kerosene JP4, JP5, Jet A, Jet A-1, Jet B, or JP 8."
ENGINE LIMITS,"FOR GENERAL ELECTRIC MODELS CT7-2D1 
 POWER 
 TURBINE 
 SHAFT HP 
 GAS GEN. 
 TURBINE 
 GAS 
 (S.L. STD) 
 RPM / % 
 RPM / % 
 TEMP/°C 
 2 1/2 min. Power 
 1,725 
 20,900 / 100 
 46,070 / 103 
 858 
 (Contingency Power) 
 30 min. Power 
 1,625 
 20,900 / 100 
 45,430 / 102 
 858 
 Maximum Continuous 
 1,595 
 20,900 / 100 
 45,240 / 101 
 841 
 Power (MCP)"
