Keyterm,Info
"A31CE 
 Revision 11 
 Textron Aviation 
 F90 
 November 27, 2017",
Type Certificate Holder,"Textron Aviation Inc. 
 One Cessna Boulevard 
 Wichita, KS 67215"
Type Certificate Holder Record,"Beech Aircraft Corporation transferred to 
 Raytheon Aircraft Company on April 15, 1996 
 Raytheon Aircraft Company transferred to 
 Hawker Beechcraft Corporation on March 26, 2007 
 Hawker Beechcraft Corporation transferred to 
 Beechcraft Corporation on April 12, 2013 
 Beechcraft Corporation transferred to 
 Textron Aviation Inc. on October 12, 2016"
"I. 
 Model F90, King Air, 7-10 PCLM (Normal Category), approved May 18, 1979",
Engine,"Two (2) Pratt & Whitney Aircraft of Canada, Ltd., PT6A-135 (LA-1 through LA-204, 
 except LA-202), PT6A-135A (LA-202, LA-205 and on) (turboprop) per Beech 
 Specification BS 23046 and BS 23549 respectively."
Fuel,"JP-4, JP-5 (MIL-T-5624); JP-8 (MIL-T-83133); JET A, JET A-1, and JET B 
 conforming to P&WC S.B. 1244 or ASTM Spec. D1655. 
 See NOTE 6 for emergency fuels."
Oil Engine  Gearbox,P&WC PT6 Engine Service Bulletin No. 1001 Lists approved brand oils
Engine Limits,"Max. Permissible 
 Shaft 
 N1 Gas 
 Prop 
 Turbine Interstage 
 Horsepower 
 Generator Speed 
 Shaft Speed 
 Temp. (Deg. C.)"
Takeoff 5 min,"750 
 101.5% 
 1900* 
 805"
enroute emergency,"750 
 101.5% 
 1900* 
 805"
Starting transient 2 sec,1000
Max reverse 1 min,"720 
 88.0% 
 1815 
 805 
 *See NOTE 4 
 At low altitude and low ambient temperature, the engines may produce more power at 
 takeoff than that for which the airplane has been certificated. Under these conditions the 
 placarded torque meter limitations shall not be exceeded. 
 Oil temperatures 
 Minus 40° C. minimum starting 
 Minus 40° C. to 99° C. low idle 
 10° C. to 99° C. max continuous"
Page No,"1 
 2 
 3 
 4"
Rev No,"11 
 3 
 6 
 3"
Propeller and,Two (2) Hartzell HC-B4TN-3B hubs (effective LA-1 through LA-120 except LA-20 and
Propeller Limits,"LA-97), HC-B4TN-3A or HC-B4TN-3B hubs (effective LA-20, LA-97, and LA-121 
 through LA-130) with Hartzell T10173FB-10.5 or T10173FNB-10.5 aluminum alloy 
 blades and Hartzell C-3425P, C-3425-1P, C3425-2P, or C-3425-3P spinner assembly. 
 (For Aircraft S/N LA-131 and on) 
 Two (2) Hartzell HC-B4TN-3A or HC-B4TN-3B hubs with Hartzell T10173FK-10.5 
 or T10173FNK-10.5 aluminum alloy blades and Hartzell C-3425-2P or C-3425-3P 
 spinner assembly. 
 Diameter: 92.0 in. (maximum) 
 No further reduction permitted. 
 Pitch settings at: 
 Flight idle stop 
 (See NOTE 5(a)) 
 Secondary flight idle stop 
 (See NOTE 5(b)) 
 Reverse 
 8.5° ± 0.4° 
 Feathered 
 87.5° ± 0.5° 
 Avoid continuous operation on ground below 1200 rpm."
