Keyterm,Info
"A-812 
 Revision 27 
 Aero Spacelines, Inc. 
 (Boeing) 377 
 377SGT, 377MG 
 September 1, 1973",
Type Certificate Holder,"Aero Spacelines, Incorporated 
 P. O. Drawer B 
 Santa Barbara Airport 
 Santa Barbara, California 93102"
I - MODEL 377 (TRANSPORT CATEGORY) APPROVED 3 SEPTEMBER 1948,
Engines,"4 P&W Wasp Major TSB3-G with two 3-1/2N dampers. Propeller gear ratio .375:1 
 (See Item 101 for optional engines)"
Fuel,"Aviation gasoline: Minimum grade 108/135 or 100/130 
 (See NOTE 8 for more information on fuel grades)"
Engine limits,"See NOTE 4 for more information on limits 
 M.P. 
 Impeller Gear Ratio 6.375:1 
 HP 
 RPM 
 IN.HG. ALT. 
 (a) 
 Fuel Grade 108/135 or 115/145 
 (SEE NOTE 8) 
 Take-off, Wet (Two minutes) 
 3500 
 9500 
 60.0 
 S.L. 
 See NOTE 6 for Water Injection 
 Mixture 
 Take-off, Dry (Two minutes) 
 3250 
 2700 
 60.0 
 S.L. 
 Maximum continuous 
 2800 
 2550 
 53.5 
 S.L. 
 Maximum continuous 
 2800 
 2550 
 53.5 
 1200' 
 (b) 
 Fuel Grade 100/130 (See NOTE 8) 
 Take-off, Wet (Two minutes) 
 3250 
 2700 
 56.5 
 S.L. 
 See NOTE 6 for Water Injection 
 Mixture 
 Take-off, Dry (Two minutes) 
 3000 
 2700 
 56.0 
 S.L. 
 Maximum continuous 
 2650 
 2500 
 50.5 
 S.L. 
 Maximum continuous 
 2650 
 2550 
 50.0 
 2800'"
Airspeed limits,"Vno (Normal operating) 
 312 MPH 
 (271 Knots) True Ind. 
 (Above 13,600' reduce speed 
 6 MPH for each additional 1,000') 
 Vne (Never exceed) 
 351 MPH 
 (305 Knots) True Ind. 
 (Above 13,500' reduce speed 
 6 MPH for each additional 1,000') 
 Vp 
 (Maneuvering) 
 237 MPH 
 (206 Knots) True Ind. 
 Vf 
 (Flaps Down 25°) 
 220 MPH 
 (191 Knots) True Ind. 
 Vf 
 (Flaps Down 30°) 
 200 MPH 
 (175 Knots) True Ind. 
 Vf 
 (Flaps Down 45°) 
 186 MPH 
 (162 Knots) True Ind. 
 Vlo 
 (Ldg. Gr. Operation) 
 230 MPH 
 (200 Knots) True Ind. 
 Vle 
 (Ldg. Gr. Extension) 
 230 MPH 
 (200 Knots) True Ind. 
 Mach. No. - Never exceed .585"
1,"2 
 3 
 4 
 5 
 6 
 7 
 8 
 9 
 10 
 11 
 12 
 13 
 14 
 15 
 16 
 17"
27,"- 
 - 
 - 
 - 
 - 
 - 
 - 
 - 
 - 
 - 
 - 
 - 
 27 
 27 
 27 
 27"
CG range,"(Straight line variation should be used between the forward C.G. locations for each 
 condition group.) 
 Weight 
 Landing 
 Fwd. Limit 
 Aft Limit 
 Condition 
 lbs. 
 Gear 
 Station 
 % MAC 
 Station 
 % MAC 
 Using Item 1(a), Curtiss Propellers C644S-B302/1052/20C4-30, the following limits apply: 
 With Wet Power, Using Fuel Grade 108/135 or 115/145 (see Note 8.) 
 Takeoff 
 142,500 
 Down 
 535.7 
 28.6 
 541.8 
 32.6 
 Takeoff 
 140,000 
 Down 
 518.4 
 17.4 
 541.8 
 32.6 
 Takeoff 
 130,000 
 Down 
 515.6 
 15.6 
 541.8 
 32.6 
 Takeoff 
 121,700 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Landing 
 121,700 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Enroute 
 142,500 
 Up 
 534.7 
 28.0 
 544.0 
 34.0 
 (Flaps up) 
 139,500 
 Up 
 512.8 
 13.8 
 544.0 
 34.0 
 114,000 or 
 Up 
 506.9 
 10.0 
 544.0 
 34.0 
 less 
 With Dry Power, Using Fuel Grade 108/135 or 115/145 (see Note 8.) 
 Takeoff 
 138,000 
 Down 
 535.7 
 28.6 
 541.8 
 32.6 
 Takeoff 
 135,000 
 Down 
 517.1 
 16.6 
 541.8 
 32.6 
 Takeoff 
 130,000 
 Down 
 515.6 
 15.6 
 541.8 
 32.6 
 Takeoff 
 121,700 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Landing 
 121,700 
 Down 
 524.6 
 21.4 
 541.8 
 32.6 
 120,500 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Enroute 
 138,000 
 Up 
 512.5 
 13.6 
 544.0 
 34.0 
 (Flaps up) 
 114,000 or 
 Up 
 506.9 
 10.0 
 544.0 
 34.0 
 less 
 With Wet Power, Using Fuel Grade 100/130 (see Note 8) 
 Takeoff 
 137,600 
 Down 
 535.7 
 28.6 
 541.8 
 32.6 
 Takeoff 
 135,400 
 Down 
 517.2 
 16.6 
 541.8 
 32.6 
 Takeoff 
 130,000 
 Down 
 515.6 
 15.6 
 541.8 
 32.6 
 Takeoff 
 121,700 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Landing 
 121,700 
 Down 
 524.6 
 21.4 
 541.8 
 32.6 
 Landing 
 120,500 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Enroute 
 137,600 
 Up 
 534.7 
 28.0 
 544.0 
 34.0 
 (Flaps up) 
 135,000 
 Up 
 511.9 
 13.2 
 544.0 
 34.0 
 114,000 or 
 Up 
 506.9 
 10.0 
 544.0 
 34.0 
 less 
 With Dry Power, Using Fuel Grade 100/130 (see Note 8) 
 Takeoff 
 131,700 
 Down 
 535.7 
 28.6 
 541.8 
 32.6 
 Takeoff 
 129,000 
 Down 
 515.3 
 15.4 
 541.8 
 32.6 
 Takeoff 
 121,700 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Landing 
 117,300 
 Down 
 535.7 
 28.6 
 541.8 
 32.6 
 Landing 
 115,000 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Enroute 
 131,800 
 Up 
 511.1 
 12.7 
 544.0 
 34.0 
 (Flaps up) 
 114,000 or 
 Up 
 506.9 
 10.0 
 544.0 
 34.0 
 less 
 Using Item (1)b, Ham. Std. Propellers 24260/2J17B3-8W and operating in accordance with 
 PAWA 377-10-26 Airplane Flight Manual D-9405, or BOAC 377-10-32 Airplane Manual 
 D-8529, the following limits apply: 
 Takeoff 
 145,800 
 Down 
 535.7 
 28.6 
 541.8 
 32.6 
 Takeoff 
 144,000 
 Down 
 519.5 
 18.1 
 541.8 
 32,6 
 Takeoff 
 130,000 
 Down 
 515.6 
 15.6 
 541.8 
 32.6 
 Takeoff 
 121,700 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Using Item (1)b, Ham. Std. Propellers 24260/2J17B3-8W and operating in accordance with 
 PAWA 377-10-26 Airplane Flight Manual D-9405, or BOAC 377-10-32 Airplane Manual 
 D-8529, the following limits apply: 
 Landing 
 121,700 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Enroute 
 145,800 
 Up 
 534.7 
 28.0 
 544.0 
 34.0 
 (Flaps up) 
 143,500 
 Up 
 513.7 
 14.4 
 544.0 
 34.0 
 114,000 or 
 Up 
 506.9 
 10.0 
 544.0 
 34.0 
 With Dry Power, Using Fuel Grade 108/135 or 115/145 (see Note 8) 
 Takeoff 
 140,600 
 Down 
 535.7 
 28.6 
 541.8 
 32.6 
 Takeoff 
 138,000 
 Down 
 518.0 
 17.2 
 541.8 
 32.6 
 Takeoff 
 130,000 
 Down 
 515.6 
 15.6 
 541.8 
 32.6 
 Takeoff 
 121,700 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Landing 
 121,700 
 Down 
 520.8 
 18.9 
 541.8 
 32.6 
 Landing 
 120,950 or 
 Down 
 514.0 
 14.6 
 541.8 
 32.6 
 less 
 Enroute 
 140,600 
 Up 
 534.7 
 28.0 
 544.0 
 34.0 
 (Flaps up) 
 137,500 
 Up 
 512.5 
 13.6 
 544.0 
 34.0 
 114,000 or 
 Up 
 506.9 
 10.0 
 544.0 
 34.0 
 less 
 For C.G. limits applying to operation with the automatic feathering system inoperative, 
 refer to the appropriate Airplane Flight Manual."
