Keyterm,Info
"A-2-571 
 Revision 11 
 CONS. VULTEE 
 BT-13 
 BT-13A (Navy SNV-1) 
 BT-13B (Navy SNV-2) 
 BT-15 
 January 23, 1950",
Manufacturer,"Consolidated-Vultee Aircraft Corp. 
 San Diego, Calif."
"I - Model BT-13, BT-13A(Navy SNV-1), BT-13B(Navy SNV-2), 2 PCLM, Approved June 2, 1945.",
Engine,(1) P&W Wasp Jr. TIB2 or Military Model R-985-25 or -27
See Item 108 for,(2) P&W Wasp Jr. TIB3 or Military Model R-985-AN-1 or -AN-3
optional engine,(3) P&W Wasp Jr. SB-3 or Military Model R-985-AN-8
Fuel,"87 min. octane aviation gasoline 
 80 min. octane may be used provided engine power is limited to 400 hp for all 
 operations."
Engine limits,"(1) & (2) For all operations, 2300 rpm (450 hp)"
With 87 min,"(3) Maximum continuous,"
octane fuel,"(Sea level) 34.5 in. Hg., 2200 rpm (400 hp) 
 (Straight line manifold pressure variation with altitude 
 to 5000 ft.) 33.5 in. Hg., 2200 rpm (400 hp) 
 Take-off (one minute), 36.5 in. Hg., 2300 rpm (450 hp)"
Airspeed limits,"Level flight or climb 
 177 mph True Ind. 
 Glide or Dive 
 207 mph True Ind. 
 Flaps extended 
 111 mph True Ind."
CG range,(+31.9) to (+41.3)
Empty weight CG range,"(+30.6) to (+32.1) If the empty weight C.G. falls within this range, checking of critical 
 forward and aft C.G. positions is unnecessary. This range is not valid for 3 or 4 place or 
 any other non-standard arrangements."
Maximum weight,"4350 lbs. (See NOTE 2 re 4745 lbs. for passengers and NOTE 3 re 3920 lbs. with wing 
 tips removed). 
 4745 lbs. for cargo only"
No seats,2 (1 at +45) (1 at +105)
Maximum baggage,175 lbs. (+132.5)
Fuel capacity,"120 gal. (+56) (one 60-gal. tank in each side of center section. Right tank has reserve of 
 17 gal. included in the capacity of 60 gal.)"
Oil capacity,10.9 gal. (-8.5)
Control surface movements,"Wing flaps 
 Down 
 60° 
 Elevator 
 Up 30° 
 Down 
 25° 
 Elevator trim tab 
 Up 25° 
 Down 
 25° 
 Aileron Up 25° 
 Down 
 11.5° 
 Aileron trim tab 
 Up 
 3° 
 Down 
 6° 
 Rudder Right and Left 35° 
 Rudder trim tab 
 Right and Left 25°"
Serial Nos eligible,"All Army and Navy serial numbers. Use mfgs. serial number for certification if 
 available."
Required equipment,"Items 1(a), 101, 103, 104, 106, 107, 201, 202 
 Note: Wood components may be interchanged with similar metal parts, provided one 
 wood wing is not used with one metal wing."
Page No,"1 
 2 
 3 
 4 
 5 
 6"
Rev No,"8 
 8 
 10 
 10 
 11 
 11"
