Keyterm,Info
"A00011LA 
 Revision 13 
 GA8 Airvan (Pty) Ltd 
 GA8 
 GA8-TC320 
 July 7, 2021",
Type Certificate Holder,"GA8 Airvan (Pty) Ltd 
 C/O GippsAero Pty Ltd. (ACN 119 523 830) 
 Latrobe Regional Airport, Traralgon, VICTORIA 3844, Australia 
 Mail Correspondence: P.O. Box 881 Morwell, Victoria 3840, Australia"
Type Certificate Holder record,"Gippsland Aeronautics Pty. Ltd. transferred TC A00011LA to GA8 Airvan (Pty) Ltd on 8 
 August 2006. 
 I. GA8 (Normal Category) Approved May 30, 2003"
Engine,"Textron Lycoming IO-540-K1A5 
 Type Certificate: 1E4"
Engine Limits,"Maximum Takeoff Power 
 2700 R.P.M. and 300 HP 
 Maximum Continuous Power 
 2500 R.P.M. and 275 HP"
Propeller and Propeller Limits,"Hartzell HC-C2YR-1BF/F8475R metal constant speed 
 Type Certificate: P920 
 Not over 84 inches (2134 mm) diameter 
 Not under 78 inches (1981 mm) diameter 
 No further reduction permitted 
 Pitch settings at 30 in. sta.: 
 High: 29 ±1° 
 Low: 12 ±0.2° 
 or Hartzell HC-C3YR-1RF/F8068 three-blade metal constant speed (Note 10) 
 Type Certificate: 
 P25EA 
 Not over 82 inches (2083 mm) diameter 
 Not under 78 inches (1981 mm) diameter 
 No further reduction permitted 
 Pitch settings at 30 in. sta.: 
 High: 29 ±1° 
 Low: 12.8 ±0.2°"
Airspeed Limits IAS,"Never Exceed 
 Vne 185 kts 
 Max structural cruise 
 Vno 143 kts 
 Manoeuvring 
 Va 121 kts 
 Max flaps extended 
 Vfe 97 kts"
Maximum Weight,"Take-off 
 4000 lbs. (1814 kg.) 
 (Note 11) 
 Landing 
 4000 lbs. (1814 kg.)"
Center of Gravity,Forward Limit:
CG Range,"+48.0 inches (+1219 mm) aft of datum at 2400 lbs. (1089 kg.) or less. 
 +56.0 inches (+1422 mm) aft of datum at 4000 lbs. (1814 kg.) 
 Variation is linear between 2400 lbs. (1089 kg) and 4000 lbs. (1814 kg.)"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8"
Rev No,"13 
 11 
 11 
 8 
 13 
 11 
 11 
 12 
 Aft Limit: 
 +64.0 inches (+1626 mm) aft of datum at 4000 lbs. (1814 kg) or less 
 II. GA8-TC 320 (Normal Category) Approved September 11, 2009 (See Note 12)"
Engine,"Textron Lycoming TIO-540-AH1A 
 Type Certificate: E14EA dated 08/05/2008"
Engine Limits,"Normal Takeoff 
 2500 RPM and 38 in HG (MAP (300 HP) 
 Alternate Takeoff 
 2500 R.P.M. and 40 in HG MAP below 5,000 Feet 
 Pressure Altitude (See Note 7) 
 Maximum Continuous Power 
 2500 R.P.M at 38 in HG (300 HP)"
Propeller and Propeller Limits,"Hartzell HC-C3YR-1RF/F8068 metal constant speed 
 Type Certificate: P25EA 
 Not over 82 inches (2083 mm) diameter 
 Not under 78 inches (1981 mm) diameter 
 No further reduction permitted 
 Pitch settings at 30 in. sta.: 
 High: 29±1° 
 Low: 14.5±0.2°"
