Keyterm,Info
"H5WE 
 Revision 2 
 LOCKHEED 
 L-286 
 July 23, 2012",
Type Certificate Holder,"Lockheed Martin Aeronautics Company 
 86 South Cobb Drive 
 Marietta, GA 30063 
 Lockheed-California Company 
 A Division of Lockheed Aircraft Corporation 
 Burbank, California"
"I. 
 Model 286 Normal Category Helicopter, approved June 30, 1966",
Engine,United Aircraft of Canada PT6B-9
Fuel See Note 6,"Grade JP-1, JP-4, JP-5 Aviation Fuel conforming to P&WA Spec. 522"
Engine Limits,"Takeoff (5 min.) 
 Max. continuous 
 Shaft H.P. 
 550 
 500 
 Torque 
 464 ft-lb. 
 421 ft.-lb. 
 Gas Generator RPM, N1 
 38,100 (101.6%) 
 38,100 (101.6%) 
 Output shaft RPM, N2 
 6230 (100%) 
 6230 (100%) 
 Turbine Inlet Temp. 
 1820F (994C) 
 1745F (952C)"
Transient Limits,"Turbine Inlet Temp. 
 during Start (2 second limit) 1900F (1038C) 
 Gas Generator RPM, N1 (10 second limit) 38,500 (102.6%) 
 Output shaft RPM, N2 6853 (110%)"
Rotor limits and,"Power Off 
 Power On"
engine operating speeds,"Maximum 108% RPM 
 Maximum 104% RPM 
 Minimum 92% RPM 
 Minimum 100% RPM"
Airspeed limits,"Density altitude 
 Vne (never exceed speed) 
 S.L. to 1500’ 
 136 KCAS 
 10000’ 
 103 KCAS 
 (Linear variation between 1500 & 10000 feet)"
Altitude limits,See FAA Approved Rotorcraft Flight Manual.
CG Range,Most fwd 12000 in. lbs. at max. weight (4700 lbs. and below)
Hub offset moment about,Most aft 0 in. lbs. at max. weight (4700 lbs.)
main rotor shaft centerline,"Most aft 17000 in. lbs. at reduced weight (4000 lbs. and below) 
 Lateral 8000 in. lbs. right and left (4700 lbs. and below) 
 (Linear aft longitudinal variation between 
 4700 & 4000 lbs.)"
Datum Equipment arm,150’ fwd of main rotor shaft centerline
Page No,1 2 3
Rev No,2 1 1
reference index,(See Rotorcraft Flight Manual for weight and balance computation.)
Leveling means,Plumb bob at Fuselage Sta. 73.5
Maximum weight,4700 lbs.
Number of seats,"2 (100.7” index arm), 3 (127.5” index arm)"
Maximum cargo,"200 lbs. - fwd LH seat (100.7” index arm) 
 740 lbs. - aft floor area (127.4” index arm) at 125 lb/sq. ft. max floor landing"
Fuel capacity,520 lbs. - (151” index arm). See NOTE 1 for “unusable” fuel.
Oil capacity,"Engine oil, 24 lbs. (210” index arm). Turbo Jet 35 
 Transmission oil, 14 lbs. (164” index arm) Turbo Jet 35"
Other operating limitations,"FAA Approved Rotorcraft Flight Manual. See NOTE 4 for Maintenance and NOTE 5 
 for Non-Icing Flight Limitations."
Service life,See NOTE 3 for list of Life Limited Components.
Main rotor blade movements,"Collective pitch at 163” R, 15 up and 0 down 
 (not to be used for rigging. 
 Cyclic (measured with collective full up)"
Refer to Maintenance Manual,"Longitudinal  12 tolerance + 1, -0.50"
for rigging procedure,"Lateral  12 tolerance +1, -0.50"
Tail rotor blade movements,"Collective 10 11’ (thrust to right) 
 14 45’ (thrust to left) 
 (from neutral rig pin setting)"
Serial numbers eligible,2001 and up
Certification basis,"CAR 6 dated December 20, 1956, including Amendments 6-1 through 6-7. 
 Type Certificate H5WE issued June 30, 1966. 
 Date of Application of Type Certificate July 15, 1964."
Production basis,Production Certificate No. 600.
Equipment,"The basic required equipment as prescribed in the applicable airworthiness 
 regulations (see Certification Basis) must be installed in the helicopter for 
 certification. Lockheed Report 19208, Section IIA “Equipment List,” contains 
 a list of all required equipment that must be installed as well as optional 
 equipment installations approved by the FAA."
NOTE 1,"Current weight and balance report including lisdt of equipment included in certificated empty weight, 
 and loading instructions, must be provided for each helicopter at the time of original airworthiness 
 certification and at all times thereafter (except in the case of operators having an approved weight 
 control system). 
 Fuel and oil capacities as indicated are total tank capacities over and above “Trapped Fuel and Oil.” 
 The indicated capacity of the fuel tank does not include “Unusable” fuel of 10 pounds which cannot 
 be used safely in all flight attitudes, and which must be included in the empty weight."
NOTE 2,"The following placard must be installed in the Pilot’s Checklist: 
 “This helicopter must be operated in compliance with the operating limitations specified in the FAA 
 Approved Rotorcraft Flight Manual.” 
 For additional placards, see FAA Approved Rotorcraft Flight Manual."
