Keyterm,Info
"H5NM 
 Revision 10 
 Rotorcraft Dev. Corp. 
 UH-1E 
 UH-1L 
 TH-1L 
 HH-1K 
 August 1, 2012",
Type Certificate Holder,"Rotorcraft Development Corporation 
 132 Skalkaho Hwy. 
 Hamilton, Montana 59840"
Type Certificate Holder Record,"Garlick Helicopter, Inc. transferred TC H5NM to Garlick Helicopter 
 Corporation on June 29, 2007. 
 Roy D. Regan & James P. Ross (Co-Partners) transferred TC H5NM to Garlick 
 Helicopters, Inc. on November 21, 1989."
I - Model UH-1E - (Restricted Category Military Surplus Helicopter ),
Engine,Lycoming T-53-L-11D (See Notes 8 & 13 for Alternate Engines)
Fuel,"Grade JP-4, JP-5, or see U.S. Navy NAVAIR 01-110HCA-1 for substitute 
 and emergency fuels."
Engine Limits,"Torque 
 Output 
 Exhaust Gas 
 Pressure 
 RPM 
 Temperature (Deg. C) 
 (PSI) 
 Max. Continuous 
 46.0 (900 HP) 
 6600 
 620 
 30 Min. Operation 
 48.0 (1000 HP) 
 6600 
 620-640 
 Maximum Allowable 
 50.0 (1100 HP) 
 6600 
 640"
Rotor Limits,"Power Off 
 Power On 
 Maximum 339 RPM 
 Maximum 324 RPM 
 Minimum 295 RPM 
 Minimum 294 RPM 
 Continuous Operation 
 294-324 RPM"
Airspeed Limits,"Never Exceed 140 knots up to and including 6600 lb G.W. Sea level to 2000 ft. 
 Sideward and rearward flight airspeed limitation 30 knots."
Other Limits,"Flight Hours are counted from takeoff to landing. 
 The helicopters approved under this type certificate are done so under the concept of 
 limited exposure associated with escape from inadvertent ice encounters, and are 
 prohibited against flight into known icing. The helicopters must be re-evaluated if 
 certification to the General Ice protection Airworthiness Regulations is requested."
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7"
Rev No,"9 
 9 
 9 
 9 
 9 
 9 
 10"
CG Range,"Most forward C.G. up to 8150 lb G.W. Fuse Sta. 125.0 
 Most forward C.G. at 8,500 lb G.W. Fuse Sta. 125.5 / 9,500 lb G.W. Fuse Sta. 126.7 
 Most aft C.G. up to 7,000 lb G.W. Fuse. Sta. 138.0 
 Most aft C.G. at 8,500 lb G.W. Fuse. Sta. 134.4 / 9,500 lb G.W. Fuse Sta. 132.0"
Empty Weight,(+125.0) to (+138.0)
Maximum Weight,"9,500 lb all conditions."
Minimum Crew,1 (pilot) for VFR flight.
Maximum Passengers,(See Note 13.)
Fuel Capacity Useable,242 U.S. Gallons
Oil Capacity,3.25 U.S. Gallons
