Keyterm,Info
"A5NW 
 Revision 4 
 FAIRCHILD 
 C-119L 
 June 29, 1981",
Type Certificate Holder,"Starbird, Inc. 
 9333 Stitch Road 
 Lake Stevens, Washington 98258."
"I - MODEL UNITED STATES AIR FORCE (FAIRCHILD) C-119L (RESTRICTED CATEGORY) APPROVED May 31, 1979",
Engine,"2 Wright R-3350-89, 89A, 89B/95W"
Fuel,100/130 Minimum Grade Aviation Gasoline
Engine limits,"2900 rpm (3500 hp) Takeoff, wet, low blower 
 2900 rpm (2800 hp) Maximum, dry, low blower 
 2600 rpm (2600 hp) Meto, low blower 
 2600 rpm (1760 hp) 10,000 ft. Alt., Meto, high blower 
 2300 rpm (1560 hp) 10,000 ft. Alt., Cruise, high blower 
 2100 rpm (1460 hp) 10,000 ft. Alt., Cruise, high blower"
Propeller,"Hamilton, Standard 43H60-603 or 605 Hubs with R-A6959B-0 blades. See Note 2."
Airspeed limits,"Vne - Never exceed (217 knots) 
 Vc - 
 Structural Cruising (176 knots) 
 Va - 
 Maneuver (162 knots) 
 Flaps or gear extended (140 knots)"
CG range,"Aft of datum +318.3"" to +335.2"" at all Wts."
Datum,"Fus. Sta. 0 (103.8"" forward of jig point fitting on front jack pad)"
Maximum gross wt,"71,500 lbs."
Maximum landing weight,"69,970 lbs."
Maximum zero fuel weight,"61,240 lbs. (Outer wing tanks to be full before fuel is added to inner wing tanks)."
Leveling means,"Eye bolt at cabin ceiling station 310 for plumb bob suspension to cross lined plates under 
 cargo floor between stations 310 and 333."
Number of seats,"Limited to the Flight Crew and number of persons essential to perform the intended 
 function of this operation."
Fuel capacity,"3624 total - 
 2 outboard fuel tanks 855 Gal. 
 each (+354.5) - 
 2 inboard fuel tanks 457 Gal. 
 each (+354.5) - 
 2 auxiliary fuel tanks in fuselage. 
 500 Gal. each (+338.0)."
Page No,"1 
 2 
 3"
Rev No,"4 
 4 
 4"
Oil capacity,"120 gal. total - 2 nacelle 
 Applicable Serial No. (AF) 
 tanks 60 gal. each (+338.4) 
 51-2662 thru 51-8030 
 51-5098 "" 51-8168 
 51-17365 "" 51-17367 
 52-6000 "" 52-6003 
 53-8069 "" 53-8132 
 109 gal. total - 2 nacelle 
 51-8031 thru 51-8097 
 tanks 54.5 gal. each (+338.4) 
 52-5840 thru 52-5954 
 (includes any AF C-119G 
 52-6004 thru 52-7884 
 Serial No. except those listed 
 53-8133 thru 53-8156 
 above."
Cargo capacity,See T.O. 1C-119L-1 Section V
Control surface movements,"Aileron 
 Up 
 24"" + 1"" 
 Down 
 12"" + 1"""
