Keyterm,Info
"R00008RD 
 Revision 6 
 Bell 
 505 
 February 11, 2022",
Type Certificate Holder,"Bell Textron Canada Limited 
 12800 rue de l’Avenir 
 Mirabel, Quebec 
 J7J 1R4 Canada"
Type Certificate Holder Record,"Bell Helicopter Textron Canada Limited was the previous name of TC holder. 
 The company name history is presented below."
Type Certificate Holder,Period
Bell Helicopter Textron Canada Limited,Prior to 16 December 2019
Bell Textron Canada Limited,16 December 2019
Mirabel Quebec,Present
"I. Model 505 (Normal Category), Approved June 1, 2017",
Engine,"1 Safran (Turbomeca) Arrius 2R 
 FAA Engine Type Certificate Data Sheet E34NE"
Fuel,"ASTM-D-1655, Type, Jet A, and Jet A-1; ASTM-D-6615, Type, Jet B; MIL-DTL-5624 Grade JP-4; 
 MIL-DTL-5624 Grade JP-5 and MIL-DTL-83133 Grade JP-8 
 See Rotorcraft Flight Manual for fuel temperature limitations. 
 Anti-icing fuel additive is required for operations at fuel temperatures below 4°C (39.2°F). The 
 maximum allowed concentration of fuel additives is 0.15% by volume."
Oil,"For approved engine oil types, prohibition against mixing brands and for approved transmission and 
 gearbox oil types refer to Maintenance Manual BHT-505-MM."
Installed Engine Limits,"Torque 
 Turbine Temperature 
 Gas Generator Speed 
 Lbf-ft (%) 
 oC (oF) 
 % (RPM)"
TakeOff 5 Min,"442.5 (100) 
 853 (1,567) 
 101.29 (54,817) 
 405.6 (92) 
 817 (1,502) 
 99.8 (54,011) 
 See Rotorcraft Flight Manual for transient limits 
 Output shaft speed limit is 104% (5,834 RPM)"
Rotor Limits,"Power Off 
 Power On 
 Maximum 407 RPM 111% 
 Maximum 394 RPM 107% 
 Minimum 331 RPM 90% 
 Minimum 371 RPM 101%"
Limits,"Torque Limits % 
 Take Off (5 min) 
 100 
 Maximum Continuous 
 90 
 Transient (5 sec) 
 105"
Page No,"1 
 2 
 3 
 4 
 5 
 I I I I I I"
Rev No,"6 
 6 
 2 
 2 
 5"
Empty Weight CG Range,See Maintenance Manual
Datum,Model 505 station 0 datum is 96 cm (37.8 in.) forward of the nose of the helicopter.
Leveling Means,"Protractor or level placed on the crew or passenger floor or seat rails, both longitudinally and 
 laterally"
Maximum Weight,"1,670 kg (3,680 lb.) Internal Loading"
Mass,"2,030 kg (4,475 lb.) External Loading"
Altitude limits,"Maximum altitude at 6,096 m (20,000 ft.) pressure altitude"
OAT Limits,"-40°C (-40°F) to 46°C (115°F), decreasing with pressure altitude at a standard lapse rate of 2°C 
 (3.56°F) per 1,000 feet for Bell 505 serial numbers 65011 to 65300 (excluding 65170). 
 -40°C (-40°F) to 50°C (122°F), decreasing with pressure altitude at a standard lapse rate of 2°C 
 (3.6°F) per 1000 feet for Bell 505 serial numbers 65170 and 65301 and subsequent."
Minimum crew,1 pilot
Maximum occupants,5 (includes crew)
Maximum Baggage,Refer to approved Rotorcraft Flight Manual for loading schedule.
Fuel capacity,Refer to 505 Maintenance Manual for Fuel Quantity
Oil capacity,Refer to 505 Maintenance Manual for Oil Quantity
Rotor blade and,For rigging information refer to the 505 Maintenance Manual
Serial numbers eligible,65011 and subsequent
