Keyterm,Info
"A4PC 
 Revision 6 
 FUJI 
 FA-200-160 
 FA-200-180 
 FA-200-180AO 
 March 8, 2022",
Type Certificate Holder,"Fuji Heavy Industries, Ltd. 
 2-7, 1-Chome, Nishi-Shinjuku, Shinjuku-ku 
 Tokyo, Japan"
"I - Model FA-200-160, 4 PCLM (Normal Category, 3 PCLM (Utility Category), 2 PCLM (Acrobatic Category), Approved 
 September 26 1967",
Engine,Lycoming O-320-D2A
Fuel,91/96 minimum grade aviation gasoline
Engine limits,"For all operations, 2700 r.p.m. (160 h.p.)"
Propeller,"McCauley 1C172MGM7656 
 1C172MGM7662 
 Static r.p.m. at maximum permissible throttle setting: 
 Not over 2450 r.p.m. not under 2350 r.p.m for 7656 propeller 
 Not over 2340 r.p.m. not under 2180 r.p.m for 7662 propeller 
 No additional tolerance permitted. 
 Diameter: Not over 76 in., not under 74 in. 
 No further reduction permitted 
 Propeller spinner, Fuji P/N 200-960002-001"
Airspeed limits CAS,"Vne (Never exceed) 
 (N,U) 170 m.p.h. (148 knots) 
 (A) 175 m.p.h. (152 knots) 
 Vno (Maximum structural cruising) 
 150 m.p.h. (130 knots) 
 Vp (Design maneuvering) 
 (N,U) 135 m.p.h. (117 knots) 
 (A) 150 m.p.h. (130 knots) 
 Vfe (Flaps extended 25° or 35°) 
 120 m.p.h. (104 knots) 
 Vfe (Flaps extended 15°) 
 140 m.p.h. (122 knots) 
 C.G. range (S/N 1 thru 11) 
 Normal Category (for 7656 propeller): 
 (+98.2) to (+103.0) at 2335 lb. 
 (+93.1) to (+103.0) at 1960 lb. or less 
 Normal Category (for 7662 propeller): 
 (+97.2) to (+103.0) at 2270 lb. 
 (+93.1) to (+103.0) at 1960 lb. or less 
 Utility Category (for 7656 or 7662 propeller): 
 (+95.5) to (+101.8) at 2137 lb. 
 (+93.1) to (+101.8) at 1960 lb. or less"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8 
 9 
 10 
 11"
Rev No,"6 
 - 
 5 
 5 
 5 
 6 
 - 
 5 
 5 
 - 
 Acrobatic Category (for 7656 or 7662 propeller): 
 (+93.1) to (+97.6) at 1940 lb. or less 
 Straight line variation between points given. 
 LBS. 
 (7656 propeller) 
 2400 
 2300 
 (7662 
 prop 
 eller) 
 Fw d Limit 
 2200 
 Normal category 
 2100 
 U tility category 
 2000 
 1900 
 Aft Limit 
 Acrobatic 
 category 
 1800 
 92 
 93 
 94 95 
 96 97 
 98 
 99 100 101 102 103 
 104 
 Inches 
 C.G. range (S/N 12 and up) 
 Normal Category (for 7656 propeller): 
 (+98.2) to (+103.6) at 2335 lb. 
 (+93.1) to (+103.6) at 1960 lb. or less 
 Normal Category (for 7662 propeller): 
 (+97.2) to (+103.6) at 2270 lb. 
 (+93.1) to (103.6) at 1960 lb. or less 
 Utility Category (for 7656 or 7662 propeller): 
 (+95.5) to (+101.8) at 2137 lb. 
 (+93.1) to (+101.8) at 1960 lb. or less 
 Acrobatic Category (for 7656 or 7662 propeller): 
 (+93.1) to (+97.6) at 1940 lb. or less 
 Straight line variation between points given. 
 LBS. 
 (7656 propeller) 
 2400 
 2300 
 (7662 
 prop 
 eller) 
 Fwd Limit 
 2200 
 Normal category 
 2100 
 Utility category 
 2000 
 1900 
 Acrobatic 
 category 
 1800 
 92 
 93 
 94 95 
 96 97 
 98 
 99 100 101 102 103 
 104 
 Inches"
