Keyterm,Info
"R00007DE 
 Revision 4 
 Arrow Falcon Exporters Inc. 
 UH-1H 
 February 7, 2018",
Type Certificate Holder,"Arrow Falcon Exporters Inc. 
 2081 S. Wildcat Way 
 Porterville, California 93257"
Prior TC Holder,"Utah State University 
 Department of Industrial Technology and Education 
 Logan, UT84322-6000"
"1-Model UH-1H (Restricted Category Military Surplus Rotorcraft), Approved: August 25, 1997",
Engine,"Lycoming T53-L-13B, T53-L-13BA"
Fuel,"MIL-T-5624, Grade JP-4 (Jet B) 
 MIL-T-5624. Grade JP-5 (Jet A) 
 MIL-T-83133, Grade JP-8 (Jet A-1) 
 See U.S. Army TM55-1520-210-10 and Note 15 for emergency fuels"
Engine Limits,"Torque 
 Output 
 Output 
 Exhaust 
 Gas Gen 
 Pressure (PSI) 
 Horsepower (HP) 
 R.P.M. 
 Gas Temp. (C) 
 Speed N1(%) 
 50.0 
 1100 
 6600 
 610 to 625 
 101.5 
 50.0 
 1100 
 6600 
 400 to 610 
 101.5 
 See Notes 11, 12, and 13. Refer to Operator’s Manual TM55-1520-210-10 for additional limitation data."
Rotor Limits,"Power Off 
 Power On 
 Maximum R.P.M. 
 339 
 324 
 Minimum R.P.M. 
 294 
 294 
 Continuous operation 294-324 R.P.M ./ Maximum for auto-rotation 339 R.P.M."
Airspeed Limits,"Roof Mounted Pitot Static: 
 Never exceed 124 knots (143 mph) up to 7500 lbs. Gross Weight, sea level to 2000 feet. 
 Never exceed 113 knots (132 mph) up to 9500 lbs. Gross Weight sea level to 2000 feet. 
 Refer to TM55-1520-210-10, Chap. 5, Sect. V, for specific operating airspeed limitations. 
 See Note 2, for specific operation airspeed limitations. 
 Nose Mounted Pitot Static: 
 Never exceed 112 knots (128 mph) up to 7500 lbs. Gross Weight, sea level to 2000 feet. 
 Never exceed 103 knots (118 mph) up to 9500 lbs. Gross Weight, 
 sea level to 2000 
 feet. Refer to TM55-1520-210-10, Chap. 5, Sect. V for specific operating airspeed 
 limitation. See Note 2, for specific operation airspeed limitations."
Page No,"1 
 2 
 3 
 4 
 5 
 6"
Revision,"4 
 4 
 2 
 2 
 2 
 2"
CG Range,"Longitudinal C.G. Limits: (+130.0) to (+144.0) 
 Lateral C.G. Limits: Plus or minus 5 inches 
 Refer to U.S. Army TM55-1520-210-10, Chap. 6, Section VII, for specific 
 C.G. range and limits."
Empty Weight CG Range,(+130.0) to (+144.0)
Datum,"Station 0, datum is 7.6 inches aft of the most forward point of the fuselage nose section. 
 (See U.S. Army TM55-1520-210-10)"
