Keyterm,Info
"A-815 
 Revision 6 
 Viking Air Limited 
 (Otter) 
 DHC-3 
 October 3, 2007",
Type Certificate Holder,"Viking Air Limited 
 9574 Hampden Road 
 Sidney, British Columbia 
 Canada V8L 5V5"
Typee Certificate Holder Record,"Bombardier Inc. 
 Regional Aircraft 
 123 Garratt Boulevard 
 Downsview, Ontario, Canada M3K 1Y5 
 de Havilland, Inc. 
 123 Garrett Boulevard 
 Downsview, Ontario, Canada M3K 1Y5"
"I - Model DHC-3, 16 PCL-SM (Normal Category) (U.S. Military Model U-1A, see Note 4)",
Engine,"P&W Wasp S3H1-G, S1H1-G, R-1340-59 or R-1340-61"
Fuel,"80/87 Min. grade aviation gasoline - see Fluid Specification Part 1 DHC-3 
 Maintenance Manual"
Oil,See Fluid Specification Part 1 DHC-3 Maintenance Manual
Engine limits,"S3H1-G, R-1340-59 
 HP RPM MP (IN. HG.) ALT. 
 Takeoff (one minute) 
 600 2250 
 36.0 
 - 
 Maximum continuous 
 550 2200 
 33.5 
 S.L. 
 550 2200 
 32.5 
 5000 ft. 
 S1H1-G, R-1340-61 
 Takeoff (one minute) 600 2250 36.0 
 - 
 Maximum continuous 550 2200 35.0 
 S.L. 
 550 2200 33.0 
 8000 ft."
Propeller and,"Propeller - Hamilton Standard, Counterweight, Hub Model 3D40"
propeller limits,"(c/w 4.5 CTWT) 
 Blade Models - 6511A-9X, 6529A-9X or 6631A-9 
 Pitch Setting - Low 19 degrees, High 33 degrees 
 Propeller - Hamilton Standard, Hydromatic Hub Model 23D40 
 Blade Models - 6511A-9, 6529A-9 or 7035A-9 
 Pitch Setting - Low 18.5 degrees, High 34.5 degrees 
 Constant Speed Governor 1A2-G5 for Counterweight Propeller, and 
 4B2-1 for Hydromatic Propeller"
Airspeed limits TIAS,"Landplane & Skiplane 
 Seaplane 
 (mph) (knot) 
 (mph) (knot) 
 Never exceed 192 167 
 183 159 
 Maneuvering 
 126 110 
 126 110 
 Flaps extended 94 82 
 94 82"
Center of Gravity,"Landplane 
 (C.G.) range. (+131.9) to (+151.4) at 6600 lb. or less 
 (In) 
 (+135.8) to (+151.4) at 7600 lb. 
 (+135.8) to (+149.8) at 8000 lb. 
 Landplane with Mod. 3/746 (Item 104) 
 (+131.9) to (+152.2) at 6600 lb. or less 
 (+135.8) to (+152.2) at 7600 lb. 
 (+135.8) to (+152.2) at 8000 lb. 
 Skiplane 
 (+131.9) to (+151.4) at 6600 lb. or less"
Page No,"1 
 2 
 3 
 4"
Rev No,"6 
 4 
 6 
 4 
 (+135.8) to (+151.4) at 7600 lb. 
 (+135.8) to (+149.8) at 8000 lb. 
 Seaplane 
 (+131.9) to (+148.3) at 6600 lb. or less 
 (+135.8) to (+148.3) at 7600 lb. 
 (+138.1) to (+148.3) at 8000 lb. (with items 104 and 105) 
 Straight line variation between points given"
Datum,60 in. fwd. of firewall
Leveling Means,Cabin floor level laterally and longitudinally
Maximum weight,"Landplane: 
 7600 lb. 
 8000 lb. (With items 102, 103, 201, 400; or items 104 and 105) 
 Skiplane: 
 7600 lb. (With item 300(a), (b), (c), (d), or (e)) 
 8000 lb. (With item 300(a), (b), (c), or (e) and 102, 103, 201 and 
 400) 
 Seaplane: 
 7200 lb. (With item 100) 
 7967 lb. (With items 100,101, 102 and 103) 
 8000 lb. (With items 104 and 105)"
