Keyterm,Info
"H7WE 
 Revision 2 
 Sterling Aircraft 
 Industries, Inc. 
 Piasecki 
 (NAVY) HUP-2 
 (NAVY) HUP-3/ 
 (ARMY) H-25A 
 Revised January 24, 2005",
Type Certificate Holder,This Type Certificate (TC) has been designated as ABANDONED (See Note 5)
Type Certificate Holder Record,"Sterling Aircraft Industries, Inc. 
 5060 East Falcon Drive 
 Falcon Field 
 Mesa, Arizona 85205"
"I - Model U.S. Navy HUP-2 (Restricted Category), approved January 13, 1971",
Engine,Continental R975-46
Fuel,115/145 or 100/130 Minimum grade aviation gasoline
Engine Limits,"Normal Maximum (30 minute limit) 2350 RPM and 39 in. Hg. (475 HP) 
 Maximum allowable continuous 2350 RPM & 37.5 in. Hg. (450 HP)"
Rotor Limits and,"Power Off (Rotor Tach.) 
 Power on (Engine Tach.)"
engine operating,"Maximum 360 r.p.m. 
 Maximum 2350 r.p.m."
speeds,"Minimum 230 r.p.m. 
 Minimum 2100 r.p.m."
Airspeed limits,Vne (never exceed) 75 KIAS
CG Range,14 in. (167.5) forward to 5.5 in. (187.0) aft of datum
Datum,Point midway between rotors (181.5)
Maximum weight,5400 lbs.
Minimum Crew,1 (pilot) (56.0)
Fuel capacity,150 gal. (900 lb.) (183.0)
Oil capacity,"Engine oil 9.5 gal. (211.05) 
 Forward transmission 3.0 quarts (50.0) 
 Aft transmission 4.0 quarts (318.97)"
Other Operating,"Navy Flight Handbook NW01-250 HCA-1 revised July 1, 1960 and, the FAA Approved"
Limitations,"Rotorcraft Flight Manual Supplement (Thomas W. DeShong & Homer H. Helton) dated 
 January 13, 1971 or subsequent FAA Approved Revision."
Serial Nos,All Navy Bureau of Aeronautics Serial Numbers identified as Model HUP-2 are eligible
Eligible,for certification.
Page No,"1 
 2 
 3"
Rev No,"2 
 1 
 2"
"II - Model U.S. Navy HUP-3/ARMY H-25A (Restricted Category), Approved June 13, 1975",
Engine,Continental R975-46
Fuel,115/145 or 100/130 Minimum grade aviation gasoline
Engine Limits,"Normal Maximum (30 minute limit) 2350 RPM and 39 in. Hg. (475 HP) 
 Maximum allowable continuous 2350 RPM & 37.5 in. Hg. (450 HP)"
Rotor Limits and,"Power Off (Rotor Tach.) 
 Power On (Engine Tach.)"
engine operating,"Maximum 360 r.p.m. 
 Maximum 2350 r.p.m."
speeds,"Minimum 230 r.p.m. 
 Minimum 2100 r.p.m."
Airspeed Limits,Vne (never exceed) 75 KIAS
CG Range,14 in. (167.5) forward to 5.5 in. (187.0) aft of datum
Datum,Point midway between rotor (181.5)
Maximum Weight,5400 lbs.
Minimum Crew,1 (pilot) (56.0)
Fuel Capacity,150 gal. (900 lb.) (183.0)
Oil Capacity,"Engine oil 9.5 gal. (211.05 
 Forward transmission 3.0 quarts (50.0) 
 Aft transmission 4.0 quarts (318.97)"
Other Operating,"Navy Flight Handbook NW01-250 HCA-1 revised July 1, 1960 and, the FAA Approved"
Limitations,"Rotorcraft Flight Manual Supplement dated June 13, 1975 or subsequent FAA 
 Approved Revision."
Serial Numbers,All Navy Bureau of Aeronautics Serial Numbers identified as Model HUP-3/ARMY H-
Eligible,25A are eligible for certification.
DATA PERTINENT TO ALL MODELS,
Certification,"FAR 21.25(a)(2), effective February 1 1965"
Basis,"Type Certificate No. H7WE reissued June 13, 1975 for the special purpose of: 
 Actual aerial photography only. This does not include the transportation of 
 passengers or cargo to and/or from ground sites. 
 Date of application for Type Certificate March 1, 1969, Amendment September 17, 
 1970 and October 25, 1974."
Production Basis,None. No helicopter may be produced under this type approval.
Equipment,"The basic required equipment as prescribed in the applicable airworthiness regulations 
 (see certification basis) must be installed in the Helicopter for certification. In addition, 
 equipment necessary for the particular special purpose must be installed."
