Keyterm,Info
R00012LA,
"Helicopter Transport 
 Services 
 CH-53D 
 May 2, 2014 
 Revision 2",
Type Certificate Holder,"Helicopter Transport Services, LLC 
 14497 Keil Road NE 
 Aurora, OR 97002"
Type Certificate Holder Record,"Transferred to Helicopter Transport Services, LLC on January 9, 2014"
"I 
 Model CH-53D (Restricted Category Rotorcraft) Approved June 17, 2005. (See NOTES Section)",
Engines,(2) General Electric T64-GE-413
Fuel,"ASTM-D1655 (Jet A, Jet A-1, Jet B); JP-4, JP-5 (See Note 14 For Alternative Fuels)"
Transmission Limits,"Power 
 Turbine 
 Output 
 Gas Gen. 
 Turbine 
 Inlet 
 Horsepower 
 Speed 
 Speed 
 Temp. 
 Rating 
 Torque 
 (HP) 
 (%Ng) 
 (% Q) 
 (%Nf) 
 (T5) 
 Dual Engine Limits 
 Take-Off (10 Min.) 
 -------- 
 ---------- 
 100 
 125 
 727 
 Military Power (30 Min.) 
 118 
 7560 
 100 
 125 
 707 
 Normal Continuous 
 100 
 6400 
 58.5-100 
 95-105 
 671 
 Maximum Transient 
 (10 Sec.) 
 8950 
 (30 Sec.) 
 (55 Sec.) 
 (60 Sec.) 
 140 
 102.5 
 140 
 743 
 One Engine Limits 
 One Engine Inop.(10 Min.) 
 -------- 
 -------- 
 100 
 125 
 727 
 One Engine Inop (30 Min.) 
 118 
 3780 
 100 
 125 
 707 
 Normal Continuous 
 100 
 3200 
 58.5-100 
 95-105 
 671 
 Maximum Transient (10 Sec.) 
 140 
 4475 
 (30 Sec.) 
 (55 Sec.) 
 (60 Sec.) 
 102.5 
 140 
 743 
 • 
 (%Q) Values are Main Transmission Limits 
 Refer to Heavy Lift Helicopters, Inc. Report No. HLH-310, N.C., dated June 17, 2005, 
 Rotorcraft Flight Manual CH-53D Helicopter, or later FAA approved revisions for additional 
 limitation data."
Rotor Speed Limits,"Power Off 
 Power On 
 Maximum 
 231 r.p.m. (125%Nr) 
 231 r.p.m. (125%Nr) 
 Minimum 
 185 r.p.m. (100%Nr) 
 185 r.p.m. (100%Nr)"
Page No,"1 
 2 
 3 
 4 
 5"
Rev No,"2 
 - 
 - 
 - 
 -"
Airspeed Limits,"Vne (Never Exceed) Power On: Forward Flight 
 130 KIAS 
 External Load above an operating weight of 38,000 lb 
 104 KIAS 
 Vle/Vlo: 
 130KAIS/130KIAS"
Center of Gravity,"Most Forward C.G. 
 Sta. 328.0"
CG Range,"Most Aft C.G. 
 Sta. 352.0 
 Refer to Heavy Lift Helicopters, Inc. Report No. HLH-310, N.C., dated June 17, 2005, 
 Rotorcraft Flight Manual CH-53D Helicopter, or later FAA approved revisions for 
 specific C.G. range and limits."
Empty Weight CG,None
Datum,336.4 Inches forward of the main rotor centroid.
Leveling Means,"Leveling means is plumb line from top level plate located on frame at Sta. 222 and 
 buttock line 42, adjacent to the personnel door opening, on the forward right hand side of 
 aircraft. Leveling procedures contained in NAVAIR 01-230HMA-2-1, Section IV, 
 Maintenance Instructions Manual."
Maximum Weight,"42,000 lbs."
Minimum Crew,"2 – (1) pilot at (+134.0), (1) copilot at (+134.0)"
Number of Seats,2 at (+134.0) (See NOTE 12.)
Maximum Cargo,See NOTE 5.
Fuel Capacity,638 gal. at (+ 341.0). (2 tanks at 319.0 gal. each)
Oil Capacity,5.8 gal. at (+264.0) - (2 tanks 2.9 gal. each).
Rotor Blade and,"For rigging information, see NOTE 4."
Other Limits,"Airframe Life Limit 10,000 hours Time In Service"
Serial No Approved,"U.S. military surplus CH-53D helicopters as identified in Heavy Lift Helicopters, Inc. 
 Serial Number Approved Report Number HLH-304, N.C., dated October 01, 2004, or 
 later FAA approved revision."
