Keyterm,Info
"A00014WI 
 Revision 7 
 Textron Aviation Inc. 
 510 
 July 29, 2015",
Type Certificate Holder,"Textron Aviation Inc. 
 One Cessna Boulevard 
 P.O. Box 7704 
 Wichita, Kansas 67277"
Type Certificate Holder Record,"Cessna Aircraft Company transferred to 
 Textron Aviation Inc. on July 29, 2015"
"I. 
 Model 510, (Normal Category), Approved September 8, 2006",
Engines,"Two Pratt & Whitney Canada PW615F-A turbofans 
 Engine TC #E00073EN Certified September 8, 2006"
Fuel,"Jet A, Jet A-1, JP-8, or PRC National Standard No. 3 Jet fuel 
 Engine Limits Static thrust standard day, sea level: 
 Takeoff 
 1,460 lb. 
 N1(fan) 
 100% (100% = 21,830 rpm) 
 N2 (Gas Gen.) 
 100% (100% = 44,040 rpm)"
Max permissible interturbine gas temperatures,"Takeoff 
 830 Degrees C 
 Max. continuous 
 830 Degrees C 
 Transient (starting 5 sec.) 
 862 Degrees C 
 Transient (operation 20 sec) 
 862 Degrees C"
Airspeed limitations,"VMO (maximum operating) 
 Sea level to 27,120 ft. 
 250 KIAS 
 MMO above 27,120 ft. 
 0.63 Mach 
 VFE (maximum flap extended) 
 15 degrees (takeoff & approach) 
 185 KIAS 
 30 degrees (landing) 
 150 KIAS 
 VMCA (minimum control airspeed) Air 
 0 degrees (takeoff) 
 92 KIAS 
 15 degrees (takeoff & approach) 
 81 KIAS"
Page No,"1 
 2 
 3 
 4 
 5"
Rev No,"7 
 6 
 3 
 4 
 7"
I,"VMCG (minimum control speed) Ground 
 73 KIAS 
 VLO (landing gear operating) 
 Extend 
 250 KIAS 
 Retract 
 185 KIAS 
 VLE (landing gear extended) 
 250 KIAS 
 VSB (speedbrake extended) 
 Any speed with or without flaps 
 Maximum autopilot operating speed 
 250 KIAS or 0.63 Mach 
 Maximum tire ground speed 
 160 knots"
CG Range Design CG Limits,"Forward Limits: Linear variation from 287.04 in. aft of datum (21.32% MAC) at 8730 lb. to 285.59 in. 
 aft of datum (19.00 % MAC) at 6927 lb.; 285.59 in. aft of datum (19.00 % MAC) 
 from 6927 lb. to 5550 lb. 
 Aft Limits: 292.46 in. aft of datum (30% MAC) from 8730 lb. to 5314 lb. 
 Landing Gear retracting moment (-1964.84) in-lb."
MAC,62.51 in. (L.E. of MAC at +273.71 in. aft of datum)
Maximum Weight,"Takeoff 
 8,645 lb. 
 Landing 
 8,000 lb. 
 Zero Fuel 
 6,750 lb. 
 Ramp 
 8,730 lb. 
 Minimum Crew for all Flights (See note 5 for cockpit equipment/arrangement restrictions): 
 One pilot (in the left pilot seat) plus additional equipment as specified in the Kinds of Operations 
 Equipment List (KOEL) contained in the Limitations Section of the FAA Approved Airplane Flight 
 Manual 
 OR 
 One pilot and one copilot"
No of Seats,Maximum of six occupants
Maximum Baggage,"Nose compartment 
 320 lb. (+120.10 in. aft of datum) 
 Tailcone total 
 300 lb. (+356.33 in. aft of datum)"
Fuel Capacity usable,"Total usable fuel 2,580 lbs. Two wing tanks with 1,290 lbs. usable each; (see NOTE 1 for unusable) 
 +291.97 in. aft of datum"
Oil Capacity total,"Tank mounted on each engine: 5.12 quarts (4.85 liters) total each engine; +363.11 in. aft of datum; (see 
 NOTE 1)"
Maximum Operating Altitude,"41,000 ft."
Control Surface Movements,"Elevator 
 Up 
 25 +0/-1 degrees 
 Down 
 15 +1/-1 degrees 
 Elevator Trim Tab 
 Up 
 4.5 +1/-1 degrees 
 Down 
 20 +1/-1 degrees 
 Rudder 
 Right 
 35 +1/-1 degrees 
 Left 
 35 +1/-1 degrees 
 Rudder Trim Tab 
 Right 
 20 +2/-1 degrees 
 Left 
 20 +2/-1 degrees 
 Aileron 
 Neutral Pos (TE up) 
 2 +0.5/-0.5 degrees 
 Up (from neutral) 23 +1/-1 degrees 
 Down (from neutral) 
 18.5 +1/-1 degrees 
 Aileron Trim Tab 
 Up 
 21 +2/-1 degrees 
 Down 
 21 +2/-1 degrees 
 Wing Flap 
 Up 
 0 degrees 
 (Utilizing the Flap Streamline Fixture per AMM) 
 TO/APP 15 +1/-1 degrees 
 Land 
 30 +1/-1 degrees 
 Speedbrakes 
 Upper 
 0 to 59.5 +1/-1 degrees 
 Lower 
 0 to 62.5 +1/-1 degrees 
 See Airplane Maintenance Manual (AMM) for rigging instructions."
Serial Numbers Eligible,510-0001 and On
Datum,143.7 in. forward of the jig point (nose jack pad location).
Leveling Means,"Longitudinal – In board crew seat rails at FS 196.00. 
 Lateral - In board crew seat rails at FS 196.00."
Certification Basis  Model 510,"(1) Part 23 of Title 14 of the Code of Federal Regulations effective February 1, 1965, as amended by Amendments"
231 through 2354,"(2) Part 36 of Title 14 of the Code of Federal Regulations effective December 1, 1969, as amended by Amendments"
361 through 3626,"(3) Part 34 of Title 14 of the Code of Federal Regulations effective September 10, 1990, as amended by Amendments"
a,"23-193-SC, Turbofan Engines and Engine Location"
b,"23-158-SC, Protection of Systems for High Intensity Radiated Fields (HIRF)"
c,"23-181-SC, Flight Performance, Flight Characteristics, and Operating Limitations; 
 items 1 through 24"
d,"23-192-SC, Full Authority Digital Engine Control (FADEC) System"
I,(6) Equivalent level of safety as follows:
a,"ACE-05-8: 
 14 CFR § 23.1305(c)(5) and (c)(2), and § 23.1549, digital indication of N2 and FF."
b,"ACE-05-9: 
 14 CFR § 23.1555(d)(1), usable fuel quantity marking on the Cessna Model 510."
c,"ACE-05-10: 
 14 CFR § 23.807(e), Emergency Exit Water Barrier on the Cessna 510 Mustang"
d,"ACE-05-11: 
 14 CFR § 23.841(b)(6), Cabin Pressurization for High Altitude takeoff and Landing 
 Operations"
e,"ACE-05-12: 
 14 CFR § 23.1435(a)(2), Hydraulic Pressure Indication"
f,"ACE-05-23: 
 14 CFR § 23.1447(e), Passenger Oxygen Dispensing Units for Cessna Model 510"
g,"ACE-05-28: 
 14 CFR § 23.841(a), Cabin Pressurization"
h,"ACE-06-03: 
 14 CFR § 23.1545(b)(4), Airspeed indicator"
i,"ACE-07-03: 
 14 CFR § 23.841(a) & § 23.1301(d), Cabin Pressure Control System"
j,"ACE-09-04: 
 14 CFR § 23.1326, Pitot Heat Indication 
 (7) Compliance with ice protection has been demonstrated in accordance with 14 CFR § 23.1416 and 23.1419. 
 (8) Compliance with 14 CFR 23.1141(e) is in accordance with ACE-05-24, Guidance on compliance with 14 CFR"
