Keyterm,Info
"R00003RD 
 Revision 5 
 Bell 
 429 
 June 11, 2021",
Type Certificate Holder,"Bell Textron Canada Limited 
 12800 rue de l’Avenir 
 Mirabel, Quebec 
 J7J 1R4 Canada"
Type Certificate Holder Record,"Bell Helicopter Textron Canada Limited was the previous name of TC holder. 
 The company name history is presented below."
Type Certificate Holder,Period
Bell Helicopter Textron Canada Limited,Prior to 16 December 2019
Bell Textron Canada Limited,16 December 2019
Mirabel Quebec,Present
"I. Model 429 (Normal Category; Category A), Approved June 30, 2009.",
Engine,"2 Pratt and Whitney Canada PW207D1 or D2 engines (See NOTE 4) 
 FAA Engine Type Certificate Data Sheet E42NE"
Fuel,"ASTM-D-1655, Type Jet A, Jet A-1, and Jet B; MIL-DTL-5624 Grade JP-4 and Grade JP-5; and 
 MIL-DTL-83133 Grade JP-8. 
 See Rotorcraft Flight Manual for fuel mixture and fuel temperature limitations. 
 Anti-icing fuel additive is required for operations at fuel temperatures below 4°C (39.2°F). The 
 maximum allowed concentration of fuel additives is 0.15% by volume."
Oil,"Engine: MIL-PRF-23699; Transmission and Tail Rotor Gearbox: DOD-PRF-85734. For approved 
 engine oil types, prohibition against mixing brands and for approved transmission and gearbox oil 
 types refer to Maintenance Manual BHT-429-MM-01."
Installed Engine Limits,"Torque 
 Turbine Temperature 
 Gas Generator Speed 
 oC (oF) 
 (%) Lb-ft 
 % (RPM)"
TakeOff 5 Min,"(54.3) 523 
 900 (1652) 
 99.8 (57900) 
 (53.3) 513 
 850 (1562) 
 97.2 (56400)"
30 sec OEI,"(66.3) 638 
 990 (1814) 
 104.3 (60500)"
2 min OEI,"(63.8) 614 
 950 (1742) 
 102.2 (59300)"
30 min OEI,"(60.2) 580 
 925 (1697) 
 101.2 (58700)"
Continuous OEI,"(59.5) 573 
 900 (1652) 
 99.8 (57900) 
 See Rotorcraft Flight Manual for transient limits 
 Output shaft speed limit is 104.5% (6271 RPM)"
Rotor Limits,"Power Off 
 Power On 
 Maximum 423 RPM 
 Maximum 411 RPM 
 107% 
 104% 
 Minimum 336 RPM 85% 
 Minimum 391 RPM 99%"
Page No,"1 
 2 
 3 
 4 
 5 
 6"
Rev No,"4 
 5 
 0 
 0 
 5 
 4"
Limits,"Both Engines Operation 
 Torque Limits % 
 Take Off 
 100 
 Maximum Continuous 
 100 
 Transient 
 105 
 One Engine Inoperative OEI 
 30 Seconds OEI 
 66.3 
 2 Minute OEI 
 59.1 
 Continuous OEI 
 50.0"
Airspeed Limits,"Basic VNE (never exceed) is 155 KIAS. Decrease VNE for ambient conditions in accordance with 
 the Airspeed Limitations placard in the Rotorcraft Flight Manual."
CG Limits,Refer to approved Rotorcraft Flight Manual (See NOTE 3).
Empty Weight CG Range,See Maintenance Manual.
Datum,Station 0 datum is 183.6 cm (72.3 in.) forward of the nose of the helicopter.
Leveling Means,"Protractor or level placed on the crew or passenger floor or seat rails, both longitudinally and 
 laterally."
Maximum Weight,3175 kg (7000 lb.) Internal Loading
Mass,3629 kg (8000 lb.) External Loading
Altitude limits,Maximum altitude to 6096 m (20000 ft.) pressure altitude.
OAT Limits,"Minimum -40°C (-40°F) Maximum 51.7°C (125°F), decreasing with pressure altitude at a 
 standard lapse rate of 2°C (3.6°F) per 1,0000 feet."
Minimum crew,1 pilot (right seat).
Maximum occupants,8 (includes crew).
Maximum Baggage,Refer to approved Rotorcraft Flight Manual for loading schedule.
Fuel capacity,Refer to 429 Maintenance Manual for Fuel Capacity.
Oil capacity,Refer to 429 Maintenance Manual for Oil Capacity.
Rotor blade and,For rigging information refer to the 429 Maintenance Manual.
Serial numbers eligible,57001 and subsequent.
Import Requirements,"“Refer to the applicable bilateral agreement to verify eligibility for import into the United States of 
 both new and used aircraft based on the scope of the agreement, to identify any required statements 
 by the exporting authority on the export certificate of airworthiness (or equivalent document), and 
 for procedures for coordinating exceptions to conformity statements on these documents. Refer to 
 FAA Order 8130.2, Airworthiness Certification of Aircraft, for requirements for issuance of an 
 airworthiness certificate for imported aircraft.” 
 To be considered eligible for operation in the United States, each aircraft manufactured under this 
 Type Certificate must have a U.S. Airworthiness Certificate that may be issued on the basis of the 
 Canadian Department of Transport Certificate of Airworthiness for Export signed by the Minister 
 of Transport containing the following statement: 
 “The rotorcraft covered by this certificate has been examined, tested and found to comply with the 
 type design approved under Type Certificate R00003RD and to be in condition for safe operation.” 
 The approved type design for the model 429 consists of data listed on Bell top drawing 429-100- 
 001, Revision CG, or later approved revision for serial numbers 57001 and subsequent. 
 The U.S. airworthiness certification basis for aircraft certificated under 14 CFR 21.29 and exported 
 by the country of manufacture is 14 CFR 21.183(c) or 21.185(c)."
Production Basis,None. See Import Requirements.
