Keyterm,Info
"H3NM 
 Revision 7 
 Rotorcraft Dev. Corp. 
 UH-1B 
 August 1, 2012",
Type Certificate Holder,"Rotorcraft Development Corporation 
 132 Skalkaho Hwy. 
 Hamilton, Montana 59840"
Type Certificate Holder Record,"Garlick Helicopter, Inc. transferred TC H3NM to Garlick Helicopter 
 Corporation on June 29, 2007. 
 Pilot Personnel International transferred ownership of Type Certificate 
 H3NM to Garlick Helicopters Inc. February 28, 1992. 
 Reissue: August 29, 1988 (Original Lost)"
"I - Model UH-1B, 9PCLH (Helicopter Restricted Category), approved January 19, 1984",
Engine,Lycoming T53-L-11D (See note 12 for approved alternate engines)
Fuel,"MIL-T-5624, Grade JP-4, alternate fuel 
 MIL-T-5624, Grade JP-5, See TM55-1520-219-10 for substitute and emergency fuels"
Engine Limits,"Torque Pressure Output Exhaust Gas 
 ( PSI ) (RPM) Temperature (Deg. C)"
Takeoff 5 min,"47.5 (1100 HP) 6600 610 
 39 (900 HP) 6400 590 
 (See Notes 9, 10 & 11)"
Rotor Limits,"Power Off 
 Power On 
 Maximum 339 RPM 
 Maximum 324 RPM 
 Maximum 295 RPM 
 Minimum 294 RPM 
 Continuous operation 294 to 324 RPM"
Airspeed Limits,See note 2 for specific operating airspeed limitations.
Other Limits,"Flight Hours are counted from takeoff to landing. 
 The helicopters approved under this type certificate are done so under the concept of limited 
 exposure associated with escape from inadvertent ice encounters, and are prohibited against 
 flight into known icing. The helicopters must be re-evaluated if certification to the General 
 Ice protection Airworthiness Regulations is requested."
Page No,"1 
 2 
 3 
 4 
 5 
 6"
Rev No,"6 
 6 
 6 
 6 
 6 
 7"
CG Range,"Longitudinal CG limits 
 (+125.0) to (+136.0) at 6600 lbs and above 
 (+125.0) to (+136.4) at 6500 lbs 
 (+125.0) to (+137.3) at 6250 lbs 
 (+125.0) to (+138.0) at 6000 lbs or less 
 Straight-line variation between points given 
 8500"
S 7000,"Fwd Limit 
 Aft Limit"
T,"6000 
 5500 
 5000 
 125 126 127 128 129 130 131 132 133 134 135 136 137 138 
 Center of Gravity, Fuselage Station"
Empty Weight,(+125.0) to (+138.0)
