Keyterm,Info
"7A9 
 Revision 8 
 British Aerospace 
 (formerly ARMSTRONG WHITWORTH) 
 Argosy 
 AW.650 
 Series 101 
 February 9, 2004",
Type Certificate Holder,"BRITISH AEROSPACE 
 (Commercial Aircraft) Ltd 
 Airlines Division 
 Chester Road, Woodford, Bramhall 
 Stockport, Cheshire SK7 1QR 
 England 
 I - Armstrong Whitworth Argosy Type A.W. 650 Series 101 (Transport Category), Approved December 2, 1960."
Engines,4 Rolls-Royce Dart 526 turbo-propeller.
Fuel,"Aviation Kerosene to Spec.D.Eng. R.D.2482 (AVTUR/40) and/or D.Eng. R.D.2494 
 (AVTUR/50) and/or American Spec. MIL-F-5616 (JP1); and/or Canadian 
 Spec. 3-GP-23C (Type 1) 
 Wide-cut gasoline to Spec.D.Eng.R.D.2486 (AVTAG)*, and/or American Spec. MIL- 
 J-5624E (JP4)* and/or Canadian Spec. 3-GP-22C (Type 2)* 
 *when fuel of this type is used the engine controls may require adjustment."
Engine limits,"Static Sea Level Ratings _ 
 Shaft 
 Jet 
 Compressor 
 Propeller 
 Turbine 
 Rating 
 H.P. 
 Thrust 
 Speed 
 Speed 
 Max. Gas Temp. 
 (lb.) 
 (r.p.m.) 
 (r.p.m.) 
 (°C) 
 Max. takeoff 
 (WET) 
 1870 min. 
 495 
 15,000 
 1395 
 825 
 Max. takeoff 
 1835 min. 
 485 
 15,000 
 1395 
 795 
 Max. continuous 
 1835 min. 
 485 
 15,000 
 1395 
 820"
Propeller and,4 Rotol type R186/4-30-4/16
propeller limits,"Diameter: 11 ft. 6 in. 
 Pitch settings at 0.7 radius station: 
 Ground fine 0°, fine 19°30', feathered 84°55' 
 Restricted speed range: Idling below 7000 engine r.p.m. on 
 ground."
Airspeed limits IAS,"Vne 
 (never exceed) 
 310 m.p.h. (270 kt.) S.L. to 10,000' 
 decreasing linearly to 
 224 m.p.h. (195 kt.) at 25,000' 
 Vno 
 (normal operating) 
 270 m.p.h. (235 kt.) S.L. to 10,000' 
 decreasing linearly to 
 201 m.p.h. (175 kt.) at 25,000' 
 Va 
 (manoeuvring) 
 178 m.p.h. (155 kt.) 
 Vfe 
 (flaps down 0-12°) 
 207 m.p.h. (180 kt.) 
 Vfe 
 (flaps down 12°-24°) 
 184 m.p.h. (160 kt.) 
 Vfe 
 (flaps down 24°-40°) 
 161 m.p.h. (140 kt.) 
 Vlo 
 (landing gear operation) 
 184 m.p.h. (160 kt.) 
 Vle 
 (landing gear extended) 
 184 m.p.h. (160 kt.) 
 Vllo 
 (landing light operation) 
 184 m.p.h. (160 kt.) 
 Vlle 
 (landing light extended) 
 184 m.p.h. (160 kt.) 
 Vfdo (fuel dump operation) 
 207 m.p.h. (180 kt.) 
 Vmc 
 (minimum control) 
 103 m.p.h. ( 90 kt.)"
Page No,"1 
 2 
 3 
 4"
Rev No,"8 
 7 
 7 
 8"
