Keyterm,Info
"R00009AT 
 Revision 1 
 US Helicopter, Inc. 
 AH-1S 
 Revised January 24, 2005",
Type Certificate Holder,This Type Certificate (TC) has been designated as ABANDONED (See Note 11)
Type Certificate Holder Record,"US Helicopter, Inc. 
 P.O. Box 1088 
 Ozark, Alabama 36361-1088"
"I. - Model AH-1S (Restricted Category) approved November 5, 1996.",
Engine,Lycoming T53-L-703
Fuel,"MIL-T-5624, Grade JP-4; alternate fuel MIL-T-5624, Grade JP-5. See FAA 
 approved US Helicopter, Inc. Model AH-1S Rotorcraft Flight Manual 
 USH-209S-FM-1 for substitute and emergency fuels."
Engine Limits,"Torque 
 Output Shaft 
 Turbine Gas 
 Pressure 
 Speed (% R.P.M.) 
 Temp. (oC) 
 Continuous Operation 
 0% - 88% 
 97% - 100% 
 400o - 820o 
 Transient 
 88% - 100% (30 min) 
 101.5% - 104.5% (10 sec) 
 820o - 880o (30 
 min) 
 880o - 950o (5 sec)"
Rotor Limits,"Power Off 
 Power On 
 Maximum 105% 
 Maximum 100% 
 Minimum 91% 
 Minimum 91% 
 Continuous Operation 91% - 100%"
Airspeed Limits,"Never exceed 160 knots up to and including 9500 lbs. G.W. at Sea Level. 
 Never exceed 90 knots with weight above 9500 lbs. 
 See airspeed operating limits in FAA approved US Helicopter, Inc. Model 
 AH-1S Rotorcraft Flight Manual USH-209S-FM-1 and, for external load 
 operations, see airspeed operating limits in FAA approved US Helicopter, Inc. 
 Model AH-1S Rotorcraft Flight Manual Supplement U95-001-SL."
CG Range,"Longitudinal C.G. Limits: 
 (+192.4) to (+199.6) at 10,000 lbs. 
 (+191.0) to (+201.0) at 8,300 lbs. 
 (+190.0) to (+201.0) at 7,000 lbs. or less 
 Straight line variation between points given above. 
 Lateral C.G. Limits: 
 ± 2.0 inches from centerline"
1,"2 
 3 
 4"
1,"- 
 - 
 1"
Maximum Weight,"10,000 lbs."
Minimum Crew,1 (pilot)
Maximum Passengers,"1 as mission essential crew only, per FAR 91.313 and FAR 133.35"
Fuel Capacity,135 U.S. Gallons usable
Oil Capacity,2.9 gallons
Control Movements,"For rigging information refer to Technical Manual (TM) 55-1520-236-23 with 
 US Helicopter, Inc. Supplement U95-009-SP"
Serial Numbers Eligible,76-22707
Datum,200 inches forward of main rotor centroid
Leveling Means,"Leveling lugs from left side of storage bay compartment (laterally and 
 Fore/Aft)"
Certification Basis,"FAR 21.25(a)(2) effective February 1, 1965, including Amendments 21-1 
 through 21-71. 
 Type Certificate No. R00009AT issued November 5, 1996, for the special 
 purpose of external load operations under FAR 21.25(b)(7). 
 Note: In accordance with FAR 36.1(a)(4), compliance with the noise 
 requirements was not shown. Therefore, aircraft certificated under this type 
 certificate are only eligible for external load operations excepted by FAR 
 36.1(a)(4) and defined under FAR 133.1(b). 
 Any alterations to the aircraft for Special Purposes not identified above require 
 further FAA approval and in addition may require noise and/or flight testing. 
 Date of application for Type Certificate: July 7, 1995 
 Prior to original airworthiness certification of each rotorcraft, FAA personnel 
 must perform a conformity inspection to the requirements of this type 
 certificate data sheet and an airworthiness inspection to determine condition for 
 safe operation and determine the applicant has conducted a satisfactory flight 
 test."
Production Basis,None. No helicopters may be produced under this approval.
Equipment,"The basic required equipment as prescribed in the following documents must 
 be in each helicopter for certification: 
 (1) FAA approved US Helicopter, Inc. Model AH-1S Rotorcraft Flight 
 Manual USH-209S-FM-1, dated November 5, 1996, or later FAA 
 approved revision. 
 (2) Equipment as listed in US Helicopter, Inc. Drawing List U95-003-DR 
 must be installed for external load operations."
NOTE 1,"Current weight and balance report including list of equipment included in certificated empty 
 weight, and loading instructions when necessary, must be in each helicopter at the time of original 
 airworthiness certification and at all times thereafter. 
 Refer to Figure 5-4 of USH-209S-FM-1 and Chapter 2 of Maintenance Manual TM55-1520-236- 
 23 with US Helicopter, Inc. Supplement U95-009-SP for C.G. determination and use of ballast if 
 required."
NOTE 2,"The following placards must be prominently displayed in the cockpit in full view of the pilots: 
 Placard No. 1 
 “THIS ROTORCRAFT MUST BE OPERATED IN ACCORDANCE WITH THE RESTRICTED 
 CATEGORY OPERATING LIMITATIONS OF FAR 91.313.” 
 Placard No. 2 
 “THIS ROTORCRAFT MUST BE OPERATED IN COMPLIANCE WITH THE OPERATING 
 LIMITATIONS SPECIFIED IN THE APPROVED ROTORCRAFT FLIGHT MANUAL. REFER 
 TO US HELICOPTER, INC. USH-209S-FM-1, SECTION 1, FOR OPERATING 
 LIMITATIONS.” 
 Placard No. 3 
 “OCCUPANCY LIMITED TO CREW WITH EXTERNAL LOAD, CLASS B LOADING 
 APPROVED.” 
 Placard No. 4 
 “TURN THE LOAD WEIGH SYSTEM OFF WHEN NAVIGATION EQUIPMENT IN USE. NO 
 AIRCRAFT OPERATION SHOULD BE PREDICATED ON THE READING OF THE LOAD 
 WEIGH SYSTEM.” 
 Placard No. 5 
 “ELECTRONIC WEIGHING SYSTEM.”"
NOTE 3,"This helicopter shall be serviced, maintained, and inspected in accordance with USH-209S-FM-1 
 and TM55-1520-236-23 with US Helicopter, Inc. Supplement U95-009-SP. Repairs shall be made 
 in accordance with TM55-1520-236-23 with US Helicopter, Inc. Supplement U95-009-SP. 
 Component overhaul intervals and replacement times shall be in accordance with the 
 TBO/Replacement Schedule found in TM55-1520-236-23 unless superseded by an Airworthiness 
 Directive."
NOTE 4,"EXTERNAL LOAD OPERATIONS. 
 (a) External load operations shall be in accordance with FAA approved US Helicopter, Inc. 
 Model AH-1S Rotorcraft Flight Manual Supplement (RFMS) U95-001-SL, dated 
 November 4, 1996, or later FAA approved revision. The RFMS is required equipment for 
 this helicopter during external load operations. 
 (b) Cargo suspension system shall be installed in accordance with US Helicopter, Inc. Drawing 
 List U95-003-DR, Revision F, dated November 1, 1996, or later FAA approved revision."
