Keyterm,Info
"R00022LA 
 SKYDANCE BLACKHAWK OPERATIONS, LLC 
 UH-60A 
 May 19, 2017",
TYPE CERTIFICATE,"SKYDANCE BLACKHAWK OPERATIONS, LLC"
HOLDER,"101 Wass Way 
 Minden, Nevada 89423"
"I - MODEL: UH-60A (Restricted Category Military Surplus Rotorcraft) Approved May 19, 2017.",
ENGINES,"(2) General Electric T700-GE-700 Original 
 (2) General Electric T700-GE-701D/CC (Alternate) 
 * See NOTE 8 for alternate engine information."
FUEL,"Aviation Kerosene JP-4, JP-5, JP-8, Jet A, Jet A-1 or Jet B. 
 *See NOTE 8 for alternate and emergency fuels."
ENGINE LIMITS T700GE700,"SHAFT 
 POWER TURBINE 
 GAS GEN 
 POWER TURBINE 
 HP 
 RPM 
 RPM 
 INLET (TGT)"
Military Power 30 min,"1,561 
 20,900 
 44,700 
 850º C 
 1,318 
 20,900 
 44,700 
 775º C"
ENGINE LIMITS T700GE701DCC,"SHAFT 
 POWER TURBINE 
 GAS GEN 
 POWER TURBINE 
 HP 
 RPM/% 
 RPM/% 
 INLET (TGT)"
Contingency Rated Power CRP,"1,940 
 20,900/100 
 44,700/102 
 903º C"
Maximum Rating 10 Min dual,"1,890 
 20,900/100 
 44,700/102 
 878º C"
Intermediate Rated Power IRP 30,"1,800 
 20,900/100 
 44,700/102 
 851º C"
min dual,"1,662 
 20,900/100 
 44,700/102 
 810º C"
TRANSMISSION LIMITS,TORQUE:
UH60A,"110% Single Engine (No time 
 limit) 100% Dual Engine (No 
 time limit)"
ROTOR LIMITS,"Power Off 
 Power Off 
 Max. 265 RPM 
 Max. 258 RPM 
 Min. 217 RPM 
 Min. 232 RPM"
Page No,"1 
 2 
 3 
 4"
Rev No,"- 
 - 
 - 
 - 
 Flight Manual for UH-60A Blackhawk Helicopter”, Revision IR, Dated August 1, 2016, or 
 later FAA-approved revision for variations of Vne with gross weight, pressure altitude, and 
 temperature and for additional data."
EMPTY WEIGHT CG RANGE,None
DATUM,341.2 inches forward of the main rotor centroid.
LEVELING MEANS,"Plumb bob in L/H cabin door frame to leveling plate on cabin floor. Ref. Work Package 1727 
 contained in TM 1-1570-237-23."
MAXIMUM WEIGHT,"22,000 lbs. *See NOTE 14 for configuration requirements."
MINIMUM CREW,"2 (pilot, copilot) at Sta. 227.1"
NO OF PASSENGERS,None. *See NOTE 11 for information on personnel carrying restrictions.
NUMBER OF SEATS,"2 at Sta. 227.1; 1 at Sta. 262.0; 3 at Sta. 282.0; 3 at Sta. 320.7; 4 at Sta. 339.8; 4 at Sta. 
 387.2. Refer to RFM-SKY-500 “Rotorcraft Flight Manual for UH-60A Blackhawk 
 Helicopter”, Revision IR, Dated Auguest 1, 2016, or later FAA-approved revision for seat 
 configuration and loading information."
