Keyterm,Info
"A40CE 
 Lockheed 
 U.S. Navy 
 SP-2H (P2V-7) 
 Revision 1 
 September 17, 2003",
Type Certificate Holder,"Central Air Service, Inc. 
 RFD 1, Box 101 
 Rantoul, Kansas 66079"
"I. Model SP-2H (P2V-7) (Restricted Category), Approved September 6, 1991",
Engines,"(a) 2 Curtiss-Wright R3350-32WA 
 Reduction gear ratio 16:7 
 ( 2 jet engines removed)"
Fuel,MIL-G-5572 Grade 100/130
Engine Limits,"(a) R-3350-32WA (Fuel Grade 100/130 (100LL) Low Blower Only) 
 BHP 
 RPM 
 M.P. in. Hg. 
 Alt. (Ft.) 
 Takeoff (5 minutes dry) 
 2900 
 2900 
 54.0 
 Sea Level 
 Takeoff (5 minutes dry) 
 2900 
 2900 
 53.0 
 2,000 
 Max. Continuous 
 2600 
 2600 
 48.5 
 Sea Level 
 Max. Continuous 
 2655 
 2600 
 47.5 
 4,000 
 *Reverse pitch operations are restricted to a maximum of 2600 r.p.m."
Airspeed Limits,"VNE (Never Exceed) 
 350 KIAS 
 VFE (Flaps extended 5°) 
 210 KIAS 
 VFE (Flaps extended 10°) 
 210 KIAS 
 VFE (Flaps extended 15°) 
 200 KIAS 
 VFE (Flaps extended 20°) 
 175 KIAS 
 VFE (Flaps extended 25°) 
 155 KIAS 
 VFE (Flaps extended 32°) 
 145 KIAS 
 VLE (Max. gear extended) 
 155 KIAS 
 VA (Max. maneuvering) 
 160 KIAS 
 VMC (Min. control) 
 108 KIAS"
Propeller and Propeller Limits,"Hubs - 2 Hamilton Standard 24260-313 or 24260-337 or 24260-223 
 Blades - 4/2J17H3-36S or 2J17Z3-36S or 2FJ17C3-36S 
 Diameter limit - 14 ft. 2 in.- no cutoff permitted 
 Continuous ground operation between 2000 and 2400 is prohibited 
 Pitch setting at 72-inch station: 
 Low pitch 
 14° (±0.5°) 
 Feathered 
 +82° (± 0.5°) 
 Reverse 
 -22° (± 0.5°) 
 Interchangeable blades - These blades can be used interchangeably in the same propeller 
 provided they are used in pairs and installed in opposite arms and that the prefix letters 
 for opposite blades and the cut-off dash numbers for all blades are the same."
Page No,"1 
 2 
 3"
Rev No,"1 
 - 
 1"
CG Range,"Aft of datum, landing gear extended, MAC (Sta.): 
 19.4% (354.58) to 36% (375.53) @ 46,000 lbs 
 19.4% (354.58) to 36% (375.53) @ 60,000 lbs"
Empty Wt CG Range,None
Datum,The reference datum is located at fuselage station 0.
MAC,"The leading edge of the MAC is located at fuselage station 330.1 
 The length of the MAC is 126.2 inches."
Leveling Means,"Level the aircraft by dropping a plumb bob from the leveling hook through the leveling 
 grid in the nose wheel well."
Maximum Weight,"Takeoff, dry 
 60,000 lbs 
 Landing 
 60,000 lbs 
 Zero fuel, oil, and ADI 
 55,000 lbs"
Crew and Number of Seats,"Pilot and Co-pilot 
 2 at 158”, occupancy limited to persons essential to perform the special purpose 
 operation."
Fuel Capacity,"Total Fuel Per Tank 
 No. 
 U.S. 
 U.S. 
 Gal 
 Lbs 
 ARM 
 Tanks 
 Gal 
 Wing (main) 
 2 
 715 
 1430 
 8580 
 +376.5” 
 Center Section 
 2 
 790 
 1580 
 9480 
 +382.5”"
Oil Capacity,"Total Oil Per Tank 
 No. 
 U.S. 
 U.S. 
 Tanks 
 Gal 
 Gal 
 Lbs. 
 ARM 
 Nacelle Tank 
 2 
 80 
 160 
 1136 
 +382.7” 
 (expansion space) 
 20 
 - 
 -"
Water Injection Tank Capacity,"Total ADI Per Tank 
 No. 
 U.S. 
 U.S. 
 Tanks 
 Gal 
 Gal 
 Lbs. 
 ARM 
 Nacelle Tank 
 2 
 25 
 50 
 375 
 +316.0” 
 Fluid - AMS - 3006 Type I which specifies 48-52% methyl alcohol by volume and 
 48 - 52% water by volume. 
 (Optional equipment)"
Control Surface Movements,"Aileron 
 Up 22° ± -1° 
 Down 15°30’ ± 1° 
 Aileron Tab 
 Up 15°45’ ± -2° 
 Down 16°20’ ± -2° 
 Elevator 
 Up 27°37’ ± -1°30’ 
 Down 27° ± -1°30’ 
 Elevator Trim Panel 
 Up 7° + 1/4° -0° 
 Down 3° + 1/4° -0° 
 Spoiler 
 Up 55° -60° 
 Rudder Trim Tab 
 Left 10° 
 Right 10°30’ 
 Rudder 
 Left 21° 
 Right 21° 
 Aileron Spring Tab: Adjust spring tab in accordance with NAVWEPS 
 01-76EEB-2-3 figure 3-16"
Serial Nos Eligible,U.S. Navy Bureau Number 147948
Certification Basis,"FAR 21.25 (a) (2) and (b) 
 Type Certificate issued September 6, 1991, for the special purpose of wildlife 
 conservation. 
 Application for Type Certificate: April 5, 1991. 
 A finding of No Significant Impact (FONSI) for the modified Lockheed (Navy) 
 Model SP-2H (P2V-7) aircraft has been accomplished and approved on May 10, 
 1991. A finding under the applicable provisions of the Noise Control Act of 1972 has 
 been accomplished and approved on May 10, 1991, for the modified Lockheed SP-2H 
 (P2V-7) aircraft (Restricted Category- Military Surplus)."
Production Basis,"None - Prior to original airworthiness certification of each aircraft, FAA personnel must 
 perform an airworthiness inspection determining condition for safe operation and 
 determine the applicant has conducted a satisfactory flight test."
Equipment,"The basic required equipment as prescribed in the applicable airworthiness regulations (see Certification 
 Basis) must be installed in the aircraft for certification. Equipment necessary for the particular special 
 purpose operation must be installed. In addition, an FAA approved Airplane Flight Manual Supplement is 
 required. (See NOTES 2 and 4)."
NOTE 1,"Current weight and balance report including list of equipment included in certificated empty weight, and 
 loading instructions when necessary must be provided for in each aircraft at the time of original 
 airworthiness certification."
NOTE 2,"The aircraft shall be operated in accordance with NATOPS Flight Manual Navy Model SP-2H Aircraft 
 NAVAIR 01-75EEB-1 (procedures and limitations) and Flight Handbook Navy Model P2V-7 Aircraft 
 AN-01-75-EEA-1 (performance) except wherein superseded by Central Air Service, Inc. FAA Approved 
 Airplane Flight Manual Supplement dated August 15, 1991, original issue or later approved revision."
