Keyterm,Info
"3A14 
 Revision 15 
 CESSNA 
 (Military 
 305B 
 TO-1D, O-1D, 
 O-1F) 
 305E 
 April 4, 1994",
Type Certificate Holder,"Regal Air Incorporated 
 2040 Airway Ave. 
 Fort Collins, Colorado 80524"
"I - Model 305B (Military TO-1D, 0-1D or 0-1F), 2 PCLM (Utility Category), Approved April 11, 1956",
Engine,Continental 0-470-15
Fuel,80 minimum grade aviation gasoline
Engine Limits,"Takeoff (5 min.) , 2600 r.p.m. (213 hp.) 
 For all other operations, 2300 r.p.m. (190 hp.)"
Airspeed Limits,"Never exceed 
 190 m.p.h. (165 knots) True Ind. 
 Maximum structural cruising 
 145 m.p.h. (126 knots) True Ind. 
 Flaps extended 
 100 m.p.h. ( 87 knots) True Ind. 
 Maneuvering 
 134 m.p.h. (116 knots) True Ind."
CG Range,"(+34.5) to (+40.0) at 2100 lb. or less 
 (+37.0) to (+40.0) at 2400 lb. 
 Straight line variation between points given"
Empty Wt CG Range,None
Maximum Weight,2400 lb.
No of Seats,1 (+36 and +77)
Maximum Baggage,"100 lb. (+100) 
 See NOTE 2C(3)"
Fuel Capacity,"Metal Tanks 
 41 gal. total, 36 gal. usable (two 20.5 gal. tanks in wings at +44) 
 Self-sealing tanks (equipment item 602) 
 44 gal. total, 38 gal. usable (two 22 gal. tanks in wings at +44) 
 See NOTE 1 for weight of unusable fuel"
Oil Capacity,"2-1/2 gal. (-15) 
 See NOTE 1 for weight of unusable oil"
Page No,"1 
 2 
 3 
 4 
 5 
 6"
Rev No,"15 
 12 
 13 
 12 
 12 
 12"
Control Surface Movements,"Wing flaps 
 Down 
 60° 
 Ailerons 
 Up 
 20° 
 Down 
 14° 
 Elevator tab 
 Up 
 16° 
 Down 
 24° 
 Elevators 
 Up 
 26° 
 Down 
 20° 
 Rudder 
 Right 
 16° 
 Left 
 16°"
Serial Nos Eligible,"23489 through 23588 and 23950 and up. 305M-0001 and up. Prior to civil certification 
 the airplanes must be modified in accordance with Cessna dwg. 0600012 which may be 
 obtained from the manufacturer. An FAA representative upon determination of 
 compliance with the above-mentioned modification drawing may issue an airworthiness 
 certificate."
Required Equipment,"Items: 1(a) and (b), 101 (a) and (b), 102, 103, 201(a), (b), or (c), 202(a), 204(a) and 
 601"
"II - Model 305E (Military T0-1D, 0-1D or 0-1F), 2 PCLM (Normal Category); 2 PCLM (Utility Category), Approved 
 September 28 1967",
Engine,Continental 0-470-15
Fuel,80 minimum grade aviation gasoline
Engine Limits,"Takeoff (5 min.), 2600 r.p.m. (213 hp.) 
 For all other operations, 2300 r.p.m. (190 hp.)"
Airspeed Limits,"Never exceed 
 192 m.p.h. (167 knots) True Ind. 
 Maximum structural cruising 
 152 m.p.h. (131 knots) True Ind. 
 Flaps extended 
 100 m.p.h. ( 87 knots) True Ind. 
 Maneuvering 
 128 m.ph. (111 knots) True Ind."
CG Range,"Normal Category 
 Landplane 
 (+33.5) to (+42.0) at 2050 lb. or less 
 (+37.0) to (+42.0) at 2800 lb. 
 Straight line variation between points given 
 Utility Category 
 Landplane 
 (+33.5) to (+40.0) at 1985 lb. or less 
 (+37.0) to (+40.0) at 2400 lb. 
 Straight line variation between points given"
Empty Wt CG Range,None
