Keyterm,Info
"H13WE 
 Revision 13 
 Rotorcraft Dev. Corp. 
 UH-1B 
 UH-1H 
 August 1, 2012",
Type Certificate Holder,"Rotorcraft Development Corporation 
 132 Skalkaho Hwy. 
 Hamilton, Montana 59840"
Type Certificate Holder Record,"Garlick Helicopter Corporation transferred TC H13WE to Rotorcraft 
 Development Corporation on November 17, 2008. 
 Garlick Helicopter, Inc. transferred TC H13WE to Garlick Helicopter 
 Corporation on June 29, 2007."
"I - Model UH-1B, 9PCLHL (Utility Helicopter Restricted Category) approved: March 4, 1981",
Engine,Lycoming T-53-L-11D (See note 8 for approved alternate engines)
Fuel,"Mil-T-5624, Grade JP-4; alternate fuel 
 Mil-T-5624, Grade JP-5; See TM 55-1520-219-10 for substitute and emergency fuels."
Engine Limits,"Torque 
 Output 
 Exhaust Gas 
 Pressure 
 RPM 
 Temperature (Deg. C) 
 (PSI) 
 Takeoff (5 min.) 
 47.5 (1100 HP) 
 6600 
 610 
 Max. Continuous 
 39.0 (900 HP) 
 6400 
 590 
 See NOTES 11, 12, & 13"
Rotor Limits,"Power Off 
 Power On 
 Maximum 339 RPM 
 Maximum 324 RPM 
 Minimum 295 RPM 
 Minimum 294 RPM 
 Continuous operations 294-324 RPM"
Airspeed Limits,"Never Exceed 120 knots (138 MPH) up to and including 6600 lbs. G.W. 
 sea level to 2000 feet. 
 Never Exceed 112 knots (129 MPH) up to 7200 lbs. G.W. sea level to 2000 feet. (See Note 2 
 for specific operating airspeed limitations.)"
Page No,"1 
 2 
 3 
 4 
 5 
 6 
 7 
 8 
 9"
Rev No,"12 
 11 
 11 
 11 
 11 
 12 
 12 
 11 
 13"
Other Limits,"Flight Hours are counted from takeoff to landing. 
 The helicopters approved under this type certificate are done so under the concept of 
 limited exposure associated with escape from inadvertent ice encounters, and are 
 prohibited against flight into known icing. The helicopters must be re-evaluated if 
 certification to the General Ice protection Airworthiness Regulations is requested."
C G Range,"Longitudinal C.G. Limits: 
 (+125.0) to (+136.0) to 6600 lbs. and above 
 (+125.0) to (+136.4) to 6500 lbs. 
 (+125.0) to (+137.3) to 6250 lbs. 
 (+125.0) to (+138.0) to 6000 lbs. or less. 
 See TM 55-1520-219-10, Center of Gravity Charts for specific loads/weights."
Empty Weight,(+125.0) to (+138.0)
Maximum Weight,8500 lbs.
Minimum Crew,1 (pilot)
Maximum Passengers,See Note 18
Maximum Baggage,200 lb. (150 lbs./sq. ft. deck loading maximum.)
Fuel Capacity Usable,"163 U.S. gals if Crashworthy Fuel System is installed. 
 168 U.S. gals if Crashworthy Fuel System is not installed."
Oil Capacity,3.25 gals (+157)
Rotor Blade and,"For rigging information, refer to Technical Manual:"
Control Movement,55-1520-219-20.
Approved Serial Nos,"Surplus UH-1 B helicopters as identified in FAA Approved Garlick Helicopters Report No. 
 GHI-TC-01, dated April 7, 1995 or later approved revision."
"II - Model UH-1H, 15PCLM (Utility Helicopter Restricted Category) approved: December 14, 1992",
Engine,Lycoming T-53-L-13B (See notes 8 & 17 for approved alternate engines)
Fuel,"Mil-T-5624, Grade JP-4; alternate fuel 
 Mil-T-5624, Grade JP-5; See TM 55-1520-228-10 for substitute and emergency fuels."
Engine Limits,"Torque 
 Output 
 Exhaust Gas 
 Pressure 
 RPM 
 Temperature (Deg. C) 
 (PSI) 
 Takeoff (5 min.) 
 50.0 (1100 HP) 
 6600 
 610-625 
 Max. Continuous 
 50.0 (1100 HP) 
 6600 
 400-610"
Rotor Limits,"Power Off 
 Power On 
 Maximum 339 RPM 
 Maximum 324 RPM 
 Minimum 294 RPM 
 Minimum 294 RPM 
 Continuous operation 294-324 RPM 
 Maximum for auto rotation is 339 RPM"
