Keyterm,Info
"A00016WI 
 Revision 0 
 Textron Aviation Inc. 
 408 
 March 11, 2022",
Type Certificate Holder,"Textron Aviation Inc. 
 One Cessna Boulevard 
 Wichita, Kansas 67215"
"I. 
 Model 408 (Normal Category) Approved March 11, 2022",
Engines,Two Pratt & Whitney PT6A-65SC (turboprop)
Engine Limits,"Max. Permissible 
 N1 Gas 
 Interstage 
 Prop Shaft 
 Shaft 
 Torque 
 Generator 
 Turbine Temp 
 Speed (rpm)* 
 Horsepower 
 (%)** 
 Speed (%)* 
 (ºC) 
 Takeoff 
 1110 
 100 
 104 
 1700 
 830 
 Max. continuous 
 1110 
 100 
 104 
 1700 
 815 
 Max. cruise 
 980 
 100 
 104 
 1500 
 780"
Starting transient 5 sec,1000
Max reverse 1 min,"900 
 1650 
 760"
Fuel,"FUEL TYPE 
 SPECIFICATION 
 JP-8 
 MIL-DTL-83133 
 JET A, A-1 
 ASTM SPEC. D1655 
 Chinese No.3 Jet Fuel 
 SAC GB 6537 
 GOST 10227 or 
 RT 
 GSTU 320.00149943.007 
 GOST 10227 or 
 TS-1 
 GSTU 320.00149943.011"
Fuel capacity,"Total usable fuel 4,826 lb. (720 gal). Two wing tanks with 2,413 lb. (360 gal) usable each (See 
 NOTE 1 for unusable); +296.81 in. aft of datum."
Oil,"Pratt & Whitney Maintenance Manual, Document No. 3135622, lists approved brand oils."
Engine Oil Capacity,"7.2 gal. total (3.6 gal. per each engine) at +242.33 in. (1.5 gal. usable in each integral engine tank). 
 See NOTE 1."
Oil temperatures,"Minus 40°C minimum starting 
 32°C to 99°C normal operating 
 >99°C to 110°C limited to 10 minutes 
 Refer to the Airplane Flight Manual (AFM) for other oil temperature limits."
Page No,"1 
 2 
 3 
 4"
Rev No,"0 
 0 
 0 
 0"
Propeller and,"Two McCauley 4-blade, full feathering and reversible, metal propellers"
Propeller Limits,"Model: 4HFR34C779/110FDA-0 
 Diameter: 110 in. (maximum); Minimum Allowable for repairs: 108 in. 
 No further reduction permitted 
 Pitch Settings at: 
 Reverse -9.0 +/- 0.2 degrees 
 Feathered +88.0 +/- 0.2 degrees 
 See McCauley Propeller TCDS P3NE for additional details and limitations."
